strategy,hold_days,regime,cap,train_n,train_mean,train_t,test_n,test_mean,test_t,train_significant,test_significant,both_significant,direction_match
AboveEMA200,5,RANGE,MID,254352,-0.0011549961121325122,-5.307739781240719,423742,0.0008173771003844136,5.23335084412375,True,True,True,False
AboveEMA200,5,RANGE,SMALL,252911,-0.0003621822222763417,-2.4959044082422843,481783,0.00021642340975403253,2.2809413226701785,False,False,False,False
AboveEMA200,5,RANGE,ALL,838520,0.00023445853046502035,2.5166022707923115,1419407,0.0014853686945913295,19.231897128356383,False,True,False,True
AboveEMA200,5,ALL,LARGE,374556,0.0017363399427391523,15.10205030147143,547319,0.0034804601619552165,24.89388274232577,True,True,True,True
AboveEMA200,5,ALL,MID,287249,-0.001305253481156565,-6.523902422376984,449472,0.0011224406787735154,7.409399251807961,True,True,True,False
AboveEMA200,5,ALL,SMALL,285610,-0.0003498616091973064,-2.621564114978451,512717,0.0003089118295367113,3.3414358985725947,False,True,False,False
AboveEMA200,5,ALL,ALL,947415,0.00018524069407917465,2.1583182476199556,1509508,0.0017010919972967554,22.748563528123963,False,True,False,True
AboveEMA200,10,BULL,LARGE,35000,-0.005428387117109567,-11.518712295929593,19168,0.023830884591386693,21.186456665773168,True,True,True,False
AboveEMA200,10,BULL,MID,26848,-0.006880333103290333,-4.862814154705935,14498,0.016115752885484412,13.794805847685385,True,True,True,False
AboveEMA200,10,BULL,SMALL,0,0.0,0.0,17867,0.009773692775806322,15.943383708825573,False,True,False,False
AboveEMA200,10,BULL,ALL,88902,-0.0056604506293687715,-11.525260788358192,51533,0.016786586265243333,29.269664033322176,True,True,True,False
AboveEMA200,10,BEAR,LARGE,8299,0.019870492909228106,16.533191017334012,12277,0.01266611054940858,13.76900488548637,True,True,True,True
AboveEMA200,10,BEAR,MID,6049,0.007418398435023978,3.5089899309456647,9475,0.011691366680058648,8.547887180622245,True,True,True,True
AboveEMA200,10,BEAR,SMALL,5645,0.0005287862098189893,0.43489202707839947,10993,0.0013634664367511077,1.3387407947895242,False,False,False,True
AboveEMA200,10,BEAR,ALL,19993,0.010641930222656543,12.056012434901776,32745,0.008589590015203841,13.696915102695376,True,True,True,True
AboveEMA200,10,RANGE,LARGE,331257,0.005528757987372578,31.247560614719863,505832,0.007138423439956402,31.434765812553472,True,True,True,True
AboveEMA200,10,RANGE,MID,254352,-0.0010966755305058882,-3.9571927798976594,416628,0.001900336691093305,8.569158616541324,True,True,True,False
