strategy,hold,context1,context2,t_stat,mean_return,type
Momentum_20d_Pos,5,BULL,LARGE,16.89524539133749,0.016766042585279,REGIME
Momentum_60d_Pos,10,BEAR,ALL,16.838457219467127,0.0128271068614419,REGIME
BearishRibbon,20,RANGE,SMALL,16.79715518776014,0.0098943539801645,REGIME
Momentum_20d_Neg,20,RANGE,SMALL,16.770760971426025,0.0107110575449148,REGIME
BearishRibbon,10,RANGE,LARGE,16.76350469946272,0.0079531485864535,REGIME
RSI_Overbought,10,BULL,LARGE,16.76238701931246,0.0247025181695811,REGIME
BearishRibbon,10,BULL,MID,16.752046063768216,0.0260590227638668,REGIME
Momentum_5d_Neg,20,BULL,SMALL,16.472109656973693,0.0239205670117125,REGIME
Momentum_Pos,fwd_20,FINC,ALL,16.414527476490818,0.0136796002068612,SECTOR
After2Down,5,ALL,LARGE,16.406856033475844,0.0064775759052466,REGIME
AboveEMA200_BullRibbon,20,RANGE,SMALL,16.394556029149676,0.0046916146362241,REGIME
RSI_Overbought,10,RANGE,ALL,16.35503760383305,0.0061426731830398,REGIME
BullishRibbon,20,ALL,SMALL,16.300863890326177,0.0046510819027372,REGIME
Momentum_20d_Pos,10,BULL,LARGE,16.29361640680269,0.0293197150534547,REGIME
After3Down,20,ALL,ALL,16.286348614990562,0.0180739359299934,REGIME
RSI_Overbought,10,RANGE,LARGE,16.27922949978778,0.013062422691814,REGIME
Momentum_5d_Neg,10,BULL,SMALL,16.264854799943084,0.0181111532325109,REGIME
Momentum_60d_Pos,20,ALL,MID,16.261743243224508,0.0060042394402926,REGIME
After2Down,10,RANGE,LARGE,16.25592463523157,0.0103768255144609,REGIME
Momentum_5d_Neg,5,ALL,SMALL,16.176557806746473,0.0038495560143428,REGIME
After3Down,10,ALL,ALL,16.168418465963853,0.0129974749535148,REGIME
ZScore_Low,20,BEAR,SMALL,16.149123659485667,0.0452459276466264,REGIME
BB_Below_Lower,20,BEAR,SMALL,16.149123659485667,0.0452459276466264,REGIME
Momentum_60d_Pos,20,RANGE,MID,16.0086766993072,0.0060460237490676,REGIME
BearishRibbon,10,BEAR,SMALL,15.96722250733688,0.0272625109792769,REGIME
RSI_Oversold,5,ALL,ALL,15.9618445354966,0.0101102951781765,REGIME
BelowEMA200,10,BULL,MID,15.847506312951015,0.0269034189459179,REGIME
After2Down,5,BULL,ALL,15.82912630028323,0.0163143272286571,REGIME
RSI_Oversold,1,BEAR,SMALL,15.804632899925092,0.0070200835392381,REGIME
Momentum_20d_Pos,5,BULL,SMALL,15.786139227341405,0.0063829745233345,REGIME
Momentum_5d_Pos,5,BULL,LARGE,15.733374218499131,0.0152279896644368,REGIME
RSI_Overbought,20,BULL,MID,15.607112791840324,0.0308393572677325,REGIME
Vol_Spike,20,BEAR,ALL,15.59272021119714,0.0348377534054028,REGIME
Momentum_20d_Neg,10,RANGE,LARGE,15.532751499999875,0.0075495992565385,REGIME
ZScore_Low,10,ALL,LARGE,15.511853125144995,0.0148347964958283,REGIME
BB_Below_Lower,10,ALL,LARGE,15.511853125144995,0.0148347964958283,REGIME
Momentum_20d_Neg,10,BEAR,SMALL,15.46594853033786,0.0284351566068974,REGIME
Momentum_20d_Pos,20,RANGE,SMALL,15.44502680723498,0.0049275197882678,REGIME
After2Down,10,RANGE,ALL,15.440784242881955,0.0082192400124792,REGIME
BelowEMA200,10,BEAR,SMALL,15.431866761688095,0.0283587550485589,REGIME
AboveEMA200,20,RANGE,SMALL,15.427179190714906,0.0037801624101506,REGIME
RSI_Oversold,5,ALL,LARGE,15.42063248730227,0.0098582076836599,REGIME
After2Down,10,BULL,LARGE,15.393203422800548,0.0375294901522231,REGIME
AboveEMA200_BullRibbon,20,ALL,SMALL,15.288303219210926,0.0045542570560427,REGIME
RSI_Extreme_Oversold,5,BEAR,MID,15.268115622897026,0.0334074969989055,REGIME
Near52High_LowVol,5,RANGE,LARGE,15.255696645064956,0.002041259947785,REGIME
BB_Narrow,20,RANGE,SMALL,15.23789549475058,0.007078811765699,REGIME
Momentum_20d_Neg,5,BULL,SMALL,15.195124466945323,0.0127114695692609,REGIME
Near52High_LowVol_PosMom,5,RANGE,LARGE,15.17950492463472,0.0021792152826786,REGIME
Oversold_After2Down,1,BEAR,SMALL,15.17115577901743,0.0118554983119429,REGIME
Momentum_5d_Neg,10,BEAR,SMALL,15.11458753226295,0.0270734059650517,REGIME
RSI_Extreme_Oversold,1,BEAR,SMALL,15.112033745774172,0.0130797176534963,REGIME
HighVol,10,BEAR,SMALL,14.981433672910647,0.0232661507117977,REGIME
AboveEMA200_BullRibbon,10,BULL,LARGE,14.943729484314426,0.022611054095038,REGIME
Vol_Spike,10,BEAR,LARGE,14.885421214393924,0.0331805866958352,REGIME
Momentum_5d_Neg,20,BEAR,ALL,14.87898499257872,0.0148409813908246,REGIME
Momentum_60d_Pos,20,ALL,SMALL,14.824827691568396,0.0042950369274791,REGIME
BB_Narrow,20,ALL,SMALL,14.79379599325589,0.0066307355577422,REGIME
Far_From_High,5,RANGE,LARGE,14.780048421942194,0.0056218721196675,REGIME
BelowEMA200,5,ALL,SMALL,14.761117039105416,0.0048754593239869,REGIME
After3Down,20,RANGE,ALL,14.755359155370863,0.0178737774712884,REGIME
Vol_Spike,20,ALL,LARGE,14.727276461453425,0.0472299892884008,REGIME
RSI_Overbought,5,BULL,ALL,14.725881843388166,0.009015660579741,REGIME
Momentum_5d_Neg,20,BULL,MID,14.66506105546007,0.0468234470746733,REGIME
Momentum_60d_Pos,10,BEAR,LARGE,14.644211118147876,0.0177066717573969,REGIME
Momentum_5d_Neg,10,RANGE,SMALL,14.62487453356304,0.005298476829183,REGIME
RSI_Oversold,1,BEAR,MID,14.61798330089782,0.0083612903852711,REGIME
BB_Narrow,10,RANGE,LARGE,14.597526423702249,0.0064237396855961,REGIME
AboveEMA200,5,BULL,LARGE,14.555807910255284,0.0099100917571169,REGIME
RSI_Oversold,5,ALL,SMALL,14.543285596401969,0.0084860669966503,REGIME
AboveEMA200,20,ALL,SMALL,14.509042314470456,0.0036296986253179,REGIME
Momentum_5d_Neg,5,BULL,LARGE,14.507514092306254,0.0215358319360285,REGIME
BB_Above_Upper,20,ALL,LARGE,14.506703444928938,0.0309729850627202,REGIME
ZScore_High,20,ALL,LARGE,14.506703444928938,0.0309729850627202,REGIME
After2Down,20,ALL,SMALL,14.481479769208368,0.0105348877018638,REGIME
Near52High_LowVol,5,ALL,LARGE,14.359551808522028,0.0018761287269196,REGIME
Near52High_LowVol_PosMom,5,ALL,LARGE,14.34608528624582,0.0020230240869647,REGIME
BullishRibbon,10,ALL,SMALL,14.31735878883086,0.0022926204803375,REGIME
AboveEMA200,fwd_20,TECH,ALL,14.293432061312163,0.023039120623776,SECTOR
BelowEMA200,20,BEAR,LARGE,14.20079323611,0.0234323617450261,REGIME
After2Down,5,BULL,LARGE,14.172290809595312,0.0245384222622331,REGIME
RSI_Extreme_Oversold,20,BEAR,SMALL,14.123122718808686,0.0388174888804456,REGIME
Momentum_5d_Neg,5,RANGE,LARGE,14.085054738177018,0.0043144484962174,REGIME
HighVol,1,ALL,LARGE,14.035241553734656,0.0009445742942241,REGIME
Near52High_PosMom,5,ALL,ALL,14.021504012650803,0.0009380189555349,REGIME
Momentum_5d_Pos,20,ALL,SMALL,14.004700109001398,0.004969740751469,REGIME
Momentum_20d_Neg,5,ALL,SMALL,13.998012806150134,0.0041571006812015,REGIME
Near_52wk_High,5,ALL,ALL,13.975914367007585,0.000866656870638,REGIME
Oversold_After2Down,20,BEAR,LARGE,13.92820311518983,0.0281029117412459,REGIME
Oversold_After2Down,10,ALL,LARGE,13.901243206030948,0.0207620888245166,REGIME
Momentum_5d_Neg,5,BULL,SMALL,13.899285411007046,0.0107309784825608,REGIME
Momentum_20d_Neg,1,BULL,SMALL,13.884923656069658,0.0056608772894076,REGIME
AboveEMA200,fwd_20,INDU,ALL,13.877111566918373,0.0124352873040127,SECTOR
BB_Below_Lower,10,ALL,SMALL,13.876352651261907,0.013746131637362,REGIME
ZScore_Low,10,ALL,SMALL,13.876352651261907,0.013746131637362,REGIME
Oversold_After2Down,10,ALL,SMALL,13.837896270890097,0.0167930893700127,REGIME
After2Down,1,BEAR,LARGE,13.83133177888112,0.0115794341627318,REGIME
AboveEMA200,10,BULL,MID,13.794805847685383,0.0161157528854844,REGIME
BB_Below_Lower,5,BEAR,SMALL,13.79108092286316,0.0196212273870859,REGIME
ZScore_Low,5,BEAR,SMALL,13.79108092286316,0.0196212273870859,REGIME
BearishRibbon,5,ALL,SMALL,13.77541255904907,0.0036152218318841,REGIME
AboveEMA200,10,BEAR,LARGE,13.76900488548637,0.0126661105494085,REGIME
AboveEMA200,10,BEAR,ALL,13.696915102695376,0.0085895900152038,REGIME
ZScore_High,20,RANGE,LARGE,13.681650765942482,0.0312617205101847,REGIME
BB_Above_Upper,20,RANGE,LARGE,13.681650765942482,0.0312617205101847,REGIME
Momentum_20d_Neg,5,BULL,LARGE,13.650262060291622,0.0185785256836419,REGIME
BullishRibbon,20,ALL,MID,13.643603938856328,0.0052480994751075,REGIME
BB_Below_Lower,20,ALL,SMALL,13.632793573733716,0.0248982999016984,REGIME
ZScore_Low,20,ALL,SMALL,13.632793573733716,0.0248982999016984,REGIME
BB_Below_Lower,5,BEAR,MID,13.618391357602778,0.0190124599643363,REGIME
ZScore_Low,5,BEAR,MID,13.618391357602778,0.0190124599643363,REGIME
Momentum_20d_Neg,20,BULL,MID,13.61772796609611,0.0483402530872801,REGIME
BullishRibbon,10,BULL,LARGE,13.58393210558771,0.0215927364320138,REGIME
BB_Narrow,20,BULL,MID,13.550338398047714,0.0604572169695106,REGIME
BullishRibbon,5,BULL,ALL,13.532063242511429,0.0065533861015604,REGIME
After3Down,10,RANGE,LARGE,13.475396863452398,0.0117918468565111,REGIME
HighVol,5,ALL,SMALL,13.434192166805396,0.0023912520563669,REGIME
AboveEMA200_BullRibbon,5,BULL,ALL,13.417071454818036,0.0061335626796703,REGIME
HighVol,5,BULL,MID,13.402321030561469,0.0122724326134358,REGIME
BearishRibbon,20,BEAR,LARGE,13.376218867439585,0.0197125955419447,REGIME
Momentum_60d_Pos,10,ALL,MID,13.29360690602572,0.0036122475995125,REGIME
Momentum_20d_Pos,10,ALL,SMALL,13.28367149430754,0.0023830175883011,REGIME
Oversold_After2Down,10,ALL,ALL,13.226022460023144,0.0223197553534367,REGIME
BB_Narrow,10,RANGE,ALL,13.19904342622264,0.0042476338287013,REGIME
RSI_Extreme_Oversold,10,ALL,SMALL,13.190435023704008,0.0204742073458651,REGIME
BullishRibbon,20,BULL,LARGE,13.158653546503151,0.0319702986233136,REGIME
RSI_Extreme_Overbought,20,ALL,LARGE,13.148898247154944,0.0297746181323294,REGIME
After2Down,1,BEAR,SMALL,13.134848561700151,0.0066243708360196,REGIME
RSI_Extreme_Oversold,10,ALL,ALL,13.124805217222663,0.0250897100280596,REGIME
Momentum_20d_Pos,1,RANGE,LARGE,13.123409602307827,0.0010303034376555,REGIME
AboveEMA200_BullRibbon,20,BULL,LARGE,13.02129082425594,0.0331028437689441,REGIME
BullishRibbon,10,RANGE,SMALL,12.957107310444272,0.0021492471572563,REGIME
Momentum_20d_Neg,20,BEAR,LARGE,12.892802856457546,0.0178652836427074,REGIME
Momentum_5d_Pos,5,BULL,MID,12.881303018989124,0.0104982019079118,REGIME
After2Down,5,ALL,ALL,12.862723146060988,0.0053405871709708,REGIME
BelowEMA200,10,RANGE,SMALL,12.83286297034679,0.0062800069298605,REGIME
BelowEMA200,5,RANGE,LARGE,12.803839477549744,0.0049063400552624,REGIME
RSI_Overbought,20,ALL,SMALL,12.803198427183643,0.0066496486338639,REGIME
ZScore_Low,20,RANGE,LARGE,12.801275889266368,0.0187570759270127,REGIME
BB_Below_Lower,20,RANGE,LARGE,12.801275889266368,0.0187570759270127,REGIME
Momentum_Pos,fwd_20,UTIL,ALL,12.797190168947855,0.0081311885103805,SECTOR
Vol_Spike,5,BEAR,ALL,12.761395613328224,0.0182524549784373,REGIME
After2Down,10,ALL,SMALL,12.75320332555004,0.006829488541659,REGIME
RSI_Oversold,10,RANGE,ALL,12.74425434644488,0.011722313311907,REGIME
ZScore_Low,10,ALL,ALL,12.731487958498567,0.0163250810030684,REGIME
BB_Below_Lower,10,ALL,ALL,12.731487958498567,0.0163250810030684,REGIME
AboveEMA200_BullRibbon,10,ALL,SMALL,12.663773359035863,0.0020029699263999,REGIME
After3Down,20,ALL,LARGE,12.584694004018562,0.0254820583319667,REGIME
BullishRibbon,20,BULL,SMALL,12.572289543877378,0.0120127296738112,REGIME
BullishRibbon,20,RANGE,MID,12.55960251679534,0.0049646567787014,REGIME
After3Down,5,ALL,LARGE,12.54727496886697,0.0066022567916623,REGIME
Momentum_60d_Pos,10,BULL,LARGE,12.544373526400816,0.0200478947990344,REGIME
Vol_Spike,10,ALL,LARGE,12.52343453032986,0.0206748041059082,REGIME
After3Down,20,BULL,ALL,12.486366243930473,0.0398094817086372,REGIME
Vol_Spike,20,ALL,SMALL,12.462170378514896,0.011387258349411,REGIME
Momentum_20d_Pos,1,ALL,LARGE,12.451933655353724,0.0009273738456164,REGIME
BearishRibbon,5,RANGE,LARGE,12.44986864245785,0.0035543162290434,REGIME
BullishRibbon,10,BULL,SMALL,12.410407151776718,0.0088861863041733,REGIME
AboveEMA200_BullRibbon,20,BULL,SMALL,12.33848232637956,0.0117833584387778,REGIME
Far_From_High,20,BEAR,LARGE,12.31778996869814,0.027087520302963,REGIME
Momentum_5d_Pos,20,RANGE,SMALL,12.303165619077626,0.0046123297721516,REGIME
BearishRibbon,5,BULL,MID,12.286415833815576,0.0149839239749441,REGIME
Vol_Spike,20,BEAR,LARGE,12.280917640019432,0.0587002846738082,REGIME
Vol_Spike,20,RANGE,LARGE,12.270752027130763,0.0436293454209547,REGIME
BB_Narrow,20,ALL,MID,12.227476984279354,0.009898089940733,REGIME
Momentum_20d_Neg,1,BEAR,MID,12.2045485713072,0.0045285268166857,REGIME
RSI_Extreme_Overbought,10,BULL,ALL,12.1974423665911,0.0105691943222942,REGIME
RSI_Overbought,5,BULL,SMALL,12.183319534395256,0.0059068186444916,REGIME
Momentum_Pos,fwd_20,INDU,ALL,12.182079427727974,0.0114832397484985,SECTOR
After2Down,20,RANGE,SMALL,12.173264874314912,0.009622157225649,REGIME
RSI_Extreme_Oversold,10,ALL,LARGE,12.14970116696374,0.0276023849193944,REGIME
Momentum_20d_Pos,5,BULL,MID,12.090021650493563,0.0109946354442879,REGIME
Oversold_After2Down,5,ALL,SMALL,12.065278375579394,0.0106752741473456,REGIME
BB_Below_Lower,1,BEAR,LARGE,12.042939229172324,0.0066439428075501,REGIME
ZScore_Low,1,BEAR,LARGE,12.042939229172324,0.0066439428075501,REGIME
RSI_Oversold,20,ALL,ALL,12.010844566539584,0.0184933218868322,REGIME
AboveEMA200,10,ALL,MID,11.97948999764952,0.0025786490715275,REGIME
HighVol,10,RANGE,SMALL,11.915614378321324,0.0031064966968161,REGIME
HighVol,20,BEAR,LARGE,11.893588977232518,0.0159360703058792,REGIME
BearishRibbon,1,BEAR,MID,11.88266320716482,0.0044425387527584,REGIME
Vol_Spike,5,BEAR,LARGE,11.878196913137618,0.0255803905255531,REGIME
Vol_Spike,10,ALL,ALL,11.84785151366047,0.0093815692466872,REGIME
AboveEMA200_BullRibbon,10,BULL,SMALL,11.833018427936114,0.0085937504507128,REGIME
BullishRibbon,10,BULL,MID,11.80804796640868,0.0158054866944909,REGIME
After3Down,20,RANGE,LARGE,11.792869611627086,0.0260006708139035,REGIME
After3Down,10,RANGE,ALL,11.79177128593236,0.010312396930789,REGIME
RSI_Extreme_Oversold,5,ALL,SMALL,11.788299428750678,0.0132141859202457,REGIME
Momentum_60d_Pos,5,BULL,ALL,11.673519713462696,0.0068591834851558,REGIME
Momentum_20d_Neg,10,RANGE,SMALL,11.642978147869323,0.005028641560688,REGIME
RSI_Oversold,20,BEAR,SMALL,11.557915553189977,0.0165503190871708,REGIME
After2Down,20,BEAR,ALL,11.543629285261646,0.0155742356810739,REGIME
RSI_Overbought,10,BULL,MID,11.525470035248327,0.0164103868688638,REGIME
After3Down,1,ALL,LARGE,11.520807167592793,0.0023723704431837,REGIME
BB_Below_Lower,5,ALL,LARGE,11.49882438415988,0.0078131117426813,REGIME
ZScore_Low,5,ALL,LARGE,11.49882438415988,0.0078131117426813,REGIME
BB_Narrow,5,ALL,LARGE,11.49685750051784,0.0040315190923994,REGIME
RSI_Oversold,1,ALL,LARGE,11.405474575409457,0.002128692376311,REGIME
BelowEMA200,20,BEAR,ALL,11.400893446391333,0.0114545307594634,REGIME
BB_Below_Lower,1,BEAR,ALL,11.395461736435127,0.0041611565998861,REGIME
ZScore_Low,1,BEAR,ALL,11.395461736435127,0.0041611565998861,REGIME
RSI_Oversold,fwd_20,ENRG,ALL,11.382973277240795,0.0289079340578616,SECTOR
After3Down,20,ALL,SMALL,11.371570630117226,0.0131630462474431,REGIME
AboveEMA200_BullRibbon,20,ALL,MID,11.353497466655886,0.004151307238528,REGIME
BullishRibbon,10,ALL,MID,11.349853091660332,0.0029963220610123,REGIME
Momentum_5d_Neg,5,RANGE,SMALL,11.341536437583953,0.0029307235944642,REGIME
BelowEMA200,5,BULL,MID,11.335744164292205,0.015284138059891,REGIME
BB_Narrow,10,BULL,MID,11.32453431128886,0.0358108381966716,REGIME
Oversold_After2Down,5,ALL,LARGE,11.2942088029242,0.0125446136872533,REGIME
AboveEMA200_BullRibbon,10,RANGE,SMALL,11.29186385721547,0.0018432202867489,REGIME
RSI_Oversold,20,ALL,SMALL,11.223192140578298,0.0159750197245486,REGIME
BelowEMA200,1,BEAR,MID,11.115021183184531,0.0044384039723199,REGIME
Momentum_20d_Neg,5,RANGE,LARGE,11.070570043422352,0.0033345403704241,REGIME
Momentum_60d_Pos,20,BULL,LARGE,11.01764809938767,0.0280789463928271,REGIME
Momentum_60d_Pos,10,BULL,SMALL,11.016257689543504,0.009229048172644,REGIME
BearishRibbon,10,RANGE,SMALL,10.940511952335935,0.0042361526455483,REGIME
RSI_Extreme_Oversold,1,ALL,SMALL,10.848778534983095,0.0041772511440627,REGIME
Momentum_60d_Pos,10,RANGE,MID,10.811499984041728,0.0030199004647856,REGIME
Momentum_60d_Pos,10,BULL,MID,10.788824773080137,0.0165912657145034,REGIME
RSI_Oversold,10,RANGE,LARGE,10.787861787355595,0.0116991973588078,REGIME
BullishRibbon,1,RANGE,LARGE,10.785551314873706,0.0009111361043426,REGIME
RSI_Extreme_Overbought,20,RANGE,LARGE,10.780371437195653,0.0289004728250416,REGIME
Momentum_20d_Neg,10,BULL,MID,10.736399357902494,0.0310801010104266,REGIME
RSI_Oversold,20,BEAR,ALL,10.72478429022239,0.0108034605950048,REGIME
BearishRibbon,1,ALL,LARGE,10.656442220701235,0.0009758788745422,REGIME
Momentum_5d_Neg,1,BEAR,MID,10.643390005637697,0.0039401359983894,REGIME
HighVol,1,BEAR,MID,10.643389097766198,0.0039127930600195,REGIME
Momentum_5d_Pos,1,ALL,LARGE,10.618125494824952,0.0008673335704033,REGIME
RSI_Oversold,20,RANGE,ALL,10.598230696432909,0.0194350624294029,REGIME
AboveEMA200_BullRibbon,10,BULL,MID,10.596956702741068,0.0145244069194144,REGIME
Momentum_60d_Pos,10,ALL,SMALL,10.550799243594303,0.0019704980510939,REGIME
LowVol,fwd_20,UTIL,ALL,10.523176113361178,0.0141418284320245,SECTOR
After3Down,10,ALL,SMALL,10.48996595791536,0.0087421071044654,REGIME
Momentum_Pos,fwd_20,TECH,ALL,10.46173213670607,0.017062440319283,SECTOR
After3Down,10,BULL,ALL,10.434436135012705,0.0251791830305077,REGIME
AboveEMA200_BullRibbon,20,RANGE,MID,10.41195249733225,0.0038978477171824,REGIME
Oversold_After2Down,20,ALL,SMALL,10.400922298676155,0.022078224271808,REGIME
ZScore_Low,20,RANGE,ALL,10.394191872133169,0.0181800393661215,REGIME
BB_Below_Lower,20,RANGE,ALL,10.394191872133169,0.0181800393661215,REGIME
RSI_Overbought,5,ALL,ALL,10.366004156381392,0.0023055129105705,REGIME
AboveEMA200,fwd_20,UTIL,ALL,10.316751042998408,0.0059061176726058,SECTOR
BelowEMA200,1,ALL,LARGE,10.239828173940609,0.0011755047653882,REGIME
Vol_Spike,5,ALL,LARGE,10.2382838442628,0.0126619814972352,REGIME
After3Down,10,BULL,LARGE,10.224915300315288,0.0404069803392115,REGIME
After2Down,20,BULL,MID,10.16186017319075,0.0385865861444608,REGIME
RSI_Oversold,10,RANGE,SMALL,10.100020929904078,0.0088370283580669,REGIME
RSI_Extreme_Oversold,20,BEAR,ALL,10.089965521622783,0.0175953570308226,REGIME
Near_52wk_High,5,ALL,LARGE,10.039378946967783,0.0009938684660685,REGIME
AboveEMA200,5,BULL,MID,10.03072781621418,0.0080387032890562,REGIME
AboveEMA200,1,ALL,LARGE,9.9913066857434,0.0006606793680997,REGIME
RSI_Extreme_Oversold,5,ALL,LARGE,9.9813138426715,0.0164460135968304,REGIME
Momentum_20d_Neg,20,BEAR,ALL,9.976922661848391,0.0096794014667939,REGIME
RSI_Oversold,5,RANGE,ALL,9.961993643744838,0.0074054785884147,REGIME
Oversold_After2Down,5,ALL,ALL,9.925741026487716,0.014137468009911,REGIME
Vol_Spike,20,RANGE,SMALL,9.923990125717708,0.0098579020094481,REGIME
Vol_Spike,10,RANGE,LARGE,9.865322433376395,0.0180335058582447,REGIME
AboveEMA200_BullRibbon,10,ALL,MID,9.855093971302978,0.0025589529481861,REGIME
AboveEMA200,fwd_20,COMM,ALL,9.845029132059352,0.0203695251527909,SECTOR
Oversold_After2Down,20,ALL,ALL,9.838924236792671,0.0243290309727183,REGIME
Momentum_60d_Pos,20,BULL,MID,9.822808219474302,0.0236263627537032,REGIME
AboveEMA200,1,RANGE,LARGE,9.807317384783683,0.0006774973548724,REGIME
Momentum_60d_Pos,1,RANGE,LARGE,9.80616805298441,0.000930741339091,REGIME
RSI_Oversold,10,ALL,MID,9.799216515365831,0.0180778571163574,REGIME
After2Down,20,ALL,MID,9.762572259266404,0.0126025284194829,REGIME
BearishRibbon,1,BULL,SMALL,9.75193842931081,0.0024012159186283,REGIME
RSI_Overbought,5,BULL,LARGE,9.751325154917238,0.0133985825010438,REGIME
HighVol,1,BULL,LARGE,9.736255854079555,0.003092579630124,REGIME
Momentum_60d_Pos,10,BEAR,MID,9.729807402232922,0.0164194096402868,REGIME
After3Down,20,RANGE,SMALL,9.72239865268975,0.0122394156528607,REGIME
AboveEMA200_BullRibbon,5,BULL,LARGE,9.718842230894086,0.008789658096543,REGIME
Near52High_PosMom,5,ALL,LARGE,9.706624807597578,0.0010727220808305,REGIME
BelowEMA200,5,RANGE,SMALL,9.686534895614948,0.0036175347447335,REGIME
Vol_Spike,5,ALL,ALL,9.666557480909145,0.0046391990044971,REGIME
RSI_Extreme_Oversold,20,ALL,SMALL,9.652421770025557,0.0315772724220199,REGIME
After2Down,5,RANGE,LARGE,9.649651682596176,0.0040390626082583,REGIME
After2Down,20,BEAR,SMALL,9.568845054029577,0.0172711715052404,REGIME
BearishRibbon,1,BULL,LARGE,9.547735738908091,0.003810874547681,REGIME
Momentum_20d_Neg,5,RANGE,SMALL,9.5301385579475,0.0030923287878042,REGIME
Vol_Spike,10,BEAR,SMALL,9.51714547137565,0.0217893544813731,REGIME
Momentum_5d_Neg,1,BEAR,SMALL,9.493926722051109,0.0024375326645367,REGIME
BullishRibbon,1,ALL,LARGE,9.49294661504884,0.0007751247365392,REGIME
BearishRibbon,20,BEAR,ALL,9.433428362976416,0.008738821528479,REGIME
LowVol,fwd_20,INDU,ALL,9.410062092680596,0.0177457611621923,SECTOR
Momentum_60d_Pos,1,ALL,LARGE,9.408028906729305,0.0008565057217198,REGIME
Vol_Spike,10,ALL,SMALL,9.403119640153085,0.0053620714587318,REGIME
Momentum_5d_Neg,1,ALL,SMALL,9.401324747443418,0.0013226633982384,REGIME
ZScore_Low,5,ALL,SMALL,9.401032216173496,0.0086827849437309,REGIME
BB_Below_Lower,5,ALL,SMALL,9.401032216173496,0.0086827849437309,REGIME
RSI_Extreme_Oversold,5,ALL,ALL,9.38066611716893,0.0165669486222422,REGIME
Vol_Spike,10,BULL,ALL,9.36103668143899,0.025253093138464,REGIME
BelowEMA200,1,BULL,SMALL,9.34939317498612,0.002660052652498,REGIME
Momentum_5d_Neg,1,ALL,LARGE,9.309074592703698,0.0009003820972499,REGIME
Momentum_Pos,fwd_5,FINC,ALL,9.29443985263056,0.0039447650852131,SECTOR
BullishRibbon,10,RANGE,MID,9.26156733194563,0.0025242090669591,REGIME
Momentum_60d_Pos,5,ALL,MID,9.241868814247267,0.001709173566201,REGIME
After3Down,1,ALL,SMALL,9.227437689083043,0.0012894815767825,REGIME
Momentum_5d_Pos,1,RANGE,LARGE,9.188431393368123,0.0007904509853598,REGIME
HighVol,20,BEAR,ALL,9.157570949434744,0.0085002939625242,REGIME
RSI_Extreme_Overbought,10,ALL,LARGE,9.145383052486451,0.0161853250720812,REGIME
AboveEMA200_BullRibbon,1,RANGE,LARGE,9.128287062951442,0.0008252798954832,REGIME
RSI_Oversold,20,RANGE,SMALL,9.12697935569276,0.015553094029384,REGIME
RSI_Oversold,5,RANGE,LARGE,9.102468400248558,0.0067679645996962,REGIME
RSI_Extreme_Overbought,10,BULL,SMALL,9.058140911934592,0.0067203919844887,REGIME
BB_Narrow,10,BULL,SMALL,9.052993775040331,0.0138342660147468,REGIME
RSI_Overbought,10,ALL,SMALL,9.039520023165242,0.002739662160876,REGIME
Oversold_After2Down,20,BEAR,MID,9.02942947656468,0.0253994986053279,REGIME
ZScore_High,20,BULL,ALL,8.954868594987715,0.0310479967262186,REGIME
BB_Above_Upper,20,BULL,ALL,8.954868594987715,0.0310479967262186,REGIME
Momentum_60d_Pos,10,RANGE,SMALL,8.941811931484603,0.0017270223174036,REGIME
RSI_Extreme_Overbought,10,BULL,LARGE,8.940999964913313,0.0157418475298675,REGIME
BB_Narrow,5,RANGE,LARGE,8.888188265835142,0.0032621621577268,REGIME
BullishRibbon,5,BULL,LARGE,8.812880135982846,0.0087966651660012,REGIME
RSI_Extreme_Oversold,1,ALL,LARGE,8.773571074620056,0.0043190114048333,REGIME
RSI_Extreme_Overbought,20,BULL,MID,8.670073324647205,0.0237875846076697,REGIME
RSI_Oversold,5,RANGE,SMALL,8.664175641027729,0.0059508808475729,REGIME
RSI_Overbought,20,RANGE,SMALL,8.622859425525041,0.0050184882039607,REGIME
AboveEMA200,10,RANGE,MID,8.569158616541324,0.0019003366910933,REGIME
Vol_Spike,20,BEAR,SMALL,8.562986722041265,0.023349732597518,REGIME
RSI_Oversold,20,BEAR,LARGE,8.552003189716471,0.0133405091760407,REGIME
AboveEMA200,10,BEAR,MID,8.547887180622245,0.0116913666800586,REGIME
Near52High_LowVol,1,RANGE,ALL,8.54245623936486,0.0002354588207132,REGIME
After2Down,1,ALL,LARGE,8.539846729322958,0.0010809678115657,REGIME
RSI_Overbought,20,ALL,MID,8.537322810143941,0.0067159110029233,REGIME
After2Down,20,RANGE,MID,8.537109260876932,0.0120090281274855,REGIME
BearishRibbon,5,RANGE,SMALL,8.521667453006216,0.0024850922585345,REGIME
Momentum_20d_Neg,1,BEAR,SMALL,8.507060491814624,0.0029018636192431,REGIME
AboveEMA200,fwd_5,FINC,ALL,8.504796402651907,0.0033035488607286,SECTOR
Momentum_5d_Neg,5,BULL,MID,8.457208794833065,0.016213396977307,REGIME
After2Down,5,ALL,SMALL,8.454395072832796,0.0030543893631357,REGIME
Momentum_60d_Pos,5,BEAR,ALL,8.44070875600634,0.0048880936468537,REGIME
