category,strategy,hold_period,original_t_stat,train_mean_return,train_n_samples,train_t_stat,train_sharpe,train_p_value,test_mean_return,test_n_samples,test_t_stat,test_sharpe,test_p_value,degradation_pct,t_stat_preserved
RANGE_PATTERN,OutsideDay_H5,5,11.144372015008496,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
RANGE_PATTERN,InsideDay_H10,10,20.61093799260652,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
RANGE_PATTERN,OutsideDayUp_H10,10,4.992380784266199,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
NR_PATTERN,NR3_H1,1,13.732276457208735,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
NR_PATTERN,NR4_H1,1,11.070860312620027,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
NR_PATTERN,NR5_H1,1,9.61916466752375,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
NR_PATTERN,NR7_H1,1,8.337597347897173,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
NEW_EXTREME,New20DayHigh_H5,5,7.36219506414166,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
NEW_EXTREME,New20DayLow_H20,20,3.3468083148569847,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
NEW_EXTREME,New50DayHigh_H5,5,3.188183553961066,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
NEW_EXTREME,New50DayLow_H20,20,3.3049723395987165,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
NEW_EXTREME,New100DayHigh_H10,10,4.10544766555719,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
NEW_EXTREME,New100DayHigh_H20,20,12.493436178231434,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
NEW_EXTREME,New100DayLow_H20,20,3.2882212902845818,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
ACCELERATION,NegAccel5_Bot10_H1,1,6.813008947027143,0.001702922174336713,642829,19.761439337302217,0.39126510177163676,0.0,0.0012649858137443216,1226451,8.374216485258103,0.1200381665350676,0.0,57.623448665246215,False
ACCELERATION,PosAccel10_Top10_H1,1,5.855578934419632,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
ACCELERATION,PosAccel10_Top10_H5,5,9.085084341779927,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
ACCELERATION,NegAccel20_Bot10_H1,1,11.677878201399912,0.001702922174336713,642829,19.761439337302217,0.39126510177163676,0.0,0.0012649858137443216,1226451,8.374216485258103,0.1200381665350676,0.0,57.623448665246215,False
VOL_TREND,FallingVol5_H5,5,9.841163871269874,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
VOL_TREND,RisingVol10_H1,1,4.14825390373851,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
VOL_TREND,RisingVol10_H5,5,8.196635466630203,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
VOL_TREND,FallingVol20_H1,1,6.07518342021954,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
VOL_TREND,FallingVol20_H5,5,12.009997268097838,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
VOL_TREND,RisingVol20_H10,10,3.0261825810624283,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
VOL_TREND,FallingVol20_H10,10,17.036527779178222,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
PV_CORR,HighPVCorr10_H1,1,4.840947567332655,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
PV_CORR,NegPVCorr10_H1,1,9.86911407976886,0.001702922174336713,642829,19.761439337302217,0.39126510177163676,0.0,0.0012649858137443216,1226451,8.374216485258103,0.1200381665350676,0.0,57.623448665246215,False
PV_CORR,HighPVCorr10_H5,5,8.85610079811501,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
