category,strategy,avg_return,n_samples,t_stat,significant
MONTH_END,Last5TradingDays_H1,0.07226888108759319,856233,0.9900764282717625,False
MONTH_END,LastDay_H1,-0.0013124483450805769,140215,-1.2038451323131458,False
MONTH_END,First5TradingDays_H1,0.00037071094301707947,717033,3.8708311626751266,True
MONTH_END,Last5TradingDays_H5,0.04534231574329904,856233,1.2921333485218212,False
MONTH_END,LastDay_H5,-0.0039552027379619855,140215,-3.5479374918861293,True
MONTH_END,First5TradingDays_H5,0.004298922774282957,717029,23.61825023749235,True
QUARTER,QuarterEnd_H1,0.0007300889012244854,269131,7.131284460496626,True
QUARTER,QuarterStart_H1,-0.0011636530589537305,249367,-7.560225865189007,True
QUARTER,QuarterEnd_H5,-0.0019061253151513877,269131,-6.119081706986825,True
QUARTER,QuarterStart_H5,-0.0040649718190758485,249367,-14.280314558330884,True
QUARTER,QuarterEnd_H10,-0.002940629670899795,269131,-8.099917003541128,True
QUARTER,QuarterStart_H10,-0.0003740006185568263,249367,-0.8730537687947252,False
OPEX,OPEXWeek_Thursday_H1,0.004356928231591549,192057,30.673270239974862,True
OPEX,OPEXWeek_Thursday_H5,0.008654288317618273,192057,25.644043925341997,True
FOMC,FOMCWeek_H1,0.0009309595334459932,657211,13.55532538569211,True
FOMC,FOMCWeek_H5,0.009532054878663352,629049,49.78721993700567,True
CROSSMONTH,StrongPrevMonth10_H1,0.0001860254473746895,546701,1.6950333782836309,False
CROSSMONTH,WeakPrevMonth10_H1,0.0034020049835884253,576444,10.638581757080386,True
CROSSMONTH,StrongPrevMonth10_H5,0.06118752593335156,540380,1.4746655255291607,False
CROSSMONTH,WeakPrevMonth10_H5,0.1206921705228434,572422,1.1053929619788347,False
CROSSMONTH,StrongPrevMonth10_H10,0.09415903352841119,534164,1.851645963035094,False
CROSSMONTH,WeakPrevMonth10_H10,0.15091998201904644,566999,1.976184541537444,False
CROSSMONTH,StrongPrevMonth10_H20,0.1757017355869386,525207,2.763357066255596,False
CROSSMONTH,WeakPrevMonth10_H20,0.3479793278788016,547389,2.35911709897891,False
YTD,YTDWinner20_H1,0.000455583984310549,629950,5.464788344578927,True
YTD,YTDLoser20_H1,0.09053374918548944,711592,1.0307810561156976,False
YTD,YTDFlat5_H1,0.000359259687414805,1470561,12.34374052081322,True
YTD,YTDWinner20_H5,0.00257731542530626,620335,14.789828561686708,True
YTD,YTDLoser20_H5,0.2038144354001026,703656,1.967801148860807,False
YTD,YTDFlat5_H5,0.0014333639575965212,1462464,21.718364458620787,True
YTD,YTDWinner20_H10,0.005469714605094488,608069,21.941788258318894,True
YTD,YTDLoser20_H10,0.3364249370694269,693870,3.1669145379703543,True
YTD,YTDFlat5_H10,0.0029192570906303884,1452342,32.60550829132628,True
YTD,YTDWinner20_H20,0.012468479422819622,585769,30.824155196561644,True
YTD,YTDLoser20_H20,0.5364304922291128,673265,3.826972894405834,True
YTD,YTDFlat5_H20,0.023114990657041763,1430977,1.871168247529858,False
SANTA,SantaClausRally_H1,0.000600373849023328,99964,2.3408097641169117,False
JANUARY,JanuaryEffect_H1,0.182725986547157,342610,1.0016756178326025,False
SANTA,SantaClausRally_H5,-0.003330618727824124,99964,-7.099796848491617,True
JANUARY,JanuaryEffect_H5,0.3974130289038742,342610,1.8682430436401474,False
SANTA,SantaClausRally_H10,-0.010671316140427052,99964,-21.511056251214278,True
JANUARY,JanuaryEffect_H10,0.647961463941151,342610,3.0118218416422704,True
TAXLOSS,DecYTDLoser30_H1,0.0032471973536898633,48619,3.5654705653494703,True
TAXLOSS,JanBounceLoser30_H1,1.3945610043174752,44824,1.0001725109367638,False
TAXLOSS,DecYTDLoser30_H5,0.022551990644674128,42375,9.433525053082864,True
TAXLOSS,JanBounceLoser30_H5,3.0262590518245416,44824,1.8613086528327718,False
TAXLOSS,DecYTDLoser30_H10,0.04297405134056431,34806,11.73382836453611,True
TAXLOSS,JanBounceLoser30_H10,4.906329033978729,44824,2.9838755093867624,False
TAXLOSS,DecYTDLoser30_H20,3.9100896892537613,28766,1.5848152150823962,False
TAXLOSS,JanBounceLoser30_H20,5.665676790042835,44824,3.9281612073499335,True
MTF_MOM,AllMomUp_H1,0.00012405436595577967,998288,2.4253633824943774,False
MTF_MOM,AllMomDn_H1,0.0020278888812071084,776818,8.692666639432037,True
MTF_MOM,PullbackUptrend_H1,0.0010235139961878674,156310,5.069072658689305,True
MTF_MOM,BounceDowntrend_H1,0.0008925777362050109,175773,3.7277784991117313,True
MTF_MOM,AllMomUp_H5,0.00029528596728030853,989117,2.7759014268718287,False
MTF_MOM,AllMomDn_H5,0.08782821642454955,768193,1.079511602483935,False
MTF_MOM,PullbackUptrend_H5,0.004575309378668233,155006,10.292262306321314,True
MTF_MOM,BounceDowntrend_H5,0.10211190874193078,174371,1.0683359097810057,False
MTF_MOM,AllMomUp_H10,0.0014813223860793592,974962,9.77755328102577,True
MTF_MOM,AllMomDn_H10,0.11133854206587505,758813,1.9511190514188976,False
MTF_MOM,PullbackUptrend_H10,0.00906262901189204,153801,11.81022696175268,True
MTF_MOM,BounceDowntrend_H10,0.11088612349783335,171505,1.141033017949594,False
MTF_MOM,AllMomUp_H20,0.0051983988677249855,954042,22.949027248017135,True
MTF_MOM,AllMomDn_H20,0.22722401454594984,739983,2.1683469518751317,False
MTF_MOM,PullbackUptrend_H20,0.015732579719299734,151304,15.580600465375612,True
MTF_MOM,BounceDowntrend_H20,0.2677525519408807,164400,1.7930610247062322,False
