ticker,date,close,volume,return
AACG,2025-08-01,1.0800000429153442,3545200,-0.5135135004518676
AAOI,2024-11-08,27.760000228881836,19430500,0.5508380346636645
AAP,2025-05-22,49.16999816894531,27499800,0.5704247527193425
ABAT,2024-12-23,1.7799999713897705,38855700,0.603603557162196
ABEO,2024-04-23,3.4100000858306885,5512800,-0.5366847793517076
ABLV,2025-03-07,1.7400000095367432,5135200,1.3868313793529174
ABP,2024-12-30,63.900001525878906,72310,-0.5256124500846711
ABP,2025-05-15,7.949999809265137,12076583,0.6060606294135134
ABTC,2025-05-12,7.099999904632568,54154160,1.73076929425347
ABTS,2025-03-10,3.7320001125335693,110400,13.809524017892274
ABTS,2025-05-09,8.40999984741211,5986800,2.609442112785703
ABTS,2025-05-12,3.7899999618530273,949200,-0.5493460130062582
ABVC,2024-01-03,1.9299999475479126,89146300,0.6083332257138401
ABVE,2025-07-10,1.5499999523162842,448636100,3.2465751008706523
ABVE,2025-07-11,3.630000114440918,287354100,1.3419356297503944
ABVE,2025-07-17,3.4000000953674316,184384000,1.0238096437621858
ABVX,2025-07-23,68.5999984741211,27831900,5.8599998474121096
ACON,2024-01-26,25687.80078125,3726,0.5227881795414784
ACON,2024-02-26,3229.06494140625,1284,-0.6055248737426082
ACON,2025-01-03,2695.409912109375,33808,1.0985914569315312
ACON,2025-01-15,388.93499755859375,18642,-0.5520833399231226
ACON,2025-03-03,205.1999969482422,3352415,1.2686567592220364
ACON,2025-03-06,43.20000076293945,1908359,-0.7714285673918547
ACRS,2024-11-18,3.140000104904175,30495700,0.531707403873988
ACRV,2024-04-09,9.619999885559082,38263100,0.6277495996504163
ACRV,2025-03-26,2.609999895095825,1864900,-0.515769951809367
ACXP,2025-06-17,16.420000076293945,17208135,1.6742671715549076
ACXP,2025-10-08,8.100000381469727,24964500,0.888111993821791
ADCT,2024-12-06,3.130000114440918,8898700,0.630208429375976
ADGM,2024-11-14,3.7100000381469727,2662500,0.5787234845556497
ADGM,2025-04-17,1.7799999713897705,115479200,0.9284940560025365
ADIL,2024-02-28,1.6200000047683716,111628600,0.8620689607923389
ADIL,2024-03-01,3.259999990463257,78280100,0.5980392408939295
ADIL,2024-04-10,2.3299999237060547,106739900,1.0619468438391002
ADIL,2025-06-26,0.4699999988079071,282428500,0.8799999952316284
ADTX,2025-02-18,3107.5,33629,0.5714285714285714
ADTX,2025-03-18,847.5,806732,0.71624714807326
ADXN,2024-04-29,7.539999961853027,160800,-0.5316770320992551
ADXN,2024-08-27,11.579999923706055,16755200,0.5117493674126243
AEHL,2024-07-10,218.39999389648438,47328,0.5082872188781566
AEHL,2025-04-04,4.25,11164900,1.125
AEHL,2025-04-09,4.449999809265137,41603000,1.0412842536672988
AEHL,2025-11-24,2.5299999713897705,101730100,1.09090900134539
AEI,2025-09-11,3.7200000286102295,1879600,0.5630251469479819
AEMD,2024-05-15,32.0,96671,-0.5294117647058824
AEMD,2024-12-18,52.79999923706055,582799,0.7837837350203058
AEMD,2025-08-21,21.899999618530273,14641790,0.9729728708018786
AEON,2024-07-15,164.16000366210938,788601,0.6285714155962683
AEON,2025-01-06,15.119999885559082,1336292,-0.6309314480216286
AEON,2025-01-16,12.312000274658203,9291985,0.5545454742494691
AEON,2025-02-26,1.4199999570846558,4526200,-0.7099673236033619
AERT,2024-12-30,1.4299999475479126,11520000,0.6305587109846131
AERT,2025-08-14,1.100000023841858,132111600,0.5714286322496385
AERT,2025-09-18,0.9300000071525574,186113700,0.637323902647569
AFJK,2025-11-06,21.799999237060547,249800,0.6088560096085325
AFJK,2025-12-09,88.5,6728500,10.0625
AFJK,2025-12-10,34.720001220703125,484400,-0.6076836020259534
AFJK,2025-12-18,52.22999954223633,948086,1.0080737824922998
AFJKU,2025-11-06,22.399999618530273,3700,0.543762871481116
AFJKU,2025-12-09,33.560001373291016,8400,3.179327831792272
AFJKU,2025-12-18,50.0,3714,1.2441651013938113
AGAE,2025-09-12,1.4800000190734863,112514100,0.6245883615619008
AGEN,2024-07-18,7.300000190734863,9129600,-0.5882684501291253
AGH,2025-03-03,2.1700000762939453,3800400,-0.6011029313476338
AGH,2025-03-04,0.7699999809265137,4510300,-0.6451613115878018
AGH,2025-07-23,1.909999966621399,30228500,2.0756843664309326
AGIG,2025-06-13,15.649999618530273,28873000,1.1918767382601385
AGIG,2025-06-17,20.0,18270100,0.8867923849288515
AGIO,2025-11-19,22.34000015258789,17657900,-0.5089030703825457
AGL,2025-08-05,0.8799999952316284,175221400,-0.5151515330642553
AGMH,2025-03-03,6.650000095367432,189496,-0.5957446938027289
AGMH,2025-03-06,10.75,13894106,1.107843176670508
AGMH,2025-04-23,2.9000000953674316,14677406,0.9333333969116211
AGMH,2025-04-28,6.699999809265137,37553474,1.7346937464754193
AGMH,2025-09-19,10.34000015258789,207569500,3.6367713292145725
AGPU,2024-07-25,28.049999237060547,10739000,0.7476635869421837
AGPU,2025-01-06,28.350000381469727,3658333,0.5750000211927626
AGPU,2025-03-25,25.350000381469727,10230387,0.5156950555024185
AGPU,2025-09-29,18.0,3566607,0.5483870967741935
AHG,2024-01-02,1.1299999952316284,3950100,0.5270270009037352
AHG,2024-12-17,1.840000033378601,1077800,0.5726496588627372
AIFF,2025-01-14,3.1500000953674316,131280300,0.6578948078393285
AIFF,2025-02-11,8.399999618530273,195409800,1.7096773796597566
AIFF,2025-02-12,12.970000267028809,94554600,0.544047720956699
AIFU,2025-05-06,4.400000095367432,20547645,0.833333300219643
AIHS,2025-06-13,3.819999933242798,1775640,-0.629126226941336
AIHS,2025-09-03,3.869999885559082,173214900,0.6124998882412955
AIIO,2024-10-25,0.9390000104904175,18694800,0.6245674667335448
AIIO,2025-05-14,1.2000000476837158,14074900,0.7647059339140521
AIM,2025-04-07,4.0,14859,-0.5555555555555556
AIM,2025-04-24,7.0,11023,0.75
AIM,2025-07-29,3.1500000953674316,2684700,-0.5624999751647306
AIMD,2024-01-05,13.699999809265137,6105400,0.5838150766985712
AIMD,2024-03-08,10.25,11013000,0.8303571740279398
AIMD,2025-01-06,4.09499979019165,1272480,0.5482040906318715
AIRE,2024-04-24,1.159999966621399,35418900,0.9205298340010566
AIRE,2024-12-26,3.5799999237060547,130691000,1.6131386213471814
AIRE,2025-07-21,0.8500000238418579,790314000,3.4736843921471197
AIRE,2025-09-11,1.2300000190734863,169730800,0.7571429143146602
AIRE,2025-10-21,0.7279999852180481,120498400,0.6141906366654863
AIRI,2024-08-22,7.170000076293945,68388600,0.912000020345052
AIRJ,2024-03-11,29.270000457763672,799400,1.814423224171243
AISP,2024-03-05,4.949999809265137,217603600,1.9999999277519445
AIXC,2024-07-05,14.0,4893838,0.5909090564270658
AIXC,2024-07-12,21.700000762939453,8404748,1.1170732451648249
AIXC,2025-09-22,5.53000020980835,60410900,0.9471832313156432
AKA,2025-05-14,13.880000114440918,153000,0.5954023469815823
AKAN,2024-05-24,25.6875,6258576,0.7196652719665273
ALBT,2024-06-03,18.450000762939453,10619327,3.1694915181179795
ALBT,2024-08-14,7.170000076293945,16757153,0.8745098004994387
ALBT,2024-11-05,3.5999999046325684,33704300,0.6071428077257413
ALBT,2024-12-06,4.119999885559082,48779200,0.548872087450498
ALDX,2025-04-03,1.4199999570846558,22268900,-0.7333333318408852
ALGS,2024-09-09,19.43000030517578,489900,0.5531574699989008
ALLR,2025-08-26,1.4299999475479126,387023700,0.5196599051393014
ALMU,2024-12-13,7.190000057220459,96800,0.5379678639307741
ALT,2025-06-26,3.609999895095825,86115500,-0.5317769290227584
ALTS,2024-03-05,2.5,1768700,0.5337423357751248
ALUR,2024-04-04,77.0,2369464,0.7803468208092486
ALUR,2024-06-20,65.0,2539556,1.4528301886792452
ALUR,2025-01-24,8.6899995803833,70612100,1.348648504970544
ALUR,2025-03-21,3.5799999237060547,74451700,0.5701754248373394
ALXO,2025-08-18,0.9710000157356262,16245200,0.5077640141026072
ALZN,2024-08-19,52.650001525878906,9119589,1.8676470466016366
ALZN,2025-05-29,5.440000057220459,77704200,0.6385542670499269
AMBO,2024-02-16,3.0,7175300,1.1739130509898734
AMBO,2024-10-07,4.019999980926514,38902200,2.2682926167388446
AMBO,2024-12-27,3.4700000286102295,6741600,0.5491071490342823
AMBO,2025-10-09,5.75,3769700,0.6106442878213183
