category,strategy,avg_return,n_samples,t_stat,significant
CONSECUTIVE,After2Up_H1,0.00019714637847135223,527501,2.8511690764670203,False
CONSECUTIVE,After2Down_H1,0.0011988646276942239,505085,11.120224106448827,True
CONSECUTIVE,After2Up_H3,0.0013147443122545313,526082,8.973634311365709,True
CONSECUTIVE,After2Down_H3,0.0026584408347970247,502748,14.199874989952752,True
CONSECUTIVE,After2Up_H5,0.0020613680936124538,524989,10.5030371984433,True
CONSECUTIVE,After2Down_H5,0.004507715936113955,499049,15.161899957873464,True
CONSECUTIVE,After2Up_H10,0.0037215561197058472,518604,13.841707478515072,True
CONSECUTIVE,After2Down_H10,0.007982009434808946,493391,20.04115327545399,True
CONSECUTIVE,After3Up_H1,6.631694922623708e-05,254902,0.5673976989610863,False
CONSECUTIVE,After3Down_H1,0.00077760822447761,231411,3.7556657702135663,True
CONSECUTIVE,After3Up_H3,0.0005704935644864265,254548,3.322147787873101,True
CONSECUTIVE,After3Down_H3,0.0029794153239451246,229495,6.504356204156045,True
CONSECUTIVE,After3Up_H5,0.0014594717911998677,253619,6.42196412902216,True
CONSECUTIVE,After3Down_H5,0.005252334367811255,228077,9.91587549544285,True
CONSECUTIVE,After3Up_H10,0.0036868475855028338,250365,11.439157547182074,True
CONSECUTIVE,After3Down_H10,0.010410290957124894,225814,14.295291111824094,True
CONSECUTIVE,After4Up_H1,0.0007469584835990181,124566,5.881506490905807,True
CONSECUTIVE,After4Down_H1,0.0034937269984276756,111232,14.404116299734428,True
CONSECUTIVE,After4Up_H3,0.0011125699651274585,124410,3.6268971350770713,True
CONSECUTIVE,After4Down_H3,0.006085829054054106,109672,5.045717749204994,True
CONSECUTIVE,After4Up_H5,0.0015577203254065002,123711,5.06696592068744,True
CONSECUTIVE,After4Down_H5,0.0072628801665001515,109202,6.221692242386062,True
CONSECUTIVE,After4Up_H10,0.0032856273642269465,121976,7.765680973009372,True
CONSECUTIVE,After4Down_H10,0.012532773871048685,108079,11.44497583090688,True
CONSECUTIVE,After5Up_H1,-0.00024760108442455477,63275,-1.3074798452533727,False
CONSECUTIVE,After5Down_H1,0.0047278414220132785,51303,1.5940676664238786,False
CONSECUTIVE,After5Up_H3,7.698637879489864e-05,63143,0.21914807598225886,False
CONSECUTIVE,After5Down_H3,0.006696019414747667,50797,2.3218270015911955,False
CONSECUTIVE,After5Up_H5,0.000769100169554203,62810,1.78004806439524,False
CONSECUTIVE,After5Down_H5,0.009538198906741598,50629,3.1551047622753887,True
CONSECUTIVE,After5Up_H10,0.002336583783557377,62283,4.475446808221494,True
CONSECUTIVE,After5Down_H10,0.01390695325653338,50257,5.496483762711955,True
CONSECUTIVE,After6Up_H1,0.00039371389744672925,30776,0.6351920223862438,False
CONSECUTIVE,After6Down_H1,0.003320493081335916,23896,5.162078749047492,True
CONSECUTIVE,After6Up_H3,0.00044946484801416806,30661,0.8713199722243072,False
CONSECUTIVE,After6Down_H3,0.007524624610442669,23764,5.466306973009955,True
CONSECUTIVE,After6Up_H5,-0.0005686537861623055,30586,-0.968870746532977,False
CONSECUTIVE,After6Down_H5,0.011388464711076768,23682,6.680517934448714,True
CONSECUTIVE,After6Up_H10,0.0034839202809240303,30279,4.611638900345484,True
CONSECUTIVE,After6Down_H10,0.014822240858504762,23462,7.375229773479047,True
CONSECUTIVE,After7Up_H1,-0.0008341696319496419,14799,-2.740931557937274,False
CONSECUTIVE,After7Down_H1,0.006172366252939483,10477,2.0517158205318617,False
CONSECUTIVE,After7Up_H3,-0.0013729413857256174,14743,-2.214389561522544,False
