category,strategy,avg_return,n_samples,t_stat,significant,source,period,std_dev,signal,hold,n_tickers,avg_net,win_rate,p_value,lookback,threshold,direction,avg_gross,n,mean_return,layer,factors,condition,pattern,mean,t,fast,slow,hold_period,num_tickers,profitable_pct,source_file,ma_type,hypothesis,law,regime
PRICE_POSITION,Near52WkHigh_10pct_H10,0.0023986138157089,1766412.0,37.99741664300014,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_10pct_H10,0.0920262902686656,1137330.0,2.1347318067814616,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_10pct_H20,0.0051600273043168,1723048.0,57.6710638618873,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_10pct_H20,0.1798342724419811,1114723.0,2.4443884797920656,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_15pct_H1,0.0002657865452524,2190995.0,12.274119653759984,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_15pct_H1,0.0397674612938094,1611217.0,1.0251963888176303,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_15pct_H5,0.0014079489518172,2169352.0,33.77848053342361,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_15pct_H5,0.0578925411553068,1599629.0,1.3757459524646014,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_15pct_H10,0.0029895597869614,2142160.0,51.53796585032407,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_15pct_H10,0.0674174036150419,1585815.0,2.180554922092535,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_15pct_H20,0.0059712763813897,2090516.0,72.90830635338332,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_15pct_H20,0.1311401899377124,1555178.0,2.4868219162795424,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_20pct_H1,0.0003078251081224,2471554.0,15.058198569377492,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_20pct_H1,0.0323438036608779,1987174.0,1.0283764109996665,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_20pct_H5,0.0016284567027279,2447650.0,40.48433290261797,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_20pct_H5,0.0475694729770987,1972865.0,1.3941869018667925,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_20pct_H10,0.0033819789574988,2417781.0,60.44578649869632,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_20pct_H10,0.0557868572341583,1955593.0,2.2251029489452607,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkHigh_20pct_H20,0.0065689098442396,2360352.0,82.89343427882368,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE_POSITION,Near52WkLow_20pct_H20,0.1080718764484803,1917896.0,2.527345065232278,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,StrongClose_H1,-0.0008721750758058,643224.0,-14.128997353071926,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WeakClose_H1,0.1028779286357821,626756.0,1.0316858445716723,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WideRange_Top9_H1,0.1455794411357587,437336.0,1.0186857086080905,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WideRange_Top5_H1,0.2896403510023548,218652.0,1.0132990376028337,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,NarrowRange_Bot5_H1,0.0012226651414097,218586.0,4.710479399430733,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,NarrowRange_Bot10_H1,0.0006664640195121,436991.0,5.125457118974484,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,StrongClose_H3,0.064619281734991,641375.0,0.994706743644468,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WeakClose_H3,0.0451955298509867,622696.0,1.1257621300761622,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WideRange_Top9_H3,0.159977425897164,435431.0,1.433590694115262,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WideRange_Top5_H3,0.314384766534901,217685.0,1.4084427800405113,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,NarrowRange_Bot5_H3,0.0715936887282086,217566.0,1.0384834208048663,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,NarrowRange_Bot10_H3,0.0360074175090548,434783.0,1.0437542823287198,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,StrongClose_H5,0.0502476036006672,639926.0,1.4341025816949289,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WeakClose_H5,0.1478838097091661,618722.0,1.3593000635694426,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WideRange_Top9_H5,0.2851126465826745,433169.0,1.7406938096716147,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WideRange_Top5_H5,0.5615007350786685,216515.0,1.7135196412537874,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,NarrowRange_Bot5_H5,0.0814827064783815,216535.0,1.0586802264188453,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,NarrowRange_Bot10_H5,0.0411701655358955,432422.0,1.068222073822565,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,StrongClose_H10,0.0825711802788404,633943.0,1.8133870774548264,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WeakClose_H10,0.1695508911167494,611329.0,2.1140948232610683,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WideRange_Top9_H10,0.4952070203719961,429011.0,2.9466716242357065,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,WideRange_Top5_H10,0.973768309290951,214562.0,2.897949121537688,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,NarrowRange_Bot5_H10,0.0802878457296434,213854.0,1.119813208376647,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRADAY,NarrowRange_Bot10_H10,0.0408884357467459,426954.0,1.1385700607688662,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,WeakRally_H1,-0.0009866061651051,323052.0,-8.602717553269553,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,PanicSell_H1,0.3835808779997436,164259.0,1.0081215326892978,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,StrongConfirm_H1,0.0005023477420094,77022.0,0.8329849494580569,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,QuietDecline_H1,0.0024238371805941,198001.0,10.205461984750071,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,WeakRally_H5,0.0488686677288037,321799.0,1.048436209371953,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,PanicSell_H5,0.1637686091564838,162416.0,1.06396988599376,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,StrongConfirm_H5,0.0024808054015474,76585.0,2.3724941724885458,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,QuietDecline_H5,0.0067112539240894,196044.0,8.965884149564285,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,WeakRally_H10,0.1107833005195984,318817.0,1.4985319004005924,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,PanicSell_H10,0.1589822845858759,161112.0,1.1136747108921206,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,StrongConfirm_H10,0.0069985136390069,75650.0,3.669971376930494,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,QuietDecline_H10,0.1413973396364002,194284.0,1.098851409349877,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,WeakRally_H20,0.1077183350943528,308507.0,1.5859109766451254,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,PanicSell_H20,0.1177049737744522,158541.0,1.2981291740550815,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,StrongConfirm_H20,0.1860279403107704,74282.0,1.105474994799137,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERGENCE,QuietDecline_H20,0.136678460615426,190397.0,1.1707736156978774,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVERSAL,VBottom_H1,-0.0014148925954241,118637.0,-3.952770553060636,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVERSAL,InvertedV_H1,0.0035701522366534,125463.0,10.22030004425202,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVERSAL,DoubleBottom_H1,0.0038826535391311,85673.0,8.859426287281368,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUATION,TripleUp_1pct_H1,0.0008489937632501,94430.0,2.3629093789206403,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUATION,TripleUp_2pct_H1,0.0013514671475841,35700.0,1.6299843656564417,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVERSAL,VBottom_H3,0.0012900521706771,117997.0,2.088646732260252,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVERSAL,InvertedV_H3,0.0049738043160794,125009.0,8.258620028861579,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVERSAL,DoubleBottom_H3,0.0055159440391473,84995.0,7.770202668617619,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUATION,TripleUp_1pct_H3,0.0018341726624026,94300.0,3.0932966701633773,True,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUATION,TripleUp_2pct_H3,0.0023358335440762,35645.0,1.6598984660612586,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVERSAL,VBottom_H5,0.0016516715126067,117779.0,2.327302257975836,False,DEEP_EXPLORATION_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
