category,strategy,avg_return,n_samples,t_stat,significant
REL_STRENGTH,BotRS10_Bot20_H5,0.08108333552353733,849583,1.102196225573372,False
REL_STRENGTH,TopRS10_Top20_H10,0.16237553923945922,837077,2.339097807680093,False
REL_STRENGTH,BotRS10_Bot20_H10,0.09156603761046399,840081,1.9679944163020306,False
REL_STRENGTH,TopRS10_Top20_H20,0.2651363012097923,814629,3.7751142348614697,True
REL_STRENGTH,BotRS10_Bot20_H20,0.11646527264098887,824752,2.24380970356543,False
REL_STRENGTH,TopRS20_Top10_H1,0.1498696689093609,418018,1.0023869565306196,False
REL_STRENGTH,BotRS20_Bot10_H1,0.002287004481958778,418623,5.432974301197681,True
REL_STRENGTH,TopRS20_Top10_H5,0.33282068768808665,413459,1.8881355440817282,False
REL_STRENGTH,BotRS20_Bot10_H5,0.004982459335657197,416454,7.06372852516017,True
REL_STRENGTH,TopRS20_Top10_H10,0.5498094435500719,408300,3.0455747012165086,True
REL_STRENGTH,BotRS20_Bot10_H10,0.0036891639951101497,413728,4.1928524463154115,True
REL_STRENGTH,TopRS20_Top10_H20,0.9391785340069816,396727,3.8807811763129547,True
REL_STRENGTH,BotRS20_Bot10_H20,-0.0037632869433411823,404402,-2.8502419314995366,False
REL_STRENGTH,TopRS20_Top20_H1,0.07529643397507547,836058,1.0072503141285816,False
REL_STRENGTH,BotRS20_Bot20_H1,0.001867270791847901,837095,8.471713206335133,True
REL_STRENGTH,TopRS20_Top20_H5,0.16843732084414287,827140,1.9116432383359097,False
REL_STRENGTH,BotRS20_Bot20_H5,0.005334099383017654,831966,13.784319092332856,True
REL_STRENGTH,TopRS20_Top20_H10,0.2790424404948591,817101,3.093293434081639,True
REL_STRENGTH,BotRS20_Bot20_H10,0.006955219275945657,825498,14.330192303117068,True
REL_STRENGTH,TopRS20_Top20_H20,0.4812105470965581,787202,3.945447342310789,True
REL_STRENGTH,BotRS20_Bot20_H20,0.006736960363286536,808857,9.426147203637086,True
XSECTION,XSMom20_TopDecile_H5,0.07908426959660493,414743,1.4628570278282111,False
XSECTION,XSMom20_BotDecile_H5,0.1619265511951681,414316,1.0734237847194286,False
XSECTION,XSMom20_TopDecile_H10,0.12150675515647984,409986,1.8339709898967245,False
XSECTION,XSMom20_BotDecile_H10,0.20126490754064752,409556,1.9036223281808637,False
XSECTION,XSMom20_TopDecile_H20,0.22599082659151748,400451,2.710025165989124,False
XSECTION,XSMom20_BotDecile_H20,0.46737933222508765,400069,2.3158232925837523,False
XSECTION,XSMom60_TopDecile_H5,0.0022862743863501325,376717,7.69160349979517,True
XSECTION,XSMom60_BotDecile_H5,0.330418325899393,376329,1.7434785253739113,False
XSECTION,XSMom60_TopDecile_H10,0.005529430887332885,371969,12.394841878911121,True
XSECTION,XSMom60_BotDecile_H10,0.36638761568523004,371570,2.5207650642170147,False
XSECTION,XSMom60_TopDecile_H20,0.011200501879214668,362471,16.452747731884347,True
XSECTION,XSMom60_BotDecile_H20,0.7350220069551262,362083,3.041776053576533,True
XSECTION,XSMom120_TopDecile_H5,0.004270121310683563,319918,14.594214512461498,True
XSECTION,XSMom120_BotDecile_H5,0.43655330022163785,319558,1.9141445516816247,False
XSECTION,XSMom120_TopDecile_H10,0.009637589498147985,315246,22.68760108608012,True
XSECTION,XSMom120_BotDecile_H10,0.7186555688792878,314898,3.070193664570741,True
XSECTION,XSMom120_TopDecile_H20,0.018867349468370053,305991,26.724092879056002,True
XSECTION,XSMom120_BotDecile_H20,1.2249378231416719,305643,3.8994630305388,True
VOL_REGIME,HighVolRegime_H1,0.0016874810402100896,287622,8.611097094091885,True
VOL_REGIME,LowVolRegime_H1,0.06692761557948217,934098,1.0002837187486846,False
VOL_REGIME,VolSpike2x_H1,0.0010958999848014659,253890,5.096177610613977,True
VOL_REGIME,HighVolRegime_H5,0.1198718638422788,287619,1.4628310776637792,False
VOL_REGIME,LowVolRegime_H5,0.09204672538647835,934097,1.2773087703450146,False
VOL_REGIME,VolSpike2x_H5,0.13200848686115013,253887,1.4220095875597205,False
VOL_REGIME,HighVolRegime_H10,0.11961063348125939,278122,1.468979756893278,False
VOL_REGIME,LowVolRegime_H10,0.17997168755542609,934096,2.4672503669940373,False
VOL_REGIME,VolSpike2x_H10,0.13194223090685334,244390,1.4238898326532685,False
