strategy,lookback,hold,threshold,n_tickers,avg_gross,avg_net,win_rate,t_stat,p_value
Mom10_H10_T30,10,10,0.7,499,0.004877938613565123,0.0044504837037454845,0.4749498997995992,1.2065361327517992,0.22818367029344866
Mom3_H20_T9,3,20,0.9,499,0.0031988546201989045,0.002773203317593694,0.5871743486973948,1.1995453319881633,0.2308863605686693
Mom3_H2_T5,3,2,0.95,470,0.0013921023986351983,0.000978059845443709,0.5468085106382978,1.1149239372608202,0.26545399790102364
Mom1_H5_T19,1,5,0.8,500,0.0010726270872521266,0.0006664270872521267,0.548,1.1032719852715045,0.2704408404696978
Mom2_H15_T19,2,15,0.8,499,0.0020973737408819487,0.001690560113627439,0.5591182364729459,1.0776750150553096,0.2817005487880148
Mom2_H15_T9,2,15,0.9,500,0.002577383711582419,0.002168783711582418,0.582,1.06009663003444,0.28961348200954634
Mom2_H3_T19,2,3,0.8,499,0.0009769858870470212,0.0005723766686101475,0.48096192384769537,1.0373968056953062,0.30005440647325643
Mom15_H60_T19,15,60,0.8,499,0.03108017820844034,0.030651120092207884,0.5771543086172345,1.017361275646618,0.3094755913239457
Mom3_H15_T19,3,15,0.8,499,0.0036505398439520827,0.003237513791847874,0.5170340681362725,1.0053110669458214,0.315235300273668
Mom2_H5_T19,2,5,0.8,500,0.0011479297235979713,0.0007245297235979707,0.536,1.0004299036099316,0.31758738090260785
Mom2_H2_T30,2,2,0.7,499,0.0006916105435382163,0.0002998269764039479,0.4468937875751503,0.9742580518471623,0.3304014156421753
Mom1_H10_T19,1,10,0.8,499,0.001699481400208646,0.0012614052479040367,0.5651302605210421,0.9352623046416723,0.35010641969986145
Mom2_H10_T19,2,10,0.8,499,0.0012424289695047615,0.0008263969053765045,0.5651302605210421,0.834168122589729,0.404586195803024
Mom3_H10_T9,3,10,0.9,499,0.0022131131072314165,0.0018187243296763063,0.5711422845691383,0.8329726324769888,0.40525946372566357
Mom5_H10_T30,5,10,0.7,500,0.003322771386945897,0.0029153713869458963,0.532,0.8121027076348818,0.4171199342108156
Mom10_H15_T30,10,15,0.7,500,0.004576345549793746,0.004149545549793746,0.52,0.794458457313303,0.42730625259634936
Mom2_H3_T30,2,3,0.7,500,0.0007911356512617564,0.0003807356512617566,0.498,0.7526385027551804,0.4520220737780506
Mom20_H10_T30,20,10,0.7,499,0.0014548828789740225,0.0010352436004169084,0.49298597194388777,0.7252410448092903,0.46864480729135993
Mom1_H5_T30,1,5,0.7,500,0.0007963438406612347,0.0003803438406612349,0.542,0.7250859334245614,0.4687391871558634
Mom3_H5_T19,3,5,0.8,500,0.0009348735822499371,0.000532473582249937,0.514,0.6553712256017081,0.5125307888294495
Mom2_H2_T19,2,2,0.8,500,0.0006993462059686787,0.0002813462059686787,0.452,0.6494618258429531,0.5163387419746457
Mom5_H15_T5,5,15,0.95,472,0.0025499724465814864,0.002143192785564539,0.4915254237288136,0.6176814937170277,0.5370838347791077
Mom10_H30_T5,10,30,0.95,472,0.0029460682108394956,0.002542678380331021,0.5635593220338984,0.5549183599695743,0.5792139278792212
Mom1_H10_T9,1,10,0.9,500,0.0010806962693755207,0.0006578962693755206,0.602,0.5452197944611077,0.5858459655446978
Mom1_H15_T5,1,15,0.95,479,0.0018564366433360794,0.001439108877156538,0.5970772442588727,0.5384344064671567,0.5905278153388366
Mom2_H15_T5,2,15,0.95,472,0.001833199271157345,0.0014370128304793792,0.5995762711864406,0.5342380702895951,0.5934288976320571
Mom5_H5_T19,5,5,0.8,500,0.0011147615490490635,0.000706961549049063,0.456,0.48704445746632274,0.6264406955448583
Mom5_H3_T19,5,3,0.8,500,0.0006759361980349457,0.0002705361980349457,0.476,0.48151705770169156,0.6303601514734984
Mom2_H20_T9,2,20,0.9,499,0.001476735149570724,0.0010663143078873567,0.6212424849699398,0.4612366553627209,0.644830205605819
Mom5_H20_T9,5,20,0.9,500,0.0016356301227780127,0.0012256301227780123,0.55,0.44353434878731873,0.6575715246072754
Mom5_H5_T30,5,5,0.7,499,0.000724077509083144,0.000312654663391761,0.48096192384769537,0.4369816428203215,0.6623140766615163
Mom1_H3_T5,1,3,0.95,478,0.0008012957799437336,0.0004081995456341103,0.5062761506276151,0.42636898735197015,0.6700313403459667
Mom10_H30_T19,10,30,0.8,499,0.001863106688215798,0.0014316437623640935,0.5511022044088176,0.4049398480005453,0.6856956082938979
Mom20_H60_T30,20,60,0.7,500,0.002200176702270146,0.0018059767022701458,0.568,0.31574630672428794,0.7523270907981545
Mom5_H15_T30,5,15,0.7,500,0.0009808788182632555,0.0005804788182632556,0.546,0.3011176889996894,0.7634501834789
Mom20_H20_T30,20,20,0.7,500,0.0012340305388154685,0.0008060305388154691,0.51,0.2948564113601253,0.7682262020185322
Mom15_H5_T9,15,5,0.9,494,0.0011038112533897416,0.0006981432371954083,0.37449392712550605,0.1593765491843674,0.8734374852160739
Mom10_H30_T9,10,30,0.9,498,0.0012176592741456659,0.0008040046556717704,0.5180722891566265,0.1568193702630437,0.8754508893835458
Mom15_H30_T19,15,30,0.8,498,0.0007339075908144671,0.0003312971490473996,0.5180722891566265,0.09964036557354604,0.9206700237186785
Mom10_H5_T9,10,5,0.9,498,0.0007630803559780485,0.00035946589814672247,0.463855421686747,0.0840070273367423,0.9330846705378747
Mom15_H15_T19,15,15,0.8,500,0.0005729507221337817,0.00016175072213378127,0.482,0.06483275024286728,0.9483331294843935
Mom10_H5_T30,10,5,0.7,500,0.00045739973662646565,5.179973662646553e-05,0.464,0.05411667575976833,0.9568638652324366
Mom1_H3_T19,1,3,0.8,500,0.00044943215341671324,2.1232153416713174e-05,0.524,0.049773586150548166,0.9603227319540732
Mom20_H15_T30,20,15,0.7,499,0.0005353248724443198,9.965352975894884e-05,0.4849699398797595,0.04836303397654017,0.9614463086985526
Mom10_H20_T9,10,20,0.9,500,0.0005369672365991107,0.00011756723659911073,0.504,0.026991970060567767,0.978476929697109
Mom10_H15_T19,10,15,0.8,499,0.0003778670229534697,-2.2934580252943118e-05,0.4749498997995992,-0.012176073249351181,0.9902900153854025
Mom5_H30_T9,5,30,0.9,500,0.00033561091775441274,-8.058908224558625e-05,0.576,-0.022936453467525476,0.9817101311403365
Mom3_H3_T30,3,3,0.7,500,0.00040228332522190905,-2.4916674778090896e-05,0.466,-0.06017370337312261,0.9520413807270339
Mom5_H30_T5,5,30,0.95,477,-0.0002120457181652889,-0.000628188275817279,0.5324947589098532,-0.09433299836758341,0.9248843329778118
Mom5_H15_T9,5,15,0.9,500,0.0001728120137558209,-0.00024898798624417904,0.482,-0.10847098581103072,0.9136656968489062
Mom10_H20_T30,10,20,0.7,500,0.00011657782794054738,-0.0003060221720594524,0.554,-0.13844798705883776,0.8899422260038923
Mom5_H10_T5,5,10,0.95,471,-2.4476024669267318e-05,-0.0004206543686183124,0.5626326963906582,-0.21652301005751168,0.8286740383228912
Mom10_H1_T5,10,1,0.95,475,-0.00010435140347342877,-0.0005054040350523769,0.3494736842105263,-0.24017434399747317,0.810298935908716
Mom3_H15_T5,3,15,0.95,472,-0.0008530105726265244,-0.0012415698946604235,0.5317796610169492,-0.24599930522749483,0.8057899342163706
Mom1_H3_T9,1,3,0.9,499,0.00022997711341625279,-0.00017823931944947855,0.501002004008016,-0.27305281057057995,0.7849258139509916
Mom10_H30_T30,10,30,0.7,500,-0.0004237339062473036,-0.0008427339062473043,0.54,-0.3041413861961878,0.7611469644031352
Mom5_H15_T19,5,15,0.8,500,-0.0002952889868220734,-0.0007056889868220728,0.526,-0.3148305183748382,0.7530219400061295
Mom10_H20_T19,10,20,0.8,500,-0.00039948616477067736,-0.0008088861647706769,0.522,-0.35199798544499195,0.7249883747107257
Mom15_H20_T9,15,20,0.9,497,-0.001154453850711203,-0.001577592683709192,0.5010060362173038,-0.435832240155505,0.6631480646569733
Mom2_H3_T9,2,3,0.9,500,0.00011697645752644991,-0.0002864235424735502,0.546,-0.4644865273387373,0.6425017991062497
Mom15_H15_T9,15,15,0.9,495,-0.0010530790112803269,-0.0014631800213813374,0.4868686868686869,-0.5120734862030818,0.6088284253262477
Mom5_H1_T19,5,1,0.8,500,0.00012456199573265193,-0.00031063800426734826,0.35,-0.5690102817811212,0.5696051757526795
Mom5_H3_T9,5,3,0.9,500,-0.00016116049869809067,-0.0005789604986980905,0.468,-0.5759562264938216,0.5649044295795826
Mom30_H20_T30,30,20,0.7,500,-0.001768964002689447,-0.0021725640026894464,0.512,-0.7354206869020861,0.462428836236478
Mom2_H2_T5,2,2,0.95,467,-0.0003005952486763726,-0.0006978115227663082,0.5139186295503212,-0.8139323895006139,0.4160993885621883
Mom2_H5_T5,2,5,0.95,475,-0.0007434358028606167,-0.0011621726449658797,0.5073684210526316,-0.8352698387214024,0.40398660447150414
Mom30_H30_T30,30,30,0.7,498,-0.0022817171968073677,-0.0026931629799398977,0.5381526104417671,-0.8369604383318793,0.4030170623088779
Mom1_H2_T19,1,2,0.8,500,0.0001197155271789359,-0.0003036844728210641,0.438,-0.843900844330544,0.39912918796120933
Mom10_H15_T9,10,15,0.9,497,-0.0022339429346978795,-0.002646417783792447,0.44668008048289737,-0.8725984863031551,0.3833041851069853
Mom20_H15_T19,20,15,0.8,500,-0.0016608009658289527,-0.0020556009658289527,0.49,-0.8777903745919045,0.3804799213663935
Mom15_H15_T30,15,15,0.7,499,-0.0014249218805001745,-0.001861595227193561,0.4729458917835671,-0.8946166044177072,0.3714242376523471
Mom20_H5_T30,20,5,0.7,500,-0.00021279867776629997,-0.0006137986777663,0.452,-0.902869426116026,0.3670308190594179
