strategy,lookback,hold,threshold,n_tickers,avg_gross,avg_net,win_rate,t_stat,p_value
Mom1_H60_T5,1,60,0.95,472,0.023499001403759167,0.023085865810538828,0.6652542372881356,2.920477762592622,0.0036626410727944453
Mom1_H20_T9,1,20,0.9,499,0.009541418939785,0.009120777657219869,0.5811623246492986,2.884239899242365,0.0040935268009231526
Mom2_H60_T5,2,60,0.95,480,0.02747134701836444,0.027062180351697773,0.6604166666666667,2.8203672714197072,0.0049958872527177635
Mom1_H20_T19,1,20,0.8,500,0.006344932648203327,0.0059147326482033285,0.632,2.7804174192855817,0.005634048419463787
Mom2_H20_T30,2,20,0.7,498,0.006440581522860624,0.006036766261816447,0.6405622489959839,2.739213899716006,0.0063799170584470065
Mom3_H20_T5,3,20,0.95,478,0.012178566475214038,0.01175785517814291,0.5753138075313807,2.722665308344089,0.006712997783526736
Mom5_H30_T30,5,30,0.7,499,0.008964049587847368,0.008547616722115906,0.6152304609218436,2.7161158069728195,0.006834959544005956
Mom10_H60_T19,10,60,0.8,499,0.027228408441928267,0.026829610846737885,0.5951903807615231,2.7034351185608085,0.007097295957497602
Mom1_H30_T30,1,30,0.7,499,0.020301888570202684,0.019905696185433145,0.7034068136272545,2.602651918296286,0.009526293742820225
Mom1_H60_T9,1,60,0.9,500,0.017401604215632915,0.016992604215632916,0.642,2.5545666215188847,0.010927796638790819
Mom5_H20_T30,5,20,0.7,499,0.00576848677400258,0.005365881563581737,0.5831663326653307,2.5520682678684627,0.01100602972174279
Mom15_H60_T30,15,60,0.7,500,0.018877166673169597,0.018454766673169594,0.61,2.4937792860596466,0.012961786027404942
Mom1_H20_T5,1,20,0.95,470,0.008015316544525766,0.007601486757291726,0.6106382978723405,2.4187968199743657,0.01595163174450982
Mom2_H10_T30,2,10,0.7,499,0.0032078172749722723,0.0027996008421065414,0.5531062124248497,2.4158057257046583,0.01605931261475206
Mom5_H60_T9,5,60,0.9,498,0.03172050507402847,0.031336770134269436,0.6405622489959839,2.406010453731539,0.016491935861249973
Mom3_H20_T19,3,20,0.8,499,0.005580179647667811,0.005159538365102681,0.5551102204408818,2.3555791208743293,0.018880650769274258
Mom3_H30_T9,3,30,0.9,500,0.00877023827755632,0.00836503827755632,0.668,2.292494974295067,0.02229238920128991
Mom1_H15_T19,1,15,0.8,500,0.003623952980597039,0.0031869529805970387,0.622,2.2814954162258316,0.02293952919136131
Mom1_H15_T9,1,15,0.9,498,0.004720250887011983,0.0043152308066906975,0.6485943775100401,2.270617806233041,0.02359724632654978
Mom5_H30_T19,5,30,0.8,500,0.007095644772635504,0.006683244772635502,0.608,2.270363052736199,0.023611087140443746
Mom2_H30_T9,2,30,0.9,500,0.012431578570272212,0.01201437857027221,0.604,2.267347561866427,0.02379591569823378
Mom5_H10_T19,5,10,0.8,500,0.0035477439766835096,0.0031431439766835094,0.578,2.2417773998141963,0.02541442805276477
Mom1_H20_T30,1,20,0.7,500,0.004362423093922105,0.003926623093922103,0.63,2.237497084767333,0.025694494116310543
Mom1_H3_T30,1,3,0.7,500,0.0013129568376644611,0.000888756837664461,0.532,2.236667786168703,0.025749064650294896
Mom10_H60_T9,10,60,0.9,499,0.01814017563189858,0.01773316160384247,0.561122244488978,2.229269119703261,0.0262412810271655
Mom2_H20_T19,2,20,0.8,499,0.006952820243227899,0.006530575754249942,0.6232464929859719,2.1827227718518563,0.029522582822117463
Mom3_H30_T5,3,30,0.95,473,0.011475290010603982,0.011065987685022587,0.6088794926004228,2.078551150320167,0.03819826392660073
Mom1_H15_T30,1,15,0.7,500,0.00364030018163452,0.00321690018163452,0.638,1.991848957832675,0.046932186218931735
Mom1_H10_T30,1,10,0.7,500,0.002260367366760459,0.0018477673667604588,0.566,1.944579313769253,0.05238712288473926
Mom3_H15_T9,3,15,0.9,500,0.005646106228551648,0.005218906228551649,0.566,1.9398472324640372,0.05296137132986254
Mom3_H10_T19,3,10,0.8,500,0.008671409413672733,0.008264409413672732,0.602,1.8902978795531327,0.059297327872210315
Mom3_H60_T5,3,60,0.95,472,0.01295930358346103,0.012552523922444079,0.6165254237288136,1.8744139089888188,0.06149211872388285
Mom3_H10_T30,3,10,0.7,499,0.002278727647655203,0.0018889480885369656,0.5571142284569138,1.8159132301080312,0.06998487599010969
Mom2_H30_T19,2,30,0.8,500,0.008122609793240447,0.007697609793240446,0.594,1.7967926272341577,0.07297316730208807
Mom3_H10_T5,3,10,0.95,469,0.004016333884342416,0.0035992763150460402,0.6140724946695096,1.7927904851026304,0.07365210023806858
Mom5_H20_T19,5,20,0.8,500,0.004866527863275017,0.004450127863275018,0.582,1.7791728881024609,0.07582003688863896
Mom2_H10_T5,2,10,0.95,471,0.011937119096617972,0.01154263926646935,0.6114649681528662,1.7305772921589322,0.08418354483592044
Mom10_H60_T5,10,60,0.95,463,0.013854262903210322,0.013431152752022418,0.6155507559395248,1.6602725700459116,0.09753814507670533
Mom20_H30_T30,20,30,0.7,500,0.01495832733837333,0.014547527338373329,0.52,1.6376392632119237,0.10212737015793183
Mom15_H20_T30,15,20,0.7,500,0.004225620207888326,0.0037998202078883257,0.518,1.587520763947273,0.11302815838427457
Mom1_H30_T5,1,30,0.95,470,0.006717482118425686,0.006287907650340581,0.6553191489361702,1.4904384992309447,0.1367811865097525
Mom2_H10_T9,2,10,0.9,500,0.0025290601774586464,0.0021108601774586463,0.576,1.4602746849409534,0.14484389429824004
Mom3_H20_T30,3,20,0.7,499,0.003992448211005342,0.003584632579742816,0.5831663326653307,1.433641143909922,0.15230223422125277
Mom1_H10_T5,1,10,0.95,467,0.002824906863764051,0.0024216948723293614,0.5802997858672377,1.3179525277588995,0.18816704259503117
Mom15_H30_T30,15,30,0.7,499,0.01274491682791423,0.012323073140539478,0.5150300601202404,1.29471225644185,0.1960194755330362
Mom1_H5_T5,1,5,0.95,473,0.0035972030341413813,0.003162319313211148,0.53276955602537,1.2730213479419852,0.20363711193807546
Mom2_H15_T30,2,15,0.7,499,0.002210534412873814,0.0017918971383247156,0.5791583166332666,1.2489876374872633,0.21225636432132666
Mom20_H20_T19,20,20,0.8,499,0.004349261441545404,0.003919802523709731,0.5230460921843687,1.2098606703657453,0.22690634289913866
