,start,end,high_vol_days,strat_sharpe,baseline_sharpe,excess
0,2020-02-26,2020-05-26,55,4.342020029398481,-1.9113752369941814,6.253395266392662
1,2020-05-27,2020-08-24,20,0.643832433935485,-1.142066284562845,1.7858987184983302
2,2022-02-24,2022-05-24,24,0.6121476042334163,5.196567681738855,-4.584420077505438
3,2022-05-25,2022-08-24,32,-1.5204961438850961,0.8603402081702624,-2.3808363520553586
4,2022-08-25,2022-11-22,36,3.1250958382750444,7.196409424157641,-4.071313585882596
5,2022-11-23,2023-02-24,11,-0.45720270366509713,1.6208120021753138,-2.078014705840411
6,2025-03-03,2025-05-30,25,0.2424565180351817,-1.9824465531698892,2.224903071205071
