strategy,mean,n,t
LowVol_BestMonths_H5,0.002765154267225181,873447,93.2041232008394
LowVol_April_H5,-0.00491181484776631,139553,-49.31421689562106
LowVol_BestMo_Uptrend_H5,0.0025510704927087075,561284,71.8076824185169
LowVol_BestMonths_H10,0.006329767525877567,873447,152.16061533918602
LowVol_April_H10,-0.0009763310988095397,139553,-7.374659157820976
LowVol_BestMo_Uptrend_H10,0.00585868720170896,561284,117.74216366219783
LowVol_BestMonths_H20,0.01422861418133862,873447,183.8899528434538
LowVol_April_H20,0.013536244224332692,139553,78.9931294157639
LowVol_BestMo_Uptrend_H20,0.013315367760286538,561284,190.58524561251258
Oversold_LowVol_Uptrend_H5,0.003766645343789766,75770,33.088600441280704
Capitulation_Uptrend_H5,0.006977381025429989,12061,7.455814734185157
BestMo_Oversold_Uptrend_H5,0.01032807179478732,54189,28.46051648388056
Oversold_LowVol_Uptrend_H10,0.0062332989055217435,75347,40.98892417020387
Capitulation_Uptrend_H10,0.012901896593046034,11999,10.14601194356164
BestMo_Oversold_Uptrend_H10,0.02049565339482948,54189,35.925442280543024
Oversold_LowVol_Uptrend_H20,0.016107813923988523,73248,73.81027227258627
Capitulation_Uptrend_H20,0.022606708315099495,11703,13.656925580219884
BestMo_Oversold_Uptrend_H20,0.04118242628317908,54189,56.41012877117261
QUAD_LV_BM_OS_UP_H5,0.004849708519682707,31084,27.474491347837287
QUAD_LV_APR_OS_UP_H5,0.0002616701866042337,14106,0.9728604285782307
QUAD_LV_BM_OS_UP_H10,0.010337429553250687,31084,45.13830261617308
QUAD_LV_APR_OS_UP_H10,0.0056081336134141384,14106,17.744387291012153
QUAD_LV_BM_OS_UP_H20,0.027778047052564977,31084,82.52336001991573
QUAD_LV_APR_OS_UP_H20,0.0329589378928202,14106,73.54140974335633
Bull_Oversold_H5,0.0074959151903419875,38849,9.516568467060692
Bull_LowVol_H5,8.851660393220769e-05,259051,1.1832117782064047
Bear_Oversold_H5,0.012223304956903385,181308,9.813785062826284
Bear_HighVol_H5,0.01040874589514805,62641,7.142432784053869
Bull_Oversold_H10,0.01512628874823706,38630,14.691939890083287
Bull_LowVol_H10,0.0009617837515944712,257411,9.228881364301998
Bear_Oversold_H10,0.02096114496822384,180270,18.105489811188193
Bear_HighVol_H10,0.01948207290466803,61795,7.564358170251847
Bull_Oversold_H20,0.026382874358881928,38045,21.038095284018027
Bull_LowVol_H20,0.0050576013811913624,254764,34.37126703430794
Bear_Oversold_H20,0.030214671136142186,176864,18.61951049761217
Bear_HighVol_H20,0.40949160520230665,60528,1.1015933402689975
SmoothUptrend_H5,0.00051085600186083,189820,6.077151748115128
Choppy_H5,0.5761365125853304,73126,1.4022607359190118
Reversal_VolSpike_H5,0.016703136558633612,36510,7.552451589416429
SmoothUptrend_H10,0.0012164685974032621,188234,10.33578517886689
Choppy_H10,1.3728629420319782,72261,1.8680008417757838
Reversal_VolSpike_H10,0.02883901846859315,36119,7.144294135489467
SmoothUptrend_H20,0.004710230440108656,185651,27.361661169592416
Choppy_H20,1.47918090832932,70831,2.6323930263813633
Reversal_VolSpike_H20,0.683895458629528,35154,1.068533311015093
