strategy,mean_return,n,t_stat,significant,hypothesis,law,regime
Downtrend100_10pct_H40,0.8158249460576009,756489,6.166527410296214,True,REVERSAL,INERTIA,
Uptrend100_20pct_H1,0.000450531401218918,550317,4.090703920667507,True,INERTIA,INERTIA,
Downtrend100_20pct_H1,0.12063852422366457,530651,1.0242831276015043,False,REVERSAL,INERTIA,
Uptrend100_20pct_H5,0.002671519833775495,544548,12.348137143861889,True,INERTIA,INERTIA,
Downtrend100_20pct_H5,0.26944723557652833,524392,1.9387270620428028,False,REVERSAL,INERTIA,
Uptrend100_20pct_H10,0.006112737489194853,536404,20.28445163861719,True,INERTIA,INERTIA,
Downtrend100_20pct_H10,0.4436219441243253,517350,3.1136515992665226,True,REVERSAL,INERTIA,
Uptrend100_20pct_H20,0.0356944836187848,521673,1.489490507912755,False,INERTIA,INERTIA,
Downtrend100_20pct_H20,0.7055836548418192,502526,3.7572133910897105,True,REVERSAL,INERTIA,
Uptrend100_20pct_H40,0.041929596715950285,483717,2.315566043669129,False,INERTIA,INERTIA,
Downtrend100_20pct_H40,1.2669586945246356,479367,6.068454348885233,True,REVERSAL,INERTIA,
Uptrend100_30pct_H1,0.0005007094533957256,365123,3.220657377804001,True,INERTIA,INERTIA,
Downtrend100_30pct_H1,0.1830819710382969,348240,1.0201153747855753,False,REVERSAL,INERTIA,
Uptrend100_30pct_H5,0.003163354698445937,361117,10.321867898604445,True,INERTIA,INERTIA,
Downtrend100_30pct_H5,0.311162705894039,343750,1.5509705738234498,False,REVERSAL,INERTIA,
Uptrend100_30pct_H10,0.007127182189899667,355424,16.826060064400963,True,INERTIA,INERTIA,
Downtrend100_30pct_H10,0.5287205359247095,338757,2.6286494109449965,False,REVERSAL,INERTIA,
Uptrend100_30pct_H20,0.049392344184320626,344962,1.3629592217640116,False,INERTIA,INERTIA,
Downtrend100_30pct_H20,0.8733077064371707,328493,3.2089634954826396,True,REVERSAL,INERTIA,
Uptrend100_30pct_H40,0.05402864142762352,318321,1.963714929079909,False,INERTIA,INERTIA,
Downtrend100_30pct_H40,1.7366916541038377,313166,5.617456275544215,True,REVERSAL,INERTIA,
Uptrend100_50pct_H1,0.0004961025804431781,200159,2.294229577848371,False,INERTIA,INERTIA,
Downtrend100_50pct_H1,0.4231186692836398,149631,1.0129988915432715,False,REVERSAL,INERTIA,
Uptrend100_50pct_H5,0.003366984213628694,197710,7.475210317859289,True,INERTIA,INERTIA,
Downtrend100_50pct_H5,0.7131303787267051,147396,1.5241570001917664,False,REVERSAL,INERTIA,
Uptrend100_50pct_H10,0.007861736184555702,194317,12.057026620369859,True,INERTIA,INERTIA,
Downtrend100_50pct_H10,0.8219058754602862,145011,2.3015801302333254,False,REVERSAL,INERTIA,
Uptrend100_50pct_H20,0.015083372838868488,188046,13.782550897025876,True,INERTIA,INERTIA,
Downtrend100_50pct_H20,1.7467482947248119,140209,2.835954238495507,False,REVERSAL,INERTIA,
Uptrend100_50pct_H40,0.03168051170707603,172052,14.407263597066807,True,INERTIA,INERTIA,
Downtrend100_50pct_H40,3.7376946655916563,133634,5.267006532557494,True,REVERSAL,INERTIA,
Uptrend200_10pct_H1,0.0004593370263078755,810635,8.090525995024748,True,INERTIA,INERTIA,
Downtrend200_10pct_H1,0.089047645480841,718408,1.0235724962111212,False,REVERSAL,INERTIA,
Uptrend200_10pct_H5,0.002350270527574639,795940,21.321355631071857,True,INERTIA,INERTIA,
Downtrend200_10pct_H5,0.1997207291837519,709621,1.9446252518373803,False,REVERSAL,INERTIA,
Uptrend200_10pct_H10,0.004849126483173368,779200,30.80584705400784,True,INERTIA,INERTIA,
Downtrend200_10pct_H10,0.33042813609558463,698029,3.129114474565957,True,REVERSAL,INERTIA,
Uptrend200_10pct_H20,0.009336708233794334,751254,40.2371614168002,True,INERTIA,INERTIA,
Downtrend200_10pct_H20,0.5690724492994972,671838,3.982005425021047,True,REVERSAL,INERTIA,
Uptrend200_10pct_H40,0.017024454935411215,690245,37.85401617279286,True,INERTIA,INERTIA,
Downtrend200_10pct_H40,1.0094550681922985,622524,6.23149548747639,True,REVERSAL,INERTIA,
Uptrend200_20pct_H1,0.0004853199943222833,514771,5.7926440897486176,True,INERTIA,INERTIA,
Downtrend200_20pct_H1,0.12209997871464809,522577,1.0209181106561125,False,REVERSAL,INERTIA,
Uptrend200_20pct_H5,0.002618166834862203,505348,16.53355454631158,True,INERTIA,INERTIA,
Downtrend200_20pct_H5,0.2732535045083254,516194,1.935376203093024,False,REVERSAL,INERTIA,
Uptrend200_20pct_H10,0.005573208671507767,494705,24.65294050166749,True,INERTIA,INERTIA,
Downtrend200_20pct_H10,0.45191027845066645,507699,3.1126524877097506,True,REVERSAL,INERTIA,
Uptrend200_20pct_H20,0.010764982174127802,476926,31.681614645945096,True,INERTIA,INERTIA,
Downtrend200_20pct_H20,0.778820506021949,488509,3.962612081877304,True,REVERSAL,INERTIA,
Uptrend200_20pct_H40,0.020951341553100987,436351,30.75154413690003,True,INERTIA,INERTIA,
Downtrend200_20pct_H40,1.3822255611984295,452170,6.19776358411776,True,REVERSAL,INERTIA,
Uptrend200_30pct_H1,0.0006119318923614569,355659,5.300193619529313,True,INERTIA,INERTIA,
Downtrend200_30pct_H1,0.16460419511256355,386778,1.0186565159435526,False,REVERSAL,INERTIA,
Uptrend200_30pct_H5,0.003292759314588651,349032,15.290295576371005,True,INERTIA,INERTIA,
Downtrend200_30pct_H5,0.3674694268334721,382000,1.926069654553522,False,REVERSAL,INERTIA,
Uptrend200_30pct_H10,0.006857308976612699,341568,22.326837480375552,True,INERTIA,INERTIA,
Downtrend200_30pct_H10,0.6074590433986883,375704,3.0962550825252833,True,REVERSAL,INERTIA,
Uptrend200_30pct_H20,0.01283591224569153,329112,27.55130915438453,True,INERTIA,INERTIA,
Downtrend200_30pct_H20,1.04794607664213,361272,3.943188042728059,True,REVERSAL,INERTIA,
Uptrend200_30pct_H40,0.02507994901152491,301233,26.550267243642896,True,INERTIA,INERTIA,
Downtrend200_30pct_H40,1.859919102817235,334351,6.166768896322753,True,REVERSAL,INERTIA,
Uptrend200_50pct_H1,0.0009085434955240366,209901,5.006471487387393,True,INERTIA,INERTIA,
Downtrend200_50pct_H1,0.30857394850934855,205540,1.0148007790917593,False,REVERSAL,INERTIA,
Uptrend200_50pct_H5,0.00404970735107872,205711,12.365365025803607,True,INERTIA,INERTIA,
Downtrend200_50pct_H5,0.687334602636555,202827,1.9128589092528825,False,REVERSAL,INERTIA,
Uptrend200_50pct_H10,0.008307332782940184,200943,17.697654569175462,True,INERTIA,INERTIA,
Downtrend200_50pct_H10,1.1362345882612543,199301,3.0722461057769634,True,REVERSAL,INERTIA,
Uptrend200_50pct_H20,0.014995768748757347,193095,20.975834331568823,True,INERTIA,INERTIA,
Downtrend200_50pct_H20,1.9596657902954773,191403,3.906726072273273,True,REVERSAL,INERTIA,
Uptrend200_50pct_H40,0.030707788771638926,176498,20.420535395010763,True,INERTIA,INERTIA,
Downtrend200_50pct_H40,3.46760163045046,177269,6.095991916836514,True,REVERSAL,INERTIA,
HighVol5_1.5x_H1,0.10900473878468234,580082,1.0117223983393138,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_1.5x_H1,0.0005818661036939524,297772,3.3507143307437524,True,VOL_CONFIRMS_UP,MASS,
HighVolDn5_1.5x_H1,0.23571293497538096,267309,1.0081467457295925,False,VOL_REVERSAL,MASS,
HighVol5_1.5x_H3,0.11856839455919065,577846,1.4100483894898719,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_1.5x_H3,0.0019295731571058541,297011,7.398843587317262,True,VOL_CONFIRMS_UP,MASS,
HighVolDn5_1.5x_H3,0.09838787620459317,265905,1.0465080905172157,False,VOL_REVERSAL,MASS,
HighVol5_1.5x_H5,0.185426737950547,575451,1.5387249808727503,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_1.5x_H5,0.002422462537039815,296136,7.515176613632893,True,VOL_CONFIRMS_UP,MASS,
HighVolDn5_1.5x_H5,0.10093827986418076,264462,1.0678068068017175,False,VOL_REVERSAL,MASS,
HighVol5_1.5x_H10,0.22069643564859262,568861,2.481634425101658,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_1.5x_H10,0.06178906500403719,292363,1.0839034128372593,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_1.5x_H10,0.19334000409666527,261832,1.4902432189734585,False,VOL_REVERSAL,MASS,
HighVol5_1.5x_H20,0.23099344970817093,556845,2.777470553130333,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_1.5x_H20,0.10761687675575435,285429,1.5845874425647435,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_1.5x_H20,0.16111167732592346,257041,1.5646132551981622,False,VOL_REVERSAL,MASS,
HighVol5_2.0x_H1,0.241317591110813,261063,1.0080010513219662,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_2.0x_H1,0.000821588926530968,137029,2.4310119059702813,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_2.0x_H1,0.5399603323296274,116412,1.0057416021535301,False,VOL_REVERSAL,MASS,
HighVol5_2.0x_H3,0.09965720270862057,260085,1.0368077639197217,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_2.0x_H3,0.0020702115357164818,136688,4.161896660088048,True,VOL_CONFIRMS_UP,MASS,
HighVolDn5_2.0x_H3,0.22105410514916285,115813,1.0240750700281502,False,VOL_REVERSAL,MASS,
HighVol5_2.0x_H5,0.10162287822295628,259066,1.0531119097144608,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_2.0x_H5,0.0028101020512316154,136276,4.561555821228151,True,VOL_CONFIRMS_UP,MASS,
HighVolDn5_2.0x_H5,0.22464872696246996,115242,1.035594891461097,False,VOL_REVERSAL,MASS,
HighVol5_2.0x_H10,0.26051960364580834,256119,1.7634412803748367,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_2.0x_H10,0.12908026287897345,134605,1.042514222716058,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_2.0x_H10,0.4316582257086195,114064,1.4494525356157197,False,VOL_REVERSAL,MASS,
HighVol5_2.0x_H20,0.26994132101126733,250907,2.064517975323177,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_2.0x_H20,0.21894372662224718,131606,1.4864652218000494,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_2.0x_H20,0.34593874729596075,112006,1.4639530162715444,False,VOL_REVERSAL,MASS,
HighVol5_3.0x_H1,0.003267887227066391,83762,5.873005898020694,True,VOLUME_PREDICTS,MASS,
HighVolUp5_3.0x_H1,0.0020558027975080577,45729,2.276764519948577,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_3.0x_H1,0.004584633670857242,35037,7.592448481439928,True,VOL_REVERSAL,MASS,
HighVol5_3.0x_H3,0.0028824594520314075,83409,4.045909141510897,True,VOLUME_PREDICTS,MASS,
HighVolUp5_3.0x_H3,0.0007038662893465928,45597,0.6604137031251699,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_3.0x_H3,0.005566564256883087,34837,5.728496129474233,True,VOL_REVERSAL,MASS,
HighVol5_3.0x_H5,0.004566683502315061,83067,5.102299207072591,True,VOLUME_PREDICTS,MASS,
HighVolUp5_3.0x_H5,0.001490156724915925,45444,1.1519416673940333,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_3.0x_H5,0.00814409669495656,34667,6.318394148534918,True,VOL_REVERSAL,MASS,
HighVol5_3.0x_H10,0.006371785810941661,82139,5.531176959239379,True,VOLUME_PREDICTS,MASS,
HighVolUp5_3.0x_H10,0.002197438400286781,44903,1.3217674056857278,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_3.0x_H10,0.011243128967141065,34307,6.795620304565978,True,VOL_REVERSAL,MASS,
HighVol5_3.0x_H20,0.1673844538351591,80482,1.0777312316099426,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_3.0x_H20,0.2891233541523418,43934,1.01623135428087,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_3.0x_H20,0.02095141372921849,33680,7.601303819744215,True,VOL_REVERSAL,MASS,
HighVol5_5.0x_H1,0.001712388474067008,3556,1.5925919736594887,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_5.0x_H1,-0.002194058151117002,1706,-1.893727037228187,False,VOL_REVERSAL,MASS,
HighVolDn5_5.0x_H1,0.005682035297210015,1464,2.7603239432193396,False,VOL_REVERSAL,MASS,
HighVol5_5.0x_H3,0.005268886865512521,3541,2.3483822131872714,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_5.0x_H3,-0.0008058222247262891,1704,-0.3351666060788515,False,VOL_REVERSAL,MASS,
HighVolDn5_5.0x_H3,0.011433582191458997,1454,2.5709504262707217,False,VOL_REVERSAL,MASS,
HighVol5_5.0x_H5,0.009880956346836924,3520,3.0960938020388005,True,VOLUME_PREDICTS,MASS,
HighVolUp5_5.0x_H5,0.0007105065669676705,1696,0.22358729955593912,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_5.0x_H5,0.014806997436670799,1443,3.064473267628454,True,VOL_REVERSAL,MASS,
HighVol5_5.0x_H10,0.01334902092475649,3468,2.6362539411608945,False,VOLUME_NEUTRAL,MASS,
HighVolUp5_5.0x_H10,-0.00011603736980139491,1676,-0.029985813531559262,False,VOL_REVERSAL,MASS,
HighVolDn5_5.0x_H10,0.01812092210176294,1417,2.065904635251817,False,VOL_REVERSAL,MASS,
HighVol5_5.0x_H20,0.026489098221038447,3353,3.1236694736035044,True,VOLUME_PREDICTS,MASS,
HighVolUp5_5.0x_H20,0.0027442552765763865,1617,0.5016045495321477,False,VOL_CONFIRMS_UP,MASS,
HighVolDn5_5.0x_H20,0.046151695221906965,1374,2.535981188865269,False,VOL_REVERSAL,MASS,
LowVol5_Q25_H1,0.0004715128775644244,1077932,6.68327704204511,True,,MASS,
LowVol5_Q25_H5,0.01868021381297751,1069888,1.1991148104102392,False,,MASS,
LowVol5_Q25_H10,0.021107272924171375,1059827,1.458730256491769,False,,MASS,
LowVol5_Q25_H20,0.11162300664963161,1034653,2.9319235229730096,False,,MASS,
LowVol5_Q10_H1,0.0004370022760656493,431258,3.3586530240920407,True,,MASS,
LowVol5_Q10_H5,0.041755162964600266,427990,1.0722650260322941,False,,MASS,
LowVol5_Q10_H10,0.042384855916404916,423810,1.1714828644757416,False,,MASS,
LowVol5_Q10_H20,0.23136306724328973,413371,2.560332415627505,False,,MASS,
HighVol10_1.5x_H1,0.10496247738176841,602706,1.0121995851875643,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_1.5x_H1,0.0004559870432058667,309328,2.629212156594663,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_1.5x_H1,0.22594588971796853,279182,1.0092960998697944,False,VOL_REVERSAL,MASS,
HighVol10_1.5x_H3,0.11427652978839191,599984,1.4110736996492392,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_1.5x_H3,0.0017320774496388447,308329,6.806732624300673,True,VOL_CONFIRMS_UP,MASS,
HighVolDn10_1.5x_H3,0.0947318012681289,277542,1.0517165827909285,False,VOL_REVERSAL,MASS,
HighVol10_1.5x_H5,0.2038384482640843,597180,1.7157090369456212,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_1.5x_H5,0.05104162098950388,307255,1.0455682812196312,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_1.5x_H5,0.09707921236084063,275894,1.0713761831543567,False,VOL_REVERSAL,MASS,
HighVol10_1.5x_H10,0.1738590829086088,589771,2.300184209188998,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_1.5x_H10,0.11472660270945434,302960,1.47469554856017,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_1.5x_H10,0.09477535560322274,272979,1.1248857410056745,False,VOL_REVERSAL,MASS,
HighVol10_1.5x_H20,0.20296719936226718,577918,2.7277556218654,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_1.5x_H20,0.15480804990141822,296079,1.8786400183182068,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_1.5x_H20,0.07282375953536864,268245,1.358917568330057,False,VOL_REVERSAL,MASS,
HighVol10_2.0x_H1,0.20648796912626882,305241,1.0084729612423966,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_2.0x_H1,0.0007505057477222099,159870,2.471210658722617,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_2.0x_H1,0.45669408034944636,137675,1.0060214609113256,False,VOL_REVERSAL,MASS,
HighVol10_2.0x_H3,0.22323236872263574,303978,1.3965386643716522,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_2.0x_H3,0.0020841262014225873,159398,4.671196832910244,True,VOL_CONFIRMS_UP,MASS,
HighVolDn10_2.0x_H3,0.188575283633899,136924,1.0328552522514245,False,VOL_REVERSAL,MASS,
HighVol10_2.0x_H5,0.34922748289123656,302697,1.5243950362630374,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_2.0x_H5,0.0024438233220360856,158893,4.588938128238462,True,VOL_CONFIRMS_UP,MASS,
HighVolDn10_2.0x_H5,0.1917479060068885,136191,1.0446086280420108,False,VOL_REVERSAL,MASS,
HighVol10_2.0x_H10,0.22454462312085963,299033,1.7745973498926144,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_2.0x_H10,0.005120692735759255,156800,5.405512932692033,True,VOL_CONFIRMS_UP,MASS,
HighVolDn10_2.0x_H10,0.18249908716922805,134732,1.069098087801747,False,VOL_REVERSAL,MASS,
HighVol10_2.0x_H20,0.2840029120976751,293248,2.217837702483076,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_2.0x_H20,0.09388042217346872,153419,1.152216328431689,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_2.0x_H20,0.1292328231700339,132465,1.1909012351408896,False,VOL_REVERSAL,MASS,
HighVol10_3.0x_H1,0.0026670478429335277,124753,5.302365862904671,True,VOLUME_PREDICTS,MASS,
HighVolUp10_3.0x_H1,0.0013482111528392447,67358,2.07231949816181,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_3.0x_H1,0.004036234954996513,53909,4.873166212067549,True,VOL_REVERSAL,MASS,
HighVol10_3.0x_H3,0.0031547924238872083,124210,5.198492506731505,True,VOLUME_PREDICTS,MASS,
HighVolUp10_3.0x_H3,0.0012537856250045656,67159,1.5250767291777516,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_3.0x_H3,0.005390005714773154,53586,5.663371885347667,True,VOL_REVERSAL,MASS,
HighVol10_3.0x_H5,0.004810248466085666,123673,6.447310297622268,True,VOLUME_PREDICTS,MASS,
HighVolUp10_3.0x_H5,0.0019425794419738365,66944,1.9942401403696668,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_3.0x_H5,0.008199987463752506,53286,6.758533225438245,True,VOL_REVERSAL,MASS,
HighVol10_3.0x_H10,0.006954051288907543,122209,6.155616766765116,True,VOLUME_PREDICTS,MASS,
HighVolUp10_3.0x_H10,0.003273624078934308,66102,1.940303390024262,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_3.0x_H10,0.011166105534809503,52715,7.33357064907044,True,VOL_REVERSAL,MASS,
HighVol10_3.0x_H20,0.11895822006184711,119858,1.140614268382567,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_3.0x_H20,0.20248709550888683,64713,1.048296267652423,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_3.0x_H20,0.020661136434288272,51825,9.539776552036795,True,VOL_REVERSAL,MASS,
HighVol10_5.0x_H1,0.00442424228343303,41259,4.830603877395388,True,VOLUME_PREDICTS,MASS,
HighVolUp10_5.0x_H1,0.0022516185511749585,23449,1.6159410837165693,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_5.0x_H1,0.006860167454825724,16454,6.0555835982058746,True,VOL_REVERSAL,MASS,
HighVol10_5.0x_H3,0.0023591934918702298,41079,1.8926857884126143,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_5.0x_H3,-0.0012421515485952982,23374,-0.7025354721135589,False,VOL_REVERSAL,MASS,
HighVolDn10_5.0x_H3,0.00689559513056495,16362,3.7636159829033824,True,VOL_REVERSAL,MASS,
HighVol10_5.0x_H5,0.0038293573586826095,40874,2.4566754395607746,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_5.0x_H5,-0.0015111547810788112,23278,-0.7020685530578441,False,VOL_REVERSAL,MASS,
HighVolDn10_5.0x_H5,0.010464091502443758,16263,4.409244496116312,True,VOL_REVERSAL,MASS,
HighVol10_5.0x_H10,0.002912478784339262,40356,1.560701891078541,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_5.0x_H10,-0.002143362520239899,22975,-0.7627249476592101,False,VOL_REVERSAL,MASS,
HighVolDn10_5.0x_H10,0.008566577107202867,16059,3.7082051403078093,True,VOL_REVERSAL,MASS,
HighVol10_5.0x_H20,0.32326054715424773,39529,1.0222931122689511,False,VOLUME_NEUTRAL,MASS,
HighVolUp10_5.0x_H20,0.5545079090653298,22486,0.9975436009305021,False,VOL_CONFIRMS_UP,MASS,
HighVolDn10_5.0x_H20,0.01637430874432373,15751,4.284335189394202,True,VOL_REVERSAL,MASS,
LowVol10_Q25_H1,0.000394371562009694,1068163,5.864561365312945,True,,MASS,
LowVol10_Q25_H5,0.019290286477679948,1060721,1.2276591672467423,False,,MASS,
LowVol10_Q25_H10,0.0996252435237394,1051171,1.9716614551666096,False,,MASS,
LowVol10_Q25_H20,0.1430855926646557,1025070,3.13545027550211,True,,MASS,
LowVol10_Q10_H1,0.00014539755699886757,427287,1.1779965176221585,False,,MASS,
LowVol10_Q10_H5,0.0024823675799006003,424050,7.726555248912487,True,,MASS,
LowVol10_Q10_H10,0.20093208068489674,420013,1.659585537257499,False,,MASS,
LowVol10_Q10_H20,0.2757911947504459,409593,2.6488892470395764,False,,MASS,
HighVol20_1.5x_H1,0.10673597041070504,592291,1.011515456069644,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_1.5x_H1,0.0003013722785398907,303928,1.7269428240633715,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_1.5x_H1,0.22901380012934158,275478,1.009427956351846,False,VOL_REVERSAL,MASS,
HighVol20_1.5x_H3,0.045796930411514634,589451,1.0798209618690198,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_1.5x_H3,0.0019514470623326328,302846,7.592258513256295,True,VOL_CONFIRMS_UP,MASS,
HighVolDn20_1.5x_H3,0.0962050444984761,273807,1.0536885488065149,False,VOL_REVERSAL,MASS,
HighVol20_1.5x_H5,0.047307600733492536,586713,1.1102557651960163,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_1.5x_H5,0.0024662352879450695,301782,7.856422061510843,True,VOL_CONFIRMS_UP,MASS,
HighVolDn20_1.5x_H5,0.09888105943286593,272214,1.076696297111343,False,VOL_REVERSAL,MASS,
HighVol20_1.5x_H10,0.048672333036982915,580096,1.2275764317877873,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_1.5x_H10,0.005970229148085922,297989,10.90508518472101,True,VOL_CONFIRMS_UP,MASS,
HighVolDn20_1.5x_H10,0.09719675513204853,269558,1.1391611960357282,False,VOL_REVERSAL,MASS,
HighVol20_1.5x_H20,0.16939814249093843,568568,2.37088467478147,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_1.5x_H20,0.05617054864635403,291377,1.309267748604915,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_1.5x_H20,0.07413889158724227,264878,1.3660657050166631,False,VOL_REVERSAL,MASS,
HighVol20_2.0x_H1,0.0015424786744259965,315927,6.958083649373526,True,VOLUME_PREDICTS,MASS,
HighVolUp20_2.0x_H1,0.0005563899269930872,165140,1.8867734075883835,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_2.0x_H1,0.002552604459925422,143566,7.3721382409140395,True,VOL_REVERSAL,MASS,
HighVol20_2.0x_H3,0.0034389285868238516,314535,11.20080235618628,True,VOLUME_PREDICTS,MASS,
HighVolUp20_2.0x_H3,0.001854470520976179,164600,4.393466089870172,True,VOL_CONFIRMS_UP,MASS,
HighVolDn20_2.0x_H3,0.005157612588733388,142766,11.15792553589527,True,VOL_REVERSAL,MASS,
HighVol20_2.0x_H5,0.004760355165368768,313214,12.844581651841658,True,VOLUME_PREDICTS,MASS,
HighVolUp20_2.0x_H5,0.002234161895672643,164082,4.415176751688386,True,VOL_CONFIRMS_UP,MASS,
HighVolDn20_2.0x_H5,0.007554571691524124,142010,13.3693763808135,True,VOL_REVERSAL,MASS,
HighVol20_2.0x_H10,0.008464768626431292,309704,14.333846912100105,True,VOLUME_PREDICTS,MASS,
HighVolUp20_2.0x_H10,0.005489323015664702,162079,6.04700741906853,True,VOL_CONFIRMS_UP,MASS,
HighVolDn20_2.0x_H10,0.0116712909876396,140602,15.352718176781632,True,VOL_REVERSAL,MASS,
HighVol20_2.0x_H20,0.13236855994218413,303740,1.5620629372358006,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_2.0x_H20,0.09234771769991172,158643,1.171990469253934,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_2.0x_H20,0.021118496896565968,138210,19.01621814029859,True,VOL_REVERSAL,MASS,
HighVol20_3.0x_H1,0.002167801191900096,140961,4.942985122518185,True,VOLUME_PREDICTS,MASS,
HighVolUp20_3.0x_H1,0.0007481138495081286,75796,1.3276760003374244,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_3.0x_H1,0.0037081503753548387,61726,5.151332867570545,True,VOL_REVERSAL,MASS,
HighVol20_3.0x_H3,0.0035161756504423123,140329,5.92916147132609,True,VOLUME_PREDICTS,MASS,
HighVolUp20_3.0x_H3,0.0012076057897255682,75546,1.4802819896365866,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_3.0x_H3,0.006203185026776796,61371,6.850744348238025,True,VOL_REVERSAL,MASS,
HighVol20_3.0x_H5,0.004596417706649602,139683,6.668120708862036,True,VOLUME_PREDICTS,MASS,
HighVolUp20_3.0x_H5,0.0015510683961687372,75297,1.6145256168091093,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_3.0x_H5,0.008166882592076834,61006,7.925929253928103,True,VOL_REVERSAL,MASS,
HighVol20_3.0x_H10,0.007055261559040163,138111,6.389396027469943,True,VOLUME_PREDICTS,MASS,
HighVolUp20_3.0x_H10,0.004263738559918466,74388,2.3395304619001336,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_3.0x_H10,0.010251664827841879,60390,9.025520740041374,True,VOL_REVERSAL,MASS,
HighVol20_3.0x_H20,0.10700962164568104,135479,1.159772434749736,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_3.0x_H20,0.18222555737206414,72832,1.061749456263918,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_3.0x_H20,0.01947417886562262,59386,12.28828295920755,True,VOL_REVERSAL,MASS,
HighVol20_5.0x_H1,0.0030170059501576896,55392,3.7361055094373725,True,VOLUME_PREDICTS,MASS,
HighVolUp20_5.0x_H1,0.0011239907177318768,31188,0.9027004535969018,False,VOL_CONFIRMS_UP,MASS,
HighVolDn20_5.0x_H1,0.004976484993367475,22728,5.189223610850646,True,VOL_REVERSAL,MASS,
HighVol20_5.0x_H3,0.0016716305469874528,55144,1.606942128419204,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_5.0x_H3,-0.0012691293665706882,31084,-0.8265967497751295,False,VOL_REVERSAL,MASS,
HighVolDn20_5.0x_H3,0.0052047431361606795,22600,3.7387465150317465,True,VOL_REVERSAL,MASS,
HighVol20_5.0x_H5,0.0028545287879116333,54873,2.2477721907938606,False,VOLUME_NEUTRAL,MASS,
HighVolUp20_5.0x_H5,-0.0014447247919669938,30961,-0.8080634933058783,False,VOL_REVERSAL,MASS,
