strategy,fast,slow,signal,hold,n_tickers,avg_net,win_rate,t_stat,p_value
MACD20_26_11_H10,20,26,11,10,989,0.0024791418637871232,0.5288169868554095,2.5326738916716116,0.01147345653141679
MACD16_35_11_H10,16,35,11,10,988,0.0024136864081498502,0.5313765182186235,2.526283732467917,0.011683053627566472
MACD16_35_11_H5,16,35,11,5,988,0.0016189546688977292,0.5425101214574899,2.3520139525180515,0.01886774746466495
MACD20_35_11_H3,20,35,11,3,984,0.0010984036637605695,0.5294715447154471,2.2281623937426915,0.026095269013090873
MACD20_30_11_H3,20,30,11,3,985,0.0009739979707765165,0.5238578680203045,1.980102944088893,0.0479701930399333
MACD20_30_11_H10,20,30,11,10,985,0.0017812256138786565,0.5309644670050762,1.9045869906225745,0.057125155812676146
MACD12_35_11_H1,12,35,11,1,991,0.0006277398767108062,0.4924318869828456,1.9031813289309023,0.05730672436770999
MACD20_35_11_H10,20,35,11,10,984,0.0017826102710775192,0.5284552845528455,1.8856527415342226,0.059636436197334435
MACD16_30_9_H1,16,30,9,1,991,0.0005321487978797284,0.4924318869828456,1.626237200503312,0.10421744741436267
MACD16_35_9_H1,16,35,9,1,990,0.0004909043855795416,0.48787878787878786,1.614786789097105,0.10667583576093086
MACD20_30_9_H1,20,30,9,1,989,0.00047336537215226794,0.48432760364004046,1.5873881276044195,0.11274472508402453
MACD16_30_11_H1,16,30,11,1,990,0.00047903327008848095,0.4818181818181818,1.5721063138041433,0.1162457384222832
MACD20_26_11_H1,20,26,11,1,989,0.0005057242330770299,0.48938321536905965,1.5537539653019687,0.12056336463548067
MACD20_21_9_H1,20,21,9,1,993,0.0004515431065424143,0.48439073514602216,1.5437280684223142,0.12297315315122925
MACD16_35_11_H1,16,35,11,1,988,0.00047694987615389244,0.4848178137651822,1.5311865669739304,0.12604372325446297
MACD20_26_9_H1,20,26,9,1,991,0.00043707353877868097,0.48940464177598386,1.5244489404573578,0.12771597098424775
MACD12_30_11_H1,12,30,11,1,993,0.00046112823244573117,0.49244712990936557,1.4781869235413687,0.13967518118579433
MACD20_30_11_H5,20,30,11,5,985,0.0010380004711317017,0.5228426395939086,1.4608907807344313,0.14436464243954594
MACD16_21_11_H1,16,21,11,1,992,0.0004102340986960995,0.4848790322580645,1.4380317074509588,0.15074075806450785
MACD12_26_11_H1,12,26,11,1,992,0.0004784741284479717,0.48185483870967744,1.3957661123281087,0.16309756502047648
MACD20_35_7_H1,20,35,7,1,990,0.00040719717078586444,0.4898989898989899,1.3384241990178907,0.18106579792851898
MACD20_35_11_H5,20,35,11,5,984,0.0008215452199701044,0.5152439024390244,1.1635793948082218,0.2448768609829667
MACD16_26_9_H1,16,26,9,1,993,0.00036294334586846284,0.48942598187311176,1.1493879048581956,0.25067310278212473
MACD20_35_9_H1,20,35,9,1,989,0.0003390928853767129,0.46511627906976744,1.0969852888706433,0.2729151156319463
MACD16_21_9_H1,16,21,9,1,993,0.0003259309746619496,0.48338368580060426,0.9920462674312144,0.32141686979610945
MACD20_30_7_H1,20,30,7,1,991,0.0002972725671394378,0.4682139253279516,0.9248339021675268,0.3552776813930595
MACD16_26_11_H1,16,26,11,1,991,0.00025506940904932,0.4853683148335015,0.8950775671821704,0.37096318886503454
MACD20_21_11_H1,20,21,11,1,991,0.0002601400790236589,0.4783047426841574,0.8869491292601036,0.37532169866620846
MACD12_30_9_H1,12,30,9,1,994,0.00026002104273142813,0.4798792756539235,0.7899650048366974,0.4297368035539362
MACD16_35_7_H1,16,35,7,1,992,0.00025093836646689223,0.4798387096774194,0.7873317982066673,0.4312759170336693
MACD20_21_7_H1,20,21,7,1,994,0.00023232600944748724,0.45271629778672035,0.7087098520179603,0.47867088991143836
MACD12_35_9_H1,12,35,9,1,992,0.0002339007956434763,0.4939516129032258,0.6876396508167696,0.49184063590576577
MACD20_30_11_H1,20,30,11,1,985,0.00019919548310918424,0.4730964467005076,0.6419196001378576,0.521074894614505
MACD12_21_11_H1,12,21,11,1,994,0.00018908502223375232,0.47183098591549294,0.6231052877120862,0.5333584145556918
MACD20_35_11_H1,20,35,11,1,984,0.00016419900895994449,0.4796747967479675,0.5161092897166898,0.6058941494844656
MACD20_26_7_H1,20,26,7,1,991,0.00016253520983405728,0.4772956609485368,0.5113856968362398,0.6091950412231839
MACD16_26_7_H1,16,26,7,1,995,0.00010938619683818582,0.45226130653266333,0.3356013271551372,0.7372423422308172
MACD16_30_7_H1,16,30,7,1,994,8.901535271059835e-05,0.4778672032193159,0.27165453251069316,0.7859441307094381
MACD8_35_11_H1,8,35,11,1,996,-6.96451506155148e-05,0.463855421686747,-0.22625018516843062,0.8210533083272018
MACD12_26_9_H1,12,26,9,1,996,-0.00016124039763963915,0.4598393574297189,-0.538445585468096,0.59038989279195
MACD16_21_7_H1,16,21,7,1,996,-0.00021951473866583068,0.45481927710843373,-0.7610444232608333,0.44681085395053
MACD8_35_9_H1,8,35,9,1,996,-0.0002246997654735408,0.4528112449799197,-0.8451110362211806,0.398252012590678
MACD12_35_7_H1,12,35,7,1,995,-0.0002592233493314578,0.4592964824120603,-0.8862154398047583,0.3757157938046338
MACD12_30_7_H1,12,30,7,1,996,-0.00025997156341611537,0.45582329317269077,-0.9199749422044085,0.35780883177459166
MACD8_21_7_H1,8,21,7,1,998,-0.0002391395534562935,0.4248496993987976,-0.945061595396161,0.34485640145039387
MACD8_35_7_H1,8,35,7,1,998,-0.00029926987857900426,0.4248496993987976,-1.1765041713012463,0.2396742878704036
MACD8_26_7_H1,8,26,7,1,998,-0.00031153362983533413,0.42685370741482964,-1.234409275219836,0.21734130165279977
MACD12_21_9_H1,12,21,9,1,996,-0.00038303919276787415,0.4568273092369478,-1.2457338295492406,0.21315538114515994
MACD8_30_11_H1,8,30,11,1,995,-0.00034126733050483647,0.4482412060301508,-1.246534099374769,0.21286205018422413
MACD8_30_9_H1,8,30,9,1,996,-0.0003583675582567503,0.4467871485943775,-1.3111411862091709,0.1901125646566909
MACD8_30_7_H1,8,30,7,1,998,-0.0003679593748748158,0.43987975951903807,-1.4177819781081518,0.1565668804284764
MACD8_21_9_H1,8,21,9,1,998,-0.00038464789503552736,0.43987975951903807,-1.5427520188549002,0.12320828000638485
MACD8_26_9_H1,8,26,9,1,998,-0.00042032347480212444,0.44789579158316634,-1.5860473308649252,0.11304566663924984
MACD8_21_11_H1,8,21,11,1,998,-0.00043535707522119856,0.45791583166332667,-1.6146183748824614,0.10670977071155836
MACD12_21_7_H1,12,21,7,1,998,-0.0004326535532319982,0.45490981963927857,-1.630005489747743,0.10341620050091566
MACD12_26_7_H1,12,26,7,1,996,-0.00046265067372483807,0.46184738955823296,-1.658388842641855,0.09755418701539298
MACD8_26_11_H1,8,26,11,1,996,-0.0005113814041621064,0.46184738955823296,-1.8569553700190207,0.0636128594469583
