pattern,n_tickers,avg_net,win_rate,t_stat,p_value,significant
Volume_Surge_2x,473,0.003080690791120376,0.547568710359408,2.795628366378151,0.0053910949135763195,False
Volume_Surge_3x,283,0.00421032992368501,0.5759717314487632,1.5808532697472766,0.11503251895901725,False
Volume_Surge_5x,108,0.0010268186951888488,0.5092592592592593,0.19984154252264213,0.8419838154266498,False
Volume_Dryup_50,474,0.0023396299402194654,0.609704641350211,3.8024799582168356,0.0001620069933759791,True
Volume_Dryup_30,286,0.0040889651083410436,0.5769230769230769,2.0488351787743837,0.041393886434229726,False
