ticker,date,open,high,low,close,volume
ABNY,2025-12-18 00:00:00,47.189998626708984,47.11980056762695,46.90129852294922,47.11980056762695,946
ACES,2025-12-18 00:00:00,32.779998779296875,33.25,32.852699279785156,33.04999923706055,23217
ACGR,2025-12-18 00:00:00,64.97000122070312,65.01640319824219,65.01640319824219,65.01640319824219,5
ADX,2025-12-18 00:00:00,22.530000686645508,22.836599349975586,22.549999237060547,22.760000228881836,258858
AFGD,2025-12-18 00:00:00,20.84000015258789,21.299999237060547,20.950000762939453,21.068899154663086,9558
AFGE,2025-12-18 00:00:00,16.989999771118164,17.239900588989258,17.025999069213867,17.09000015258789,9125
AFK,2025-12-18 00:00:00,25.809999465942383,26.148000717163086,25.81999969482422,26.0,13940
AGGS,2025-12-18 00:00:00,41.68000030517578,41.650001525878906,41.650001525878906,41.650001525878906,397
AGX,2025-12-18 00:00:00,300.510009765625,317.43499755859375,307.15008544921875,313.8999938964844,281333
AHL,2025-12-18 00:00:00,37.189998626708984,37.15999984741211,37.06999969482422,37.099998474121094,150230
AHLT,2025-12-18 00:00:00,26.1299991607666,26.200000762939453,26.156999588012695,26.156999588012695,557
AHYB,2025-12-18 00:00:00,46.59000015258789,46.560001373291016,46.507301330566406,46.55500030517578,100355
AIEQ,2025-12-18 00:00:00,44.970001220703125,45.20909881591797,44.98640060424805,44.98640060424805,2469
AIM,2025-12-18 00:00:00,1.4500000476837158,1.4088000059127808,1.309999942779541,1.360700011253357,51525
AIV,2025-12-18 00:00:00,5.769999980926514,5.75,5.659999847412109,5.670000076293945,1382109
AIVL,2025-12-18 00:00:00,115.83999633789062,115.7698974609375,115.23079681396484,115.23100280761719,1549
AKA,2025-12-18 00:00:00,11.010000228881836,11.09000015258789,11.021200180053711,11.09000015258789,1167
ALL,2025-12-18 00:00:00,208.36000061035156,208.33999633789062,203.7100067138672,204.92999267578125,1939760
ALX,2025-12-18 00:00:00,221.1300048828125,221.0,215.44000244140625,218.55999755859375,84999
AMOM,2025-12-18 00:00:00,47.790000915527344,48.10490036010742,47.882301330566406,47.882301330566406,3919
AMUB,2025-12-18 00:00:00,18.899999618530273,18.797100067138672,18.797100067138672,18.797100067138672,134
ANF,2025-12-18 00:00:00,117.0,121.16000366210938,117.55000305175781,118.68000030517578,1515605
AOMN,2025-12-18 00:00:00,25.270000457763672,25.36989974975586,25.280000686645508,25.32939910888672,3103
AOMR,2025-12-18 00:00:00,8.869999885559082,8.944999694824219,8.890000343322754,8.890000343322754,69033
APIE,2025-12-18 00:00:00,36.099998474121094,36.42829895019531,36.13999938964844,36.369998931884766,51084
APLM,2025-12-18 00:00:00,15.760000228881836,15.479999542236328,15.119999885559082,15.119999885559082,8981
APT,2025-12-18 00:00:00,4.570000171661377,4.554999828338623,4.489999771118164,4.53000020980835,29467
AQNB,2025-12-18 00:00:00,25.540000915527344,25.607999801635742,25.549999237060547,25.56999969482422,17779
ARL,2025-12-18 00:00:00,16.600000381469727,16.5,15.449999809265137,16.270000457763672,1790
ARMH,2025-12-18 00:00:00,49.459999084472656,48.79439926147461,48.79439926147461,48.79439926147461,209
ARMP,2025-12-18 00:00:00,5.050000190734863,5.499899864196777,5.110000133514404,5.400000095367432,45474
ARQQW,2025-12-18 00:00:00,0.75,0.3142000138759613,0.25,0.27149999141693115,127901
ASBA,2025-12-18 00:00:00,24.979999542236328,25.18000030517578,25.069700241088867,25.18000030517578,8730
ASHS,2025-12-18 00:00:00,36.689998626708984,36.73500061035156,36.69499969482422,36.720001220703125,4203
ASIA,2025-12-18 00:00:00,32.97999954223633,33.0984001159668,33.02510070800781,33.02510070800781,1209
ASMH,2025-12-18 00:00:00,70.81999969482422,70.3134994506836,70.3134994506836,70.3134994506836,517
ATFV,2025-12-18 00:00:00,33.88999938964844,34.369998931884766,34.02000045776367,34.15999984741211,46933
ATHS,2025-12-18 00:00:00,25.049999237060547,25.159900665283203,25.084999084472656,25.110000610351562,21573
ATO,2025-12-18 00:00:00,168.7100067138672,170.4199981689453,168.74000549316406,169.4199981689453,566596
AUGW,2025-12-18 00:00:00,32.380001068115234,32.339599609375,32.310001373291016,32.339599609375,1959
AUNA,2025-12-18 00:00:00,4.53000020980835,4.630000114440918,4.539000034332275,4.599999904632568,47439
AVGO,2025-12-18 00:00:00,336.0,335.8399963378906,323.6499938964844,329.8800048828125,51131564
AVL,2025-12-18 00:00:00,41.75,41.650001525878906,38.820098876953125,40.209999084472656,1026999
AVMA,2025-12-18 00:00:00,66.30999755859375,66.16999816894531,65.91500091552734,65.91850280761719,10098
AVNS,2025-12-18 00:00:00,11.670000076293945,11.994999885559082,11.765000343322754,11.920000076293945,346683
AVS,2025-12-18 00:00:00,9.880000114440918,10.244999885559082,9.890000343322754,10.0600004196167,3696099
AWAY,2025-12-18 00:00:00,21.239999771118164,21.238000869750977,21.079999923706055,21.100500106811523,4626
BBAG,2025-12-18 00:00:00,46.540000915527344,46.64950180053711,46.55009841918945,46.619998931884766,727152
BBDO,2025-12-18 00:00:00,2.819999933242798,2.9100000858306885,2.869999885559082,2.869999885559082,14234
BBSC,2025-12-18 00:00:00,75.86000061035156,75.64600372314453,75.40950012207031,75.40950012207031,3086
BCUS,2025-12-18 00:00:00,32.060001373291016,31.96500015258789,31.919099807739258,31.94070053100586,2184
BCV,2025-12-18 00:00:00,21.149999618530273,21.90999984741211,21.589000701904297,21.65999984741211,9315
BDN,2025-12-18 00:00:00,3.0799999237060547,3.075000047683716,3.0199999809265137,3.0299999713897705,2959105
BELFA,2025-12-18 00:00:00,144.19000244140625,148.72000122070312,145.0,147.4499969482422,18237
BEPI,2025-12-18 00:00:00,16.1299991607666,16.329999923706055,16.149999618530273,16.15999984741211,21580
BFIN,2025-12-18 00:00:00,12.880000114440918,12.859999656677246,12.710000038146973,12.770000457763672,47570
BFK,2025-12-18 00:00:00,9.890000343322754,9.949999809265137,9.899999618530273,9.920000076293945,169828
BFRG,2025-12-18 00:00:00,0.9890000224113464,1.100000023841858,1.0099999904632568,1.0399999618530273,81627
BHE,2025-12-18 00:00:00,44.83000183105469,44.69499969482422,43.720001220703125,43.939998626708984,303232
BILD,2025-12-18 00:00:00,28.739999771118164,28.091699600219727,28.091699600219727,28.091699600219727,107
BIPH,2025-12-18 00:00:00,16.780000686645508,16.940000534057617,16.780099868774414,16.889999389648438,15008
BIPJ,2025-12-18 00:00:00,25.09000015258789,25.06999969482422,24.802900314331055,24.950000762939453,2440
BKCG,2025-12-18 00:00:00,35.75,36.02009963989258,35.86000061035156,35.87369918823242,9383
BKEM,2025-12-18 00:00:00,73.27999877929688,73.1769027709961,73.1769027709961,73.1769027709961,592
BKSE,2025-12-18 00:00:00,114.63999938964844,114.21499633789062,113.92749786376953,113.927001953125,1656
BKTI,2025-12-18 00:00:00,73.23999786376953,77.44999694824219,74.0,74.98999786376953,42630
BME,2025-12-18 00:00:00,40.56999969482422,40.900001525878906,40.599998474121094,40.71500015258789,52833
BMN,2025-12-18 00:00:00,25.309999465942383,26.040000915527344,25.350000381469727,26.0,39079
BNDD,2025-12-18 00:00:00,96.5999984741211,96.64469909667969,96.64469909667969,96.64469909667969,295
BNDS,2025-12-18 00:00:00,50.56999969482422,50.54999923706055,50.47999954223633,50.540199279785156,7413
BNED,2025-12-18 00:00:00,8.920000076293945,8.899999618530273,8.680000305175781,8.729999542236328,150882
BNKD,2025-12-18 00:00:00,10.670999526977539,10.71660041809082,10.71660041809082,10.71660041809082,148
BOAT,2025-12-18 00:00:00,32.33000183105469,32.20000076293945,32.080101013183594,32.14509963989258,2625
BOBP,2025-12-18 00:00:00,26.799999237060547,26.672000885009766,26.672000885009766,26.672000885009766,535
BOOT,2025-12-18 00:00:00,197.25999450683594,197.0500030517578,189.35000610351562,189.49000549316406,446001
BORR,2025-12-18 00:00:00,3.700000047683716,3.8798999786376953,3.7209999561309814,3.819999933242798,5101533
BOUT,2025-12-18 00:00:00,36.2599983215332,36.439998626708984,36.37160110473633,36.37160110473633,1981
BOW,2025-12-18 00:00:00,27.969999313354492,29.24049949645996,27.989999771118164,29.09000015258789,128405
BPH,2025-12-18 00:00:00,53.029998779296875,52.96500015258789,51.93000030517578,51.93000030517578,1567
BPI,2025-12-18 00:00:00,30.639999389648438,30.0,29.605100631713867,29.605100631713867,615
BRF,2025-12-18 00:00:00,16.450000762939453,16.530000686645508,16.478099822998047,16.478099822998047,1590
BRIF,2025-12-18 00:00:00,29.690000534057617,29.68000030517578,29.57900047302246,29.587799072265625,8725
BRW,2025-12-18 00:00:00,7.0,7.068699836730957,7.001399993896484,7.03000020980835,472800
BSAC,2025-12-18 00:00:00,29.799999237060547,30.315000534057617,29.979999542236328,30.219999313354492,255358
BSL,2025-12-18 00:00:00,13.710000038146973,13.6899995803833,13.619999885559082,13.649999618530273,33867
BSM,2025-12-18 00:00:00,13.899999618530273,13.835000038146973,13.475000381469727,13.609999656677246,512855
BSTP,2025-12-18 00:00:00,36.630001068115234,36.86000061035156,36.73500061035156,36.794498443603516,7698
BSTZ,2025-12-18 00:00:00,22.360000610351562,22.791500091552734,22.489999771118164,22.600000381469727,216693
BTA,2025-12-18 00:00:00,9.460000038146973,9.514200210571289,9.479999542236328,9.484999656677246,19874
BULLW,2025-12-18 00:00:00,4.388899803161621,3.338200092315674,3.0199999809265137,3.0199999809265137,1736
BUYO,2025-12-18 00:00:00,27.850000381469727,27.833499908447266,27.833499908447266,27.833499908447266,300
BWLP,2025-12-18 00:00:00,12.649999618530273,12.640000343322754,12.399999618530273,12.40999984741211,302082
BXP,2025-12-18 00:00:00,70.0,69.98999786376953,68.66999816894531,69.19000244140625,1220314
BYM,2025-12-18 00:00:00,10.960000038146973,10.939399719238281,10.880000114440918,10.920000076293945,116799
BZQ,2025-12-18 00:00:00,16.450000762939453,16.3799991607666,16.229999542236328,16.3799991607666,4335
CACI,2025-12-18 00:00:00,563.3900146484375,562.260009765625,548.094970703125,548.9600219726562,215315
CANE,2025-12-18 00:00:00,9.4399995803833,9.425000190734863,9.375,9.420000076293945,57146
CARD,2025-12-18 00:00:00,2.549999952316284,2.4649999141693115,2.4000000953674316,2.419600009918213,12591
CATF,2025-12-18 00:00:00,50.09000015258789,50.029998779296875,49.994998931884766,49.994998931884766,4491
CBNA,2025-12-18 00:00:00,38.0,37.880001068115234,37.38999938964844,37.849998474121094,6946
CCEL,2025-12-18 00:00:00,3.5799999237060547,3.8750998973846436,3.6600000858306885,3.75,4191
CDEI,2025-12-18 00:00:00,82.08000183105469,82.06999969482422,81.94650268554688,81.94650268554688,2900
CEV,2025-12-18 00:00:00,10.1899995803833,10.186100006103516,10.130000114440918,10.170000076293945,23550
CEW,2025-12-18 00:00:00,19.399999618530273,19.350000381469727,19.28499984741211,19.347000122070312,22506
CGSM,2025-12-18 00:00:00,26.360000610351562,26.40999984741211,26.389999389648438,26.389999389648438,149759
