strategy,period,std_dev,signal,hold,n_tickers,avg_net,win_rate,t_stat,p_value,source,lookback,threshold,direction,avg_gross,category,avg_return,n,significant,mean_return,layer,factors,condition,pattern,fast,slow,hold_period,num_tickers,profitable_pct,source_file,ma_type,hypothesis,law,regime
BB20_STD2.0_lower_touch_H3,20.0,2.0,lower_touch,3.0,973.0,0.0017768150405782,0.6228160328879754,2.8713303741529863,0.0041762441326766,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB20_STD3.0_lower_touch_H3,20.0,3.0,lower_touch,3.0,650.0,0.0031261936095565,0.5984615384615385,2.6594736049082743,0.0080194510546069,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD3.0_upper_touch_H15,10.0,3.0,upper_touch,15.0,647.0,0.0089147548938127,0.5378670788253478,2.6023102386846326,0.0094721643375342,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.5_upper_touch_H15,10.0,2.5,upper_touch,15.0,895.0,0.0058362669448577,0.5184357541899441,2.486488961548688,0.0130826154543807,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB30_STD1.5_squeeze_H3,30.0,1.5,squeeze,3.0,986.0,0.0017674825338124,0.5588235294117647,2.485070850385721,0.0131176341555859,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB30_STD3.0_squeeze_H3,30.0,3.0,squeeze,3.0,986.0,0.0017674825338124,0.5588235294117647,2.485070850385721,0.0131176341555859,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB30_STD2.5_squeeze_H3,30.0,2.5,squeeze,3.0,986.0,0.0017674825338124,0.5588235294117647,2.485070850385721,0.0131176341555859,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB30_STD2.0_squeeze_H3,30.0,2.0,squeeze,3.0,986.0,0.0017674825338124,0.5588235294117647,2.485070850385721,0.0131176341555859,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.0_upper_touch_H3,10.0,2.0,upper_touch,3.0,992.0,0.0011678085442238,0.5080645161290323,2.449149182953844,0.0144916938095867,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.0_upper_touch_H15,10.0,2.0,upper_touch,15.0,992.0,0.004121049799934,0.530241935483871,2.24161689910533,0.0252067975118781,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB30_STD1.5_lower_touch_H1,30.0,1.5,lower_touch,1.0,979.0,0.0005130092875657,0.5607763023493361,2.04222532252786,0.0413969774127357,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD3.0_lower_touch_H15,10.0,3.0,lower_touch,15.0,575.0,0.0109890474693641,0.5843478260869566,2.025055981599849,0.0433239572646753,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.5_upper_touch_H3,10.0,2.5,upper_touch,3.0,895.0,0.001263277237473,0.5162011173184358,1.915764966885668,0.0557137267575173,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD3.0_squeeze_H5,25.0,3.0,squeeze,5.0,988.0,0.0021970547903558,0.562753036437247,1.911413191892433,0.056240886145282,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD1.5_squeeze_H5,25.0,1.5,squeeze,5.0,988.0,0.0021970547903558,0.562753036437247,1.911413191892433,0.056240886145282,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD2.5_squeeze_H5,25.0,2.5,squeeze,5.0,988.0,0.0021970547903558,0.562753036437247,1.911413191892433,0.056240886145282,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD2.0_squeeze_H5,25.0,2.0,squeeze,5.0,988.0,0.0021964911194391,0.562753036437247,1.9109372546273888,0.056302105910522,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.5_upper_touch_H10,10.0,2.5,upper_touch,10.0,895.0,0.0029178796994901,0.4983240223463687,1.883808688559403,0.059915185045805,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD2.0_lower_touch_H3,15.0,2.0,lower_touch,3.0,981.0,0.0010389929176973,0.5983690112130479,1.8247864571762444,0.0683375791484842,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD1.5_lower_touch_H3,10.0,1.5,lower_touch,3.0,999.0,0.0007984440052372,0.5785785785785785,1.78467711126513,0.074617383024439,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD3.0_upper_touch_H5,10.0,3.0,upper_touch,5.0,647.0,0.0028418820351706,0.5100463678516228,1.735380461008164,0.0831503165941388,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.0_lower_touch_H5,10.0,2.0,lower_touch,5.0,991.0,0.0016162695625812,0.5852674066599395,1.734930813818407,0.0830642759325384,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD3.0_upper_touch_H10,10.0,3.0,upper_touch,10.0,647.0,0.0050788847767382,0.5115919629057187,1.6979549066820951,0.0899978579908161,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.0_upper_touch_H5,10.0,2.0,upper_touch,5.0,992.0,0.0011289090986136,0.4506048387096774,1.6273935127846375,0.1039714256970992,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.0_upper_touch_H10,10.0,2.0,upper_touch,10.0,992.0,0.0019266199995875,0.4858870967741935,1.6233655020717703,0.1048293214165726,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD1.5_lower_touch_H1,25.0,1.5,lower_touch,1.0,983.0,0.0003370721875203,0.5106815869786369,1.6104544364191011,0.1076200523742748,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD1.5_upper_touch_H15,10.0,1.5,upper_touch,15.0,1000.0,0.0024764496773143,0.522,1.5646934045710246,0.1179715106275364,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD3.0_upper_touch_H1,10.0,3.0,upper_touch,1.0,647.0,0.0008446830497005,0.4992272024729521,1.52942426146951,0.1266487984085505,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD3.0_upper_touch_H3,10.0,3.0,upper_touch,3.0,647.0,0.0017862466082913,0.5100463678516228,1.5278983361582874,0.1270272462007113,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD1.5_squeeze_H3,25.0,1.5,squeeze,3.0,988.0,0.0010211018989639,0.5404858299595142,1.509376271203437,0.1315226934462277,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD3.0_squeeze_H3,25.0,3.0,squeeze,3.0,988.0,0.0010211018989639,0.5404858299595142,1.509376271203437,0.1315226934462277,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD2.5_squeeze_H3,25.0,2.5,squeeze,3.0,988.0,0.0010211018989639,0.5404858299595142,1.509376271203437,0.1315226934462277,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB25_STD2.0_squeeze_H3,25.0,2.0,squeeze,3.0,988.0,0.0010209356489517,0.5404858299595142,1.5091355201046208,0.1315841882030035,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD3.0_lower_touch_H10,10.0,3.0,lower_touch,10.0,575.0,0.0048757096622057,0.52,1.4929159783397563,0.1360086134839789,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD2.0_squeeze_H10,15.0,2.0,squeeze,10.0,992.0,0.0016487778125575,0.592741935483871,1.4658636947523835,0.1430026351495136,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD1.5_squeeze_H10,15.0,1.5,squeeze,10.0,992.0,0.0016487778125575,0.592741935483871,1.4658636947523835,0.1430026351495136,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD3.0_squeeze_H10,15.0,3.0,squeeze,10.0,992.0,0.0016487778125575,0.592741935483871,1.4658636947523835,0.1430026351495136,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD2.5_squeeze_H10,15.0,2.5,squeeze,10.0,992.0,0.0016487778125575,0.592741935483871,1.4658636947523835,0.1430026351495136,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD1.5_squeeze_H5,15.0,1.5,squeeze,5.0,992.0,0.0009508096247507,0.5816532258064516,1.323786459261593,0.1858792505874603,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD2.0_squeeze_H5,15.0,2.0,squeeze,5.0,992.0,0.0009508096247507,0.5816532258064516,1.323786459261593,0.1858792505874603,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD2.5_squeeze_H5,15.0,2.5,squeeze,5.0,992.0,0.0009508096247507,0.5816532258064516,1.323786459261593,0.1858792505874603,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB15_STD3.0_squeeze_H5,15.0,3.0,squeeze,5.0,992.0,0.0009508096247507,0.5816532258064516,1.323786459261593,0.1858792505874603,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.0_squeeze_H5,10.0,2.0,squeeze,5.0,996.0,0.0013386274939423,0.5431726907630522,1.307957860919519,0.1911896957511709,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD3.0_squeeze_H5,10.0,3.0,squeeze,5.0,996.0,0.0013386274939423,0.5431726907630522,1.307957860919519,0.1911896957511709,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD1.5_squeeze_H5,10.0,1.5,squeeze,5.0,996.0,0.0013386274939423,0.5431726907630522,1.307957860919519,0.1911896957511709,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB10_STD2.5_squeeze_H5,10.0,2.5,squeeze,5.0,996.0,0.0013386274939423,0.5431726907630522,1.307957860919519,0.1911896957511709,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB30_STD2.0_squeeze_H1,30.0,2.0,squeeze,1.0,986.0,0.0003092800224215,0.4584178498985801,1.2895176032900226,0.1975209042447482,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
BB30_STD2.5_squeeze_H1,30.0,2.5,squeeze,1.0,986.0,0.0003092800224215,0.4584178498985801,1.2895176032900226,0.1975209042447482,BOLLINGER_COMPREHENSIVE.csv,,,,,,,,False,,,,,,,,,,,,,,,
