strategy,period,std_dev,signal,hold,n_tickers,avg_net,win_rate,t_stat,p_value,source,lookback,threshold,direction,avg_gross,category,avg_return,n,significant,mean_return,layer,factors,condition,pattern,fast,slow,hold_period,num_tickers,profitable_pct,source_file,ma_type,hypothesis,law,regime
RSI30_OV20_H15,30.0,,,15.0,102.0,0.0755501196343178,0.6176470588235294,,,RSI_COMPREHENSIVE.csv,,20.0,oversold,0.075892976777175,,,,False,,,,,,,,,,,,,,,
RSI30_OV20_H20,30.0,,,20.0,102.0,0.0761552202561121,0.5784313725490197,,,RSI_COMPREHENSIVE.csv,,20.0,oversold,0.0764989702561121,,,,False,,,,,,,,,,,,,,,
RSI30_OV25_H5,30.0,,,5.0,305.0,0.0231976988228072,0.6,,,RSI_COMPREHENSIVE.csv,,25.0,oversold,0.0235280618591108,,,,False,,,,,,,,,,,,,,,
RSI30_OV25_H10,30.0,,,10.0,305.0,0.038319606012058,0.6163934426229508,,,RSI_COMPREHENSIVE.csv,,25.0,oversold,0.0386494073365613,,,,False,,,,,,,,,,,,,,,
RSI30_OV25_H15,30.0,,,15.0,305.0,0.0382823663051513,0.5868852459016394,,,RSI_COMPREHENSIVE.csv,,25.0,oversold,0.0386124666395994,,,,False,,,,,,,,,,,,,,,
RSI30_OV25_H20,30.0,,,20.0,305.0,0.0348047827170596,0.5967213114754099,,,RSI_COMPREHENSIVE.csv,,25.0,oversold,0.0351343129184018,,,,False,,,,,,,,,,,,,,,
RSI30_OV30_H10,30.0,,,10.0,617.0,0.0217196915221541,0.6774716369529984,,,RSI_COMPREHENSIVE.csv,,30.0,oversold,0.0220795289205281,,,,False,,,,,,,,,,,,,,,
RSI30_OV30_H15,30.0,,,15.0,617.0,0.0259453712353485,0.6596434359805511,,,RSI_COMPREHENSIVE.csv,,30.0,oversold,0.0263052086337225,,,,False,,,,,,,,,,,,,,,
RSI30_OV30_H20,30.0,,,20.0,617.0,0.0244467969566042,0.6385737439222042,,,RSI_COMPREHENSIVE.csv,,30.0,oversold,0.024807254472944,,,,False,,,,,,,,,,,,,,,
RSI30_OV35_H10,30.0,,,10.0,900.0,0.016825928281765,0.7211111111111111,,,RSI_COMPREHENSIVE.csv,,35.0,oversold,0.0172193654341566,,,,False,,,,,,,,,,,,,,,
RSI30_OV35_H15,30.0,,,15.0,900.0,0.0213759074532669,0.7111111111111111,,,RSI_COMPREHENSIVE.csv,,35.0,oversold,0.0217693446056585,,,,False,,,,,,,,,,,,,,,
RSI30_OV35_H20,30.0,,,20.0,900.0,0.0226178063421435,0.6966666666666667,,,RSI_COMPREHENSIVE.csv,,35.0,oversold,0.023011243494535,,,,False,,,,,,,,,,,,,,,
RSI30_OV65_H15,30.0,,,15.0,943.0,-0.0096375043029182,0.4549310710498409,,,RSI_COMPREHENSIVE.csv,,65.0,overbought,-0.0092284809483534,,,,False,,,,,,,,,,,,,,,
RSI30_OV65_H20,30.0,,,20.0,943.0,-0.0093010698226632,0.4708377518557794,,,RSI_COMPREHENSIVE.csv,,65.0,overbought,-0.0088921431489118,,,,False,,,,,,,,,,,,,,,
RSI30_OV75_H5,30.0,,,5.0,448.0,-0.0034133878155879,0.4754464285714285,,,RSI_COMPREHENSIVE.csv,,75.0,overbought,-0.0030256920661472,,,,False,,,,,,,,,,,,,,,
RSI30_OV75_H10,30.0,,,10.0,448.0,-0.0062456382899838,0.4866071428571428,,,RSI_COMPREHENSIVE.csv,,75.0,overbought,-0.005857942540543,,,,False,,,,,,,,,,,,,,,
RSI30_OV75_H15,30.0,,,15.0,448.0,-0.0029521488333212,0.53125,,,RSI_COMPREHENSIVE.csv,,75.0,overbought,-0.0025638080261463,,,,False,,,,,,,,,,,,,,,
RSI30_OV75_H20,30.0,,,20.0,448.0,-0.0006974356253018,0.546875,,,RSI_COMPREHENSIVE.csv,,75.0,overbought,-0.0003084468612568,,,,False,,,,,,,,,,,,,,,
RSI30_OV80_H15,30.0,,,15.0,167.0,0.0054389227717662,0.5449101796407185,,,RSI_COMPREHENSIVE.csv,,80.0,overbought,0.0058232601211637,,,,False,,,,,,,,,,,,,,,
RSI30_OV80_H20,30.0,,,20.0,167.0,0.0085922632033359,0.5688622754491018,,,RSI_COMPREHENSIVE.csv,,80.0,overbought,0.0089783238093965,,,,False,,,,,,,,,,,,,,,
MACD_8_21_CrossUp_H1,,,,,,,,1.943701192808132,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0002900831213272,227783.0,False,,,,,,,,,,,,,,,
MACD_8_21_CrossUp_H5,,,,,,,,1.043236374349474,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0766780972355245,226745.0,False,,,,,,,,,,,,,,,
MACD_8_21_CrossUp_H10,,,,,,,,1.0797435322884317,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0798110665742188,225469.0,False,,,,,,,,,,,,,,,
MACD_8_21_CrossUp_H20,,,,,,,,1.513621671484298,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0989582939611547,218145.0,False,,,,,,,,,,,,,,,
MACD_8_26_CrossUp_H1,,,,,,,,1.3517869900431496,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0002023080185718,220300.0,False,,,,,,,,,,,,,,,
MACD_8_26_CrossUp_H5,,,,,,,,1.042432359724189,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0792034934915225,219346.0,False,,,,,,,,,,,,,,,
MACD_8_26_CrossUp_H10,,,,,,,,1.0683921395158908,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0816385508361957,218104.0,False,,,,,,,,,,,,,,,
MACD_8_26_CrossUp_H20,,,,,,,,1.4926515415691723,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.1009574113104359,210850.0,False,,,,,,,,,,,,,,,
MACD_12_21_CrossUp_H1,,,,,,,,1.7466874596297688,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0002709093434429,201122.0,False,,,,,,,,,,,,,,,
MACD_12_21_CrossUp_H5,,,,,,,,1.0412452428345604,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0866390893603084,200293.0,False,,,,,,,,,,,,,,,
MACD_12_21_CrossUp_H10,,,,,,,,1.0629607360353446,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0818286530600078,199171.0,False,,,,,,,,,,,,,,,
MACD_12_21_CrossUp_H20,,,,,,,,1.5175025263380348,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.1243213503506336,192258.0,False,,,,,,,,,,,,,,,
MACD_12_26_CrossUp_H1,,,,,,,,2.071175242929167,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0003510412370484,193397.0,False,,,,,,,,,,,,,,,
MACD_12_26_CrossUp_H5,,,,,,,,1.0391342685258051,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0899025932975647,192631.0,False,,,,,,,,,,,,,,,
MACD_12_26_CrossUp_H10,,,,,,,,1.0504950867037397,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.0914296276608618,191485.0,False,,,,,,,,,,,,,,,
MACD_12_26_CrossUp_H20,,,,,,,,1.46855956606343,,TECHNICAL_INDICATORS.csv,,,,,MACD,0.1133662028305686,184738.0,False,,,,,,,,,,,,,,,
WillR10_OS80_H1,,,,,,,,1.0331340806894436,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.0683090800077118,945264.0,False,,,,,,,,,,,,,,,
WillR10_OS80_H3,,,,,,,,1.1589732205955718,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.0308720394215772,938536.0,False,,,,,,,,,,,,,,,
WillR10_OS80_H5,,,,,,,,1.3878019193708038,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1000433134703771,933777.0,False,,,,,,,,,,,,,,,
WillR10_OS80_H10,,,,,,,,2.223757396417407,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1177003044010477,926336.0,False,,,,,,,,,,,,,,,
WillR10_OS90_H1,,,,,,,,1.0228217515596625,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1256006556068563,508959.0,False,,,,,,,,,,,,,,,
WillR10_OS90_H3,,,,,,,,1.102463528864608,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.0546135522489489,504666.0,False,,,,,,,,,,,,,,,
WillR10_OS90_H5,,,,,,,,1.3555884390434376,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1818289252127017,501843.0,False,,,,,,,,,,,,,,,
WillR10_OS90_H10,,,,,,,,2.1265016341973357,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.2094615095218925,497755.0,False,,,,,,,,,,,,,,,
WillR14_OS80_H1,,,,,,,,1.0329129117016156,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.0698988841836735,923567.0,False,,,,,,,,,,,,,,,
WillR14_OS80_H3,,,,,,,,1.17570425726351,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.032042171613523,917320.0,False,,,,,,,,,,,,,,,
WillR14_OS80_H5,,,,,,,,1.401495880335955,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1032622970044402,913596.0,False,,,,,,,,,,,,,,,
WillR14_OS80_H10,,,,,,,,2.2383612001630824,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1209478922735253,907384.0,False,,,,,,,,,,,,,,,
WillR14_OS90_H1,,,,,,,,1.022769033698234,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1301474160491215,491153.0,False,,,,,,,,,,,,,,,
WillR14_OS90_H3,,,,,,,,1.1058678528727457,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.056739947574896,487254.0,False,,,,,,,,,,,,,,,
WillR14_OS90_H5,,,,,,,,1.361131246578383,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1888621713085567,485130.0,False,,,,,,,,,,,,,,,
WillR14_OS90_H10,,,,,,,,2.136432299313789,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.2174292712081669,481755.0,False,,,,,,,,,,,,,,,
WillR21_OS80_H1,,,,,,,,1.0359825533406133,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.0722254395432395,896473.0,False,,,,,,,,,,,,,,,
WillR21_OS80_H3,,,,,,,,1.1895301329377577,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.0333143487922971,892671.0,False,,,,,,,,,,,,,,,
WillR21_OS80_H5,,,,,,,,1.4039707237748669,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1062509656460185,889468.0,False,,,,,,,,,,,,,,,
WillR21_OS80_H10,,,,,,,,2.2364335214150524,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1242376095638028,882603.0,False,,,,,,,,,,,,,,,
WillR21_OS90_H1,,,,,,,,1.0233143198242052,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1353963754827378,472364.0,False,,,,,,,,,,,,,,,
WillR21_OS90_H3,,,,,,,,1.112001288339964,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.05913331259586,470128.0,False,,,,,,,,,,,,,,,
WillR21_OS90_H5,,,,,,,,1.360103459772143,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.1954836415268006,468344.0,False,,,,,,,,,,,,,,,
WillR21_OS90_H10,,,,,,,,2.1370371536640334,,TECHNICAL_INDICATORS.csv,,,,,WILLR,0.2254441577923132,464761.0,False,,,,,,,,,,,,,,,
ROC5_Up10_H1,,,,,,,,-0.5955023151626662,,TECHNICAL_INDICATORS.csv,,,,,ROC,-0.0001520222173802,234347.0,False,,,,,,,,,,,,,,,
ROC5_Dn10_H1,,,,,,,,7.206514723031781,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0052370671708412,243884.0,True,,,,,,,,,,,,,,,
ROC5_Up10_H5,,,,,,,,1.0376498272578358,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.074233950454826,232962.0,False,,,,,,,,,,,,,,,
ROC5_Dn10_H5,,,,,,,,1.05252737596416,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.2735439587052134,240482.0,False,,,,,,,,,,,,,,,
ROC5_Up10_H10,,,,,,,,1.091908160128248,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0791696088167657,229871.0,False,,,,,,,,,,,,,,,
ROC5_Dn10_H10,,,,,,,,1.8732057755123188,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.3395508621866444,238876.0,False,,,,,,,,,,,,,,,
ROC5_Up20_H1,,,,,,,,-3.0781153836126056,,TECHNICAL_INDICATORS.csv,,,,,ROC,-0.0018348570511224,79324.0,True,,,,,,,,,,,,,,,
ROC5_Dn20_H1,,,,,,,,4.472798365874841,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0125567315063094,60522.0,True,,,,,,,,,,,,,,,
ROC5_Up20_H5,,,,,,,,0.9963044984302564,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.2105154852510244,78875.0,False,,,,,,,,,,,,,,,
ROC5_Dn20_H5,,,,,,,,1.022473245717016,,TECHNICAL_INDICATORS.csv,,,,,ROC,1.0736005637131274,59523.0,False,,,,,,,,,,,,,,,
ROC5_Up20_H10,,,,,,,,0.9964027134832704,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.2132809437181795,77862.0,False,,,,,,,,,,,,,,,
ROC5_Dn20_H10,,,,,,,,1.7738755647569562,,TECHNICAL_INDICATORS.csv,,,,,ROC,1.29988307973306,59088.0,False,,,,,,,,,,,,,,,
ROC5_Up30_H1,,,,,,,,-3.212476002275739,,TECHNICAL_INDICATORS.csv,,,,,ROC,-0.0035180311396911,38312.0,True,,,,,,,,,,,,,,,
ROC5_Dn30_H1,,,,,,,,2.978724243170391,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0240868639196242,20453.0,False,,,,,,,,,,,,,,,
ROC5_Up30_H5,,,,,,,,0.9928830735300944,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.4346435086887243,38071.0,False,,,,,,,,,,,,,,,
ROC5_Dn30_H5,,,,,,,,1.012411402445332,,TECHNICAL_INDICATORS.csv,,,,,ROC,3.1451940078465914,20118.0,False,,,,,,,,,,,,,,,
ROC5_Up30_H10,,,,,,,,0.981577287288512,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.4348902893843551,37617.0,False,,,,,,,,,,,,,,,
ROC5_Dn30_H10,,,,,,,,1.749535893022435,,TECHNICAL_INDICATORS.csv,,,,,ROC,3.795323467916875,19959.0,False,,,,,,,,,,,,,,,
ROC10_Up10_H1,,,,,,,,0.6288752534191102,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0001047430989289,375065.0,False,,,,,,,,,,,,,,,
ROC10_Dn10_H1,,,,,,,,1.0256684848850146,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.1611054223188404,397898.0,False,,,,,,,,,,,,,,,
ROC10_Up10_H5,,,,,,,,6.991492752440513,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0025867919585001,372121.0,True,,,,,,,,,,,,,,,
ROC10_Dn10_H5,,,,,,,,1.379900407048292,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.2353980364989214,394593.0,False,,,,,,,,,,,,,,,
ROC10_Up10_H10,,,,,,,,1.3278565805427651,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.1613156108822765,364517.0,False,,,,,,,,,,,,,,,
ROC10_Dn10_H10,,,,,,,,2.187985048338281,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.252730276435344,392621.0,False,,,,,,,,,,,,,,,
ROC10_Up20_H1,,,,,,,,-1.0890554386289144,,TECHNICAL_INDICATORS.csv,,,,,ROC,-0.0004038891023103,145319.0,False,,,,,,,,,,,,,,,
ROC10_Dn20_H1,,,,,,,,1.0163760074949864,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.4887115350285461,129980.0,False,,,,,,,,,,,,,,,
ROC10_Up20_H5,,,,,,,,0.314257120298756,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0002470953489483,144352.0,False,,,,,,,,,,,,,,,
ROC10_Dn20_H5,,,,,,,,1.3404418163290106,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.7004604233102921,128815.0,False,,,,,,,,,,,,,,,
ROC10_Up20_H10,,,,,,,,1.2906464117431142,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.4036144538784199,141606.0,False,,,,,,,,,,,,,,,
ROC10_Dn20_H10,,,,,,,,2.0745270928069472,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.7343937721985412,128105.0,False,,,,,,,,,,,,,,,
ROC10_Up30_H1,,,,,,,,-2.3285882258962247,,TECHNICAL_INDICATORS.csv,,,,,ROC,-0.0014912223828633,74829.0,False,,,,,,,,,,,,,,,
ROC10_Dn30_H1,,,,,,,,1.0114766445572634,,TECHNICAL_INDICATORS.csv,,,,,ROC,1.2835316715503498,49252.0,False,,,,,,,,,,,,,,,
ROC10_Up30_H5,,,,,,,,-3.0769651361073995,,TECHNICAL_INDICATORS.csv,,,,,ROC,-0.0040778848201074,74323.0,True,,,,,,,,,,,,,,,
ROC10_Dn30_H5,,,,,,,,1.322532374411808,,TECHNICAL_INDICATORS.csv,,,,,ROC,1.8261285892880663,48750.0,False,,,,,,,,,,,,,,,
ROC10_Up30_H10,,,,,,,,1.275436730167259,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.7729746766520241,73069.0,False,,,,,,,,,,,,,,,
ROC10_Dn30_H10,,,,,,,,1.7833770986975466,,TECHNICAL_INDICATORS.csv,,,,,ROC,1.551771176909003,48471.0,False,,,,,,,,,,,,,,,
ROC20_Up10_H1,,,,,,,,1.6950333782836309,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0001860254473746,546701.0,False,,,,,,,,,,,,,,,
ROC20_Dn10_H1,,,,,,,,10.638581757080386,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0034020049835884,576444.0,True,,,,,,,,,,,,,,,
ROC20_Up10_H5,,,,,,,,1.4746655255291607,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0611875259333515,540380.0,False,,,,,,,,,,,,,,,
ROC20_Dn10_H5,,,,,,,,1.1053929619788347,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.1206921705228434,572422.0,False,,,,,,,,,,,,,,,
ROC20_Up10_H10,,,,,,,,1.851645963035094,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0941590335284111,534164.0,False,,,,,,,,,,,,,,,
ROC20_Dn10_H10,,,,,,,,1.976184541537444,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.1509199820190464,566999.0,False,,,,,,,,,,,,,,,
ROC20_Up20_H1,,,,,,,,-0.0129107250700824,,TECHNICAL_INDICATORS.csv,,,,,ROC,-2.8129247419862924e-06,243921.0,False,,,,,,,,,,,,,,,
ROC20_Dn20_H1,,,,,,,,7.703018019064686,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0057904796436836,236723.0,True,,,,,,,,,,,,,,,
ROC20_Up20_H5,,,,,,,,1.4427170826341509,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.1339476226608873,241497.0,False,,,,,,,,,,,,,,,
ROC20_Dn20_H5,,,,,,,,1.06727253625369,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.284128122249244,234768.0,False,,,,,,,,,,,,,,,
ROC20_Up20_H10,,,,,,,,1.7931726629057467,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.203887614868108,238894.0,False,,,,,,,,,,,,,,,
ROC20_Dn20_H10,,,,,,,,1.8832649319140928,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.351107216447878,232257.0,False,,,,,,,,,,,,,,,
ROC20_Up30_H1,,,,,,,,-0.6892757511267272,,TECHNICAL_INDICATORS.csv,,,,,ROC,-0.0002400649962885,136444.0,False,,,,,,,,,,,,,,,
ROC20_Dn30_H1,,,,,,,,5.456829170580925,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0087634683092545,107631.0,True,,,,,,,,,,,,,,,
ROC20_Up30_H5,,,,,,,,1.4307581355815626,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.237170428759447,135260.0,False,,,,,,,,,,,,,,,
ROC20_Dn30_H5,,,,,,,,1.0431180977751926,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.6111843020698686,106669.0,False,,,,,,,,,,,,,,,
ROC20_Up30_H10,,,,,,,,1.7649817354484671,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.3581112804822176,133873.0,False,,,,,,,,,,,,,,,
ROC20_Dn30_H10,,,,,,,,1.8296122884357933,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.751256239382587,105454.0,False,,,,,,,,,,,,,,,
ROC50_Up10_H1,,,,,,,,4.711526806156948,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0003882631939562,803075.0,True,,,,,,,,,,,,,,,
ROC50_Dn10_H1,,,,,,,,1.0284145526766788,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0820824715833372,783056.0,False,,,,,,,,,,,,,,,
ROC50_Up10_H5,,,,,,,,16.233720271972626,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.002696817210401,797282.0,True,,,,,,,,,,,,,,,
ROC50_Dn10_H5,,,,,,,,1.948302139946832,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.1833900689813433,774273.0,False,,,,,,,,,,,,,,,
ROC50_Up10_H10,,,,,,,,25.50862454173137,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0060913456507751,789618.0,True,,,,,,,,,,,,,,,
ROC50_Dn10_H10,,,,,,,,2.792427634343814,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.2065041890912455,764286.0,False,,,,,,,,,,,,,,,
ROC50_Up20_H1,,,,,,,,3.026597464278979,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0004469754290827,420208.0,True,,,,,,,,,,,,,,,
ROC50_Dn20_H1,,,,,,,,1.0222794587923163,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.1504456538955957,424683.0,False,,,,,,,,,,,,,,,
ROC50_Up20_H5,,,,,,,,9.774105216609266,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0028325103329993,417291.0,True,,,,,,,,,,,,,,,
ROC50_Dn20_H5,,,,,,,,1.928109634752164,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.3353603049263365,419018.0,False,,,,,,,,,,,,,,,
ROC50_Up20_H10,,,,,,,,16.723861901074255,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0068368954597183,413171.0,True,,,,,,,,,,,,,,,
ROC50_Dn20_H10,,,,,,,,2.739646736172542,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.3748627858742416,413069.0,False,,,,,,,,,,,,,,,
ROC50_Up30_H1,,,,,,,,1.392937876144804,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0002697254216449,260814.0,False,,,,,,,,,,,,,,,
ROC50_Dn30_H1,,,,,,,,1.0178385445942468,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.2632763518800799,241625.0,False,,,,,,,,,,,,,,,
ROC50_Up30_H5,,,,,,,,5.29990868925886,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0021987257765162,259046.0,True,,,,,,,,,,,,,,,
ROC50_Dn30_H5,,,,,,,,1.353090630724919,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.3829746565879934,237827.0,False,,,,,,,,,,,,,,,
ROC50_Up30_H10,,,,,,,,9.96546777530318,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.0059323222886441,256420.0,True,,,,,,,,,,,,,,,
ROC50_Dn30_H10,,,,,,,,2.125972730750027,,TECHNICAL_INDICATORS.csv,,,,,ROC,0.4450951691528393,234188.0,False,,,,,,,,,,,,,,,
Don10_TouchUp_H1,,,,,,,,-1.076484764604843,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,-9.797741253397982e-05,478447.0,False,,,,,,,,,,,,,,,
Don10_TouchLow_H1,,,,,,,,1.01427939261655,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.1599664960467679,396281.0,False,,,,,,,,,,,,,,,
Don10_TouchUp_H5,,,,,,,,4.526154740783525,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.0008799916985475,475798.0,True,,,,,,,,,,,,,,,
Don10_TouchLow_H5,,,,,,,,1.3459877857154423,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.2320280668495606,390484.0,False,,,,,,,,,,,,,,,
Don10_TouchUp_H10,,,,,,,,7.22504838133761,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.0019586455636435,467994.0,True,,,,,,,,,,,,,,,
Don10_TouchLow_H10,,,,,,,,2.107553535686323,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.2666568071274744,387506.0,False,,,,,,,,,,,,,,,
Don20_TouchUp_H1,,,,,,,,-1.6301017618446405,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,-0.0001943141551285,332569.0,False,,,,,,,,,,,,,,,
Don20_TouchLow_H1,,,,,,,,1.0119591522889455,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.2497765340347811,253213.0,False,,,,,,,,,,,,,,,
Don20_TouchUp_H5,,,,,,,,3.7328189472815616,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.0009046527345518,330613.0,True,,,,,,,,,,,,,,,
Don20_TouchLow_H5,,,,,,,,1.338672883998947,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.3590142164320443,250995.0,False,,,,,,,,,,,,,,,
Don20_TouchUp_H10,,,,,,,,7.255348033410863,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.0025204389288003,324971.0,True,,,,,,,,,,,,,,,
Don20_TouchLow_H10,,,,,,,,2.0824255787012103,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.4097980107816725,249144.0,False,,,,,,,,,,,,,,,
Don50_TouchUp_H1,,,,,,,,0.345797933276345,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,5.800636991814082e-05,205984.0,False,,,,,,,,,,,,,,,
Don50_TouchLow_H1,,,,,,,,1.0080304914305278,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.4499276605582151,140025.0,False,,,,,,,,,,,,,,,
Don50_TouchUp_H5,,,,,,,,1.7019591878934592,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.0005485039835043,204778.0,False,,,,,,,,,,,,,,,
Don50_TouchLow_H5,,,,,,,,1.3257257971621486,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.6444886846026571,138465.0,False,,,,,,,,,,,,,,,
Don50_TouchUp_H10,,,,,,,,3.818785487319994,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.0017035513693487,201403.0,True,,,,,,,,,,,,,,,
Don50_TouchLow_H10,,,,,,,,2.05137011001834,,TECHNICAL_INDICATORS.csv,,,,,DONCHIAN,0.7319261049431985,137412.0,False,,,,,,,,,,,,,,,
Kelt10_1.5_AboveUp_H1,,,,,,,,-3.95697493113814,,TECHNICAL_INDICATORS.csv,,,,,KELTNER,-0.0004598803057649,337208.0,True,,,,,,,,,,,,,,,
Kelt10_1.5_BelowLow_H1,,,,,,,,5.022014277698943,,TECHNICAL_INDICATORS.csv,,,,,KELTNER,0.0035267325697979,235731.0,True,,,,,,,,,,,,,,,
Kelt10_1.5_AboveUp_H5,,,,,,,,-2.6798905717776504,,TECHNICAL_INDICATORS.csv,,,,,KELTNER,-0.0005856727988384,334794.0,False,,,,,,,,,,,,,,,
Kelt10_1.5_BelowLow_H5,,,,,,,,11.76898403582497,,TECHNICAL_INDICATORS.csv,,,,,KELTNER,0.0107163171502979,232912.0,True,,,,,,,,,,,,,,,
