date,vxx,vxx_ret,contango_ratio,spy_vol,signal_ts,signal_always_short,signal_bh,signal_random,ret_ts,ret_always_short,ret_bh,ret_random,cumret_ts,cumret_always_short,cumret_bh,cumret_random
2025-05-15 04:00:00+00:00,52.06999969482422,-0.016433678776973548,1.1357263088417855,0.1359138688140914,-1,-1,1,1,0.016433678776973548,0.016433678776973548,-0.016433678776973548,-0.016433678776973548,1.888744558254646,0.4749939830776252,0.029414090734629913,0.5722882109162882
2025-05-16 04:00:00+00:00,51.83000183105469,-0.004609138950953162,1.16473318969213,0.12911802946792542,-1,-1,1,1,0.004609138950953162,0.004609138950953162,-0.004609138950953162,-0.004609138950953162,1.8974500443664986,0.4771832963464967,0.02927851710331806,0.5696504550321827
2025-05-19 04:00:00+00:00,52.470001220703125,0.012348048756289476,1.1405733864502956,0.1256423653948013,-1,-1,1,1,-0.012348048756289476,-0.012348048756289476,0.012348048756289476,0.012348048756289476,1.8740202387060374,0.47129101373752325,0.029640049660021685,0.5766845266249626
2025-05-20 04:00:00+00:00,52.09000015258789,-0.007242253845523017,1.1453841425418871,0.12095356346761188,-1,-1,1,1,0.007242253845523017,0.007242253845523017,-0.007242253845523017,-0.007242253845523017,1.8875923689863943,0.4747042228941243,0.0294253888963899,0.5725080308943593
2025-05-21 04:00:00+00:00,55.65999984741211,0.06853522143149493,1.0857689955054386,0.139773621097672,-1,-1,1,-1,-0.06853522143149493,-0.06853522143149493,0.06853522143149493,0.06853522143149493,1.7582258080055118,0.44217026386360975,0.031442064440111835,0.6117449955630133
2025-05-22 04:00:00+00:00,55.09999847412109,-0.010061109860334594,1.1005916636640976,0.13857752126405157,-1,-1,1,1,0.010061109860334594,0.010061109860334594,-0.010061109860334594,0.010061109860334594,1.7759155110191305,0.4466189874653146,0.03112572237554415,0.6178998291698826
2025-05-23 04:00:00+00:00,58.790000915527344,0.06696919316865957,1.067743304599029,0.14147943417373654,-1,-1,1,1,-0.06696919316865957,-0.06696919316865957,0.06696919316865957,0.06696919316865957,1.6569838821104717,0.41670927422095877,0.033210186889826035,0.6592800821884423
2025-05-27 04:00:00+00:00,52.880001068115234,-0.10052729640035074,1.1228903978673106,0.10768979918474249,-1,-1,1,1,0.10052729640035074,0.10052729640035074,-0.10052729640035074,-0.10052729640035074,1.823555991957995,0.4585999309433441,0.02987165658884145,0.5930044379554371
2025-05-28 04:00:00+00:00,53.4900016784668,0.01153556350284135,1.122216503139421,0.10768693886338311,-1,-1,1,-1,-0.01153556350284135,-0.01153556350284135,0.01153556350284135,0.01153556350284135,1.8025202460117766,0.4533097223175485,0.030216242980357102,0.5998450783069388
2025-05-29 04:00:00+00:00,53.54999923706055,0.0011216593140976894,1.1272158756639423,0.10848895703506369,-1,-1,1,1,-0.0011216593140976894,-0.0011216593140976894,0.0011216593140976894,-0.0011216593140976894,1.8004984323889879,0.45280126324534,0.030250135310733058,0.5991722564878401
2025-05-30 04:00:00+00:00,53.83000183105469,0.005228806685030785,1.1513193059839186,0.10715839330787452,-1,-1,1,-1,-0.005228806685030785,-0.005228806685030785,0.005228806685030785,0.005228806685030785,1.791083974149325,0.45043365297309235,0.030408307420468905,0.6023052123880487
2025-06-02 04:00:00+00:00,53.27999877929688,-0.010217407264521139,1.148692780581779,0.10663034685291427,-1,-1,1,1,0.010217407264521139,0.010217407264521139,-0.010217407264521139,0.010217407264521139,1.8093842085581657,0.4550359170511644,0.030097613359329214,0.6084592100405612
