strategy,period,threshold,hold,direction,n_tickers,avg_gross,avg_net,win_rate,t_stat,p_value
RSI7_OV35_H10,7,35,10,oversold,1000,0.012406007614718028,0.01199250761471803,0.806,11.062433080837076,6.479390931943449e-27
RSI30_OV35_H1,30,35,1,oversold,900,0.0029908008667421724,0.002597245311186617,0.6622222222222223,11.06185763428111,9.341636650119721e-27
RSI14_OV35_H10,14,35,10,oversold,994,0.017381581026741685,0.016969911006620958,0.7977867203219315,11.033164267330111,8.834127689513807e-27
RSI10_OV25_H15,10,25,15,oversold,975,0.02491645279000088,0.02450947843102652,0.7774358974358975,10.98952636409841,1.4479030284309566e-26
RSI20_OV35_H5,20,35,5,oversold,965,0.012410510671604003,0.012006572847769804,0.7533678756476684,10.980611877156427,1.6349386604317752e-26
RSI7_OV35_H20,7,35,20,oversold,1000,0.01871974782376702,0.018306247823767025,0.78,10.94157699884981,2.1417509520126872e-26
RSI14_OV25_H3,14,25,3,oversold,924,0.01159116300690164,0.011196141361879996,0.7619047619047619,10.856494498458739,6.338518144114869e-26
RSI14_OV30_H15,14,30,15,oversold,973,0.025648269288977815,0.02524210279360268,0.7862281603288798,10.852632180168213,5.581214974345896e-26
RSI30_OV35_H5,30,35,5,oversold,900,0.010243223684199306,0.009849668128643749,0.6677777777777778,10.83749599081334,8.308093501046845e-26
RSI30_OV35_H3,30,35,3,oversold,900,0.006608663772859396,0.006215108217303839,0.6733333333333333,10.641544498744713,5.450110684229583e-25
RSI10_OV30_H20,10,30,20,oversold,993,0.021473329068803552,0.021062956460545748,0.7583081570996979,10.563858516443442,8.580283107216e-25
RSI10_OV30_H10,10,30,10,oversold,993,0.015571387245024843,0.015161014636767037,0.783484390735146,10.50238909229282,1.5439829529215298e-24
RSI7_OV30_H10,7,30,10,oversold,999,0.013748198238968976,0.013334784825555562,0.8058058058058059,10.458318995873725,2.311382583035818e-24
RSI20_OV30_H5,20,30,5,oversold,907,0.016610355742044197,0.016216970957038685,0.7552370452039692,10.340250303678378,9.139693960545852e-24
RSI14_OV35_H20,14,35,20,oversold,994,0.02162004106593681,0.021208371045816084,0.7605633802816901,10.329390462730812,7.930844880392206e-24
RSI25_OV30_H1,25,30,1,oversold,784,0.003920817934305968,0.0035433944649182116,0.6517857142857143,10.224072311485461,4.065281789394963e-23
RSI14_OV30_H3,14,30,3,oversold,973,0.008538988439774655,0.008132821944399526,0.7667009249743063,10.121875954377979,5.794769165763468e-23
RSI7_OV30_H20,7,30,20,oversold,999,0.020610208239744274,0.02019679482633086,0.7827827827827828,10.102535572100688,6.50915671359581e-23
RSI7_OV25_H20,7,25,20,oversold,998,0.022886026124489468,0.022473200473186867,0.781563126252505,10.07354016974485,8.529426911801543e-23
RSI7_OV25_H10,7,25,10,oversold,998,0.014950981714875028,0.014538156063572422,0.7875751503006012,10.064255644369455,9.292410099903238e-23
RSI14_OV35_H5,14,35,5,oversold,994,0.010310802811104452,0.009899132790983728,0.7967806841046278,10.02347647960226,1.3652212463482934e-22
RSI14_OV30_H10,14,30,10,oversold,973,0.020374808744523406,0.019968642249148277,0.7882836587872559,9.993857763719099,1.8811283781109796e-22
RSI14_OV35_H3,14,35,3,oversold,994,0.006512017063633403,0.0061003470435126795,0.7716297786720322,9.95791295316681,2.4901708252842934e-22
RSI10_OV25_H20,10,25,20,oversold,975,0.025237552549742102,0.024830578190767744,0.7394871794871795,9.955764470695406,2.6519673176842143e-22
RSI7_OV20_H20,7,20,20,oversold,991,0.025849514600363905,0.025439625599354827,0.763874873864783,9.859580957400292,6.137148623211755e-22
RSI14_OV25_H15,14,25,15,oversold,924,0.031076418657129422,0.03068139701210778,0.7543290043290043,9.753863791907353,1.850767288811944e-21
RSI14_OV25_H5,14,25,5,oversold,924,0.01673645016660175,0.016341428521580104,0.7738095238095238,9.702892523385124,2.9153762394881105e-21
RSI20_OV30_H15,20,30,15,oversold,907,0.026359146759593024,0.02596576197458751,0.7034178610804851,9.689249988345804,3.426226324761904e-21
RSI14_OV30_H1,14,30,1,oversold,973,0.003285110421695645,0.002878943926320517,0.697841726618705,9.677888042356463,3.268490228902506e-21
RSI14_OV30_H5,14,30,5,oversold,973,0.012796379682871787,0.012390213187496658,0.7913669064748201,9.617390632670654,5.598922433891083e-21
RSI14_OV25_H10,14,25,10,oversold,924,0.02549545740084132,0.025100435755819675,0.7683982683982684,9.598071809158476,7.377969612837065e-21
RSI25_OV30_H10,25,30,10,oversold,784,0.02088951761440892,0.020512094145021167,0.7130102040816326,9.581414077569574,1.2291764176359874e-20
RSI10_OV25_H10,10,25,10,oversold,975,0.01802138191137217,0.017614407552397814,0.7671794871794871,9.43798165409758,2.708361616776188e-20
RSI10_OV35_H5,10,35,5,oversold,999,0.007565772044790496,0.007152859131877584,0.7747747747747747,9.42326947917607,2.946183029577814e-20
RSI10_OV20_H15,10,20,15,oversold,930,0.028914938664897027,0.02851708920253144,0.7440860215053764,9.408263324487,3.835448639963333e-20
RSI7_OV20_H10,7,20,10,oversold,991,0.01621489388851765,0.015805004887508564,0.7669021190716448,9.3041211524196,8.426522238109771e-20
RSI10_OV20_H1,10,20,1,oversold,930,0.004328638443745218,0.003930788981379626,0.6720430107526881,9.240275209961466,1.6324730027862906e-19
RSI10_OV30_H5,10,30,5,oversold,993,0.008819752970005486,0.008409380361747681,0.7804632426988922,9.086983686619304,5.399953784837638e-19
RSI14_OV35_H1,14,35,1,oversold,994,0.002455065872708582,0.0020433958525878575,0.6891348088531187,8.900129744184454,2.5982497308055495e-18
RSI14_OV30_H20,14,30,20,oversold,973,0.02352904917474566,0.023122882679370533,0.7440904419321686,8.866896563419175,3.535397778081043e-18
RSI20_OV35_H3,20,35,3,oversold,965,0.008982395946117043,0.008578458122282846,0.7585492227979275,8.85433310900913,3.971854741780849e-18
RSI7_OV35_H5,7,35,5,oversold,1000,0.0066961087267280225,0.006282608726728023,0.772,8.847899033276958,3.97886882709444e-18
RSI10_OV35_H3,10,35,3,oversold,999,0.00460822345962432,0.004195310546711407,0.7477477477477478,8.804005670992735,5.733166421969822e-18
RSI10_OV30_H3,10,30,3,oversold,993,0.005372427123376189,0.004962054515118385,0.7381671701913394,8.732601969815555,1.0413802397443987e-17
RSI10_OV25_H1,10,25,1,oversold,975,0.0029174669617176175,0.0025104926027432585,0.6748717948717948,8.63439038572084,2.3808721159502972e-17
RSI10_OV25_H3,10,25,3,oversold,975,0.0071189456219534755,0.0067119712629791165,0.7292307692307692,8.62869776766103,2.4935503390319465e-17
