strategy,mean_return,n,t_stat,significant,layer,factors,condition,pattern
MR_LowVolRegime_H10,0.004717797213450123,38708,7.568301521990765,True,CONDITIONAL,,LOW_VOL_REGIME,
Mom_HighVolRegime_H10,0.13967881449214908,363291,1.8681245143180967,False,CONDITIONAL,,HIGH_VOL_REGIME,
Mom_LowVolRegime_H10,0.0016341610163709953,27929,9.286830902048433,True,CONDITIONAL,,LOW_VOL_REGIME,
MR_HighVolRegime_H20,0.051631311708490606,44317,12.278409917219898,True,CONDITIONAL,,HIGH_VOL_REGIME,
MR_LowVolRegime_H20,0.008380188541358054,37387,9.177133342030476,True,CONDITIONAL,,LOW_VOL_REGIME,
Mom_HighVolRegime_H20,0.2566813861111949,356895,2.743262957687266,False,CONDITIONAL,,HIGH_VOL_REGIME,
Mom_LowVolRegime_H20,0.002988501691899421,27841,11.17023859282721,True,CONDITIONAL,,LOW_VOL_REGIME,
After2UpDays_H1,0.00018127572495283003,1029707,3.3823828360640484,True,SEQUENTIAL,,,2_UP_DAYS
After2DnDays_H1,0.001706516742027513,942550,9.190662074758086,True,SEQUENTIAL,,,2_DN_DAYS
After2UpDays_H3,0.0009053674068016717,1027434,9.20127783051641,True,SEQUENTIAL,,,2_UP_DAYS
After2DnDays_H3,0.00365260081158337,936000,13.789123266258784,True,SEQUENTIAL,,,2_DN_DAYS
After2UpDays_H5,0.0015801486998005595,1024218,12.50900215527797,True,SEQUENTIAL,,,2_UP_DAYS
After2DnDays_H5,0.005638371570403134,930093,18.611096226202513,True,SEQUENTIAL,,,2_DN_DAYS
After2UpDays_H10,0.003565530459808529,1011530,19.86306855905359,True,SEQUENTIAL,,,2_UP_DAYS
After2DnDays_H10,0.009772214903079652,920271,28.4262854335685,True,SEQUENTIAL,,,2_DN_DAYS
After3UpDays_H1,0.0001646057018912301,502206,1.9960799476279372,False,SEQUENTIAL,,,3_UP_DAYS
After3DnDays_H1,0.002292637844671219,437465,6.030067867734414,True,SEQUENTIAL,,,3_DN_DAYS
After3UpDays_H3,0.0004757973219621748,501352,3.6465748791707786,True,SEQUENTIAL,,,3_UP_DAYS
After3DnDays_H3,0.004806229508068053,433252,9.078196147987418,True,SEQUENTIAL,,,3_DN_DAYS
After3UpDays_H5,0.0010740985938613764,499229,6.852989756801101,True,SEQUENTIAL,,,3_UP_DAYS
After3DnDays_H5,0.006947408614501602,431044,12.501093199538373,True,SEQUENTIAL,,,3_DN_DAYS
After3UpDays_H10,0.0034013769533483514,492926,14.415412644483801,True,SEQUENTIAL,,,3_UP_DAYS
After3DnDays_H10,0.011841347366993523,426880,20.388343624414436,True,SEQUENTIAL,,,3_DN_DAYS
After4UpDays_H1,0.00026591421138485766,247304,2.2860317129763903,False,SEQUENTIAL,,,4_UP_DAYS
After4DnDays_H1,0.003994106971398305,206054,5.167317504521528,True,SEQUENTIAL,,,4_DN_DAYS
After4UpDays_H3,0.00037812978358328593,246804,1.9176232766596613,False,SEQUENTIAL,,,4_UP_DAYS
After4DnDays_H3,0.006863801621837359,203757,6.860218200087051,True,SEQUENTIAL,,,4_DN_DAYS
After4UpDays_H5,0.0006761589133280475,245610,3.1383024779376254,True,SEQUENTIAL,,,4_UP_DAYS
After4DnDays_H5,0.008852188450447317,202967,8.685907711598512,True,SEQUENTIAL,,,4_DN_DAYS
After4UpDays_H10,0.0031067217745712316,242561,8.996475331025293,True,SEQUENTIAL,,,4_UP_DAYS
After4DnDays_H10,0.013448543870321161,201066,14.573911699101833,True,SEQUENTIAL,,,4_DN_DAYS
After5UpDays_H1,-0.0002222944999566103,122738,-1.135653832017167,False,SEQUENTIAL,,,5_UP_DAYS
After5DnDays_H1,0.004581083254892317,94822,2.7673428291819318,False,SEQUENTIAL,,,5_DN_DAYS
After5UpDays_H3,-0.00036840765277724254,122394,-1.4932299121656207,False,SEQUENTIAL,,,5_UP_DAYS
After5DnDays_H3,0.007770660392671442,94085,4.7131140832911065,True,SEQUENTIAL,,,5_DN_DAYS
After5UpDays_H5,-0.00021850670205548657,121899,-0.723954918311143,False,SEQUENTIAL,,,5_UP_DAYS
After5DnDays_H5,0.010703152490585942,93765,6.160617691684821,True,SEQUENTIAL,,,5_DN_DAYS
After5UpDays_H10,0.0029257524317520965,120585,5.347396931728818,True,SEQUENTIAL,,,5_UP_DAYS
After5DnDays_H10,0.014512945407647554,92987,9.44432210584217,True,SEQUENTIAL,,,5_DN_DAYS
ExtremeOversold_ExtremeVol_H1,-0.0025217614860579317,5061,-1.3590104738247852,False,EXTREME,,,
ExtremeMom_ExtremeVol_H1,-0.0034285730914662155,3977,-0.5741862411834813,False,EXTREME,,,
RSI_Under10_H1,0.005287665202074618,34947,6.777353252877501,True,EXTREME,,,
RSI_Over90_H1,-0.0009716212355848141,34746,-1.9348651551754505,False,EXTREME,,,
ExtremeOversold_ExtremeVol_H5,0.004008121635282808,5017,1.2821710601877767,False,EXTREME,,,
ExtremeMom_ExtremeVol_H5,-0.011851959678552772,3948,-1.2377433676649792,False,EXTREME,,,
RSI_Under10_H5,0.017744842234409496,34562,9.742564233426062,True,EXTREME,,,
RSI_Over90_H5,-0.004201980090246917,34271,-4.880611775997049,True,EXTREME,,,
ExtremeOversold_ExtremeVol_H10,0.006888166125902999,4987,1.8740078121867951,False,EXTREME,,,
ExtremeMom_ExtremeVol_H10,-0.03872792818713795,3899,-3.477535251132769,True,EXTREME,,,
RSI_Under10_H10,0.024525167619081724,34093,12.09083085478959,True,EXTREME,,,
RSI_Over90_H10,0.000153166791700702,33273,0.07956250729904968,False,EXTREME,,,
ExtremeOversold_ExtremeVol_H20,0.03158764026153237,4937,3.7770202744700025,True,EXTREME,,,
ExtremeMom_ExtremeVol_H20,-0.04859011342426809,3874,-3.877739574892154,True,EXTREME,,,
RSI_Under10_H20,0.042249472556824735,32782,10.415856701788469,True,EXTREME,,,
RSI_Over90_H20,0.006337076691237531,32779,3.536578877332543,True,EXTREME,,,
