strategy,period,std_dev,signal,hold,n_tickers,avg_net,win_rate,t_stat,p_value
BB25_STD2.5_upper_touch_H1,25,2.5,upper_touch,1,938,-0.00032049318998623164,0.42217484008528783,-0.8864256874657716,0.37561562597253073
BB15_STD3.0_upper_touch_H10,15,3.0,upper_touch,10,626,-0.0021848358266249274,0.476038338658147,-0.8911253184250046,0.3732048608456411
BB15_STD3.0_squeeze_H1,15,3.0,squeeze,1,992,-0.00012737394133850597,0.42943548387096775,-0.9485321037770031,0.3430898814122296
BB15_STD1.5_squeeze_H1,15,1.5,squeeze,1,992,-0.00012737394133850597,0.42943548387096775,-0.9485321037770031,0.3430898814122296
BB15_STD2.5_squeeze_H1,15,2.5,squeeze,1,992,-0.00012737394133850597,0.42943548387096775,-0.9485321037770031,0.3430898814122296
BB15_STD2.0_squeeze_H1,15,2.0,squeeze,1,992,-0.00012737394133850597,0.42943548387096775,-0.9485321037770031,0.3430898814122296
BB15_STD2.0_lower_touch_H1,15,2.0,lower_touch,1,981,-0.00035660253939921363,0.4148827726809378,-1.0081401161856764,0.3136360480574337
BB25_STD3.0_upper_touch_H1,25,3.0,upper_touch,1,660,-0.0007742350866998385,0.45454545454545453,-1.0695797202313306,0.2852001292430977
BB30_STD3.0_upper_touch_H1,30,3.0,upper_touch,1,667,-0.0008030157848485077,0.4947526236881559,-1.1069546280610971,0.2687131958258912
BB25_STD2.5_upper_touch_H15,25,2.5,upper_touch,15,938,-0.0027490010286984057,0.39125799573560766,-1.1194148848273546,0.2632500517013046
BB25_STD2.0_upper_touch_H3,25,2.0,upper_touch,3,988,-0.0007260103489811998,0.39878542510121456,-1.2277286588533889,0.21984156042179412
BB20_STD1.5_upper_touch_H3,20,1.5,upper_touch,3,998,-0.00048807844794898273,0.37374749498997994,-1.2279069965030909,0.2197716929163371
BB20_STD2.0_upper_touch_H1,20,2.0,upper_touch,1,993,-0.0003004179573652673,0.36555891238670696,-1.3455183223174851,0.17876536934861353
BB10_STD1.5_upper_touch_H1,10,1.5,upper_touch,1,1000,-0.00021079518409339412,0.375,-1.356518457588667,0.17524073727003406
BB30_STD2.5_upper_touch_H5,30,2.5,upper_touch,5,939,-0.0019192123938926444,0.37912673056443025,-1.4076316586123132,0.1595714658154875
BB25_STD1.5_upper_touch_H3,25,1.5,upper_touch,3,997,-0.0006185195395827892,0.362086258776329,-1.4187165697945652,0.15629449813970614
BB20_STD2.0_upper_touch_H5,20,2.0,upper_touch,5,993,-0.001196397992435372,0.3726082578046324,-1.447095160414468,0.14818619172264563
BB15_STD3.0_upper_touch_H1,15,3.0,upper_touch,1,626,-0.0011624501221490688,0.45686900958466453,-1.4934896069457702,0.135813714710949
BB30_STD2.0_upper_touch_H3,30,2.0,upper_touch,3,991,-0.0010191561901051035,0.36528758829465185,-1.5297918488488718,0.1263877050110865
BB20_STD1.5_upper_touch_H5,20,1.5,upper_touch,5,998,-0.000982233795550628,0.3807615230460922,-1.5312453267144055,0.12602599307857992
BB25_STD2.0_upper_touch_H5,25,2.0,upper_touch,5,988,-0.0013981299474045566,0.3562753036437247,-1.5620975250619964,0.11858557321596762
BB10_STD2.5_lower_touch_H1,10,2.5,lower_touch,1,921,-0.0011833904552322914,0.36807817589576547,-1.570164869908013,0.11672060368769882
BB25_STD1.5_upper_touch_H5,25,1.5,upper_touch,5,997,-0.00116136958476648,0.37011033099297896,-1.6329350076859936,0.10279873012209324
BB30_STD1.5_upper_touch_H3,30,1.5,upper_touch,3,997,-0.0007874252819683427,0.354062186559679,-1.6398744117787007,0.10134705100082447
BB20_STD3.0_squeeze_H1,20,3.0,squeeze,1,991,-0.00028663879945573217,0.4429868819374369,-1.6752206253436943,0.09420674680639703
BB20_STD1.5_squeeze_H1,20,1.5,squeeze,1,991,-0.00028663879945573217,0.4429868819374369,-1.6752206253436943,0.09420674680639703
BB20_STD2.5_squeeze_H1,20,2.5,squeeze,1,991,-0.00028663879945573217,0.4429868819374369,-1.6752206253436943,0.09420674680639703
BB20_STD2.0_squeeze_H1,20,2.0,squeeze,1,991,-0.00028663879945573217,0.4429868819374369,-1.6752206253436943,0.09420674680639703
BB30_STD2.5_upper_touch_H15,30,2.5,upper_touch,15,939,-0.0044328146531989465,0.3844515441959531,-1.8136815326683793,0.07004621597876978
BB30_STD1.5_upper_touch_H5,30,1.5,upper_touch,5,997,-0.001365929222622289,0.3550651955867603,-1.8588142185440475,0.06334827035502555
BB15_STD1.5_upper_touch_H1,15,1.5,upper_touch,1,998,-0.0002813001881584205,0.34168336673346694,-1.8663560980060627,0.06228497201737342
BB30_STD2.5_upper_touch_H1,30,2.5,upper_touch,1,939,-0.0007524723754659077,0.41533546325878595,-2.0279784915754377,0.0428446585797596
BB30_STD2.0_upper_touch_H5,30,2.0,upper_touch,5,991,-0.0022749518155120102,0.32593340060544906,-2.2010640641390564,0.02796168352408643
BB30_STD3.0_lower_touch_H1,30,3.0,lower_touch,1,666,-0.0016606184404286122,0.4069069069069069,-2.907649340536516,0.003762905415779084
BB30_STD2.0_upper_touch_H1,30,2.0,upper_touch,1,991,-0.000770882605197979,0.3340060544904137,-3.0546705829912724,0.0023133736680369162
BB10_STD2.0_lower_touch_H1,10,2.0,lower_touch,1,991,-0.0009459836596673652,0.3148335015136226,-3.0583461737184674,0.0022854488991742175
BB25_STD2.0_upper_touch_H1,25,2.0,upper_touch,1,988,-0.0007339594943060103,0.3340080971659919,-3.124914750947387,0.0018305027597915165
BB20_STD1.5_upper_touch_H1,20,1.5,upper_touch,1,998,-0.0005115744261478282,0.3226452905811623,-3.185904295383577,0.0014878441966154606
BB25_STD1.5_upper_touch_H1,25,1.5,upper_touch,1,997,-0.0006037281462792581,0.31995987963891676,-3.5924923270914415,0.0003435444751363144
BB30_STD1.5_upper_touch_H1,30,1.5,upper_touch,1,997,-0.0006843125691852733,0.30992978936810434,-3.743895007532529,0.0001915654862876075
BB25_STD3.0_lower_touch_H1,25,3.0,lower_touch,1,659,-0.0027233640581357625,0.3581183611532625,-4.553576928348233,6.284303322886339e-06
BB15_STD3.0_lower_touch_H1,15,3.0,lower_touch,1,648,-0.003474784375975544,0.3132716049382716,-5.198380351949313,2.6993402084022837e-07
BB20_STD3.0_lower_touch_H1,20,3.0,lower_touch,1,650,-0.0032864190145332644,0.3076923076923077,-5.701658222888042,1.8023874222615686e-08
BB15_STD2.5_lower_touch_H1,15,2.5,lower_touch,1,940,-0.0026526694619590794,0.3170212765957447,-7.995658143652751,3.7719543196773465e-15
BB10_STD1.5_squeeze_H10,10,1.5,squeeze,10,996,0.0031051587107819864,0.5833333333333334,,
BB10_STD1.5_squeeze_H15,10,1.5,squeeze,15,996,0.004873995994425933,0.6054216867469879,,
BB10_STD2.0_squeeze_H10,10,2.0,squeeze,10,996,0.0031051587107819864,0.5833333333333334,,
BB10_STD2.0_squeeze_H15,10,2.0,squeeze,15,996,0.004873995994425933,0.6054216867469879,,
BB10_STD2.5_squeeze_H10,10,2.5,squeeze,10,996,0.0031051587107819864,0.5833333333333334,,
BB10_STD2.5_squeeze_H15,10,2.5,squeeze,15,996,0.004873995994425933,0.6054216867469879,,
BB10_STD3.0_squeeze_H10,10,3.0,squeeze,10,996,0.0031051587107819864,0.5833333333333334,,
BB10_STD3.0_squeeze_H15,10,3.0,squeeze,15,996,0.004873995994425933,0.6054216867469879,,
BB15_STD1.5_squeeze_H15,15,1.5,squeeze,15,992,0.0038547021864319873,0.6179435483870968,,
BB15_STD2.0_squeeze_H15,15,2.0,squeeze,15,992,0.0038547021864319873,0.6179435483870968,,
BB15_STD2.5_squeeze_H15,15,2.5,squeeze,15,992,0.0038547021864319873,0.6179435483870968,,
BB15_STD3.0_squeeze_H15,15,3.0,squeeze,15,992,0.0038547021864319873,0.6179435483870968,,
BB20_STD1.5_squeeze_H5,20,1.5,squeeze,5,991,0.00135169453728866,0.5509586276488395,,
BB20_STD1.5_squeeze_H10,20,1.5,squeeze,10,991,0.004335874440991496,0.5993945509586277,,
BB20_STD1.5_squeeze_H15,20,1.5,squeeze,15,991,0.00785967733106903,0.6306760847628657,,
BB20_STD2.0_squeeze_H5,20,2.0,squeeze,5,991,0.00135169453728866,0.5509586276488395,,
BB20_STD2.0_squeeze_H10,20,2.0,squeeze,10,991,0.004335874440991496,0.5993945509586277,,
BB20_STD2.0_squeeze_H15,20,2.0,squeeze,15,991,0.00785967733106903,0.6306760847628657,,
BB20_STD2.5_lower_touch_H15,20,2.5,lower_touch,15,932,0.024446843417490673,0.7703862660944206,,
BB20_STD2.5_squeeze_H5,20,2.5,squeeze,5,991,0.00135169453728866,0.5509586276488395,,
BB20_STD2.5_squeeze_H10,20,2.5,squeeze,10,991,0.004335874440991496,0.5993945509586277,,
BB20_STD2.5_squeeze_H15,20,2.5,squeeze,15,991,0.00785967733106903,0.6306760847628657,,
BB20_STD3.0_lower_touch_H15,20,3.0,lower_touch,15,650,0.02579726799820315,0.7461538461538462,,
BB20_STD3.0_squeeze_H5,20,3.0,squeeze,5,991,0.00135169453728866,0.5509586276488395,,
BB20_STD3.0_squeeze_H10,20,3.0,squeeze,10,991,0.004335874440991496,0.5993945509586277,,
BB20_STD3.0_squeeze_H15,20,3.0,squeeze,15,991,0.00785967733106903,0.6306760847628657,,
BB25_STD1.5_squeeze_H10,25,1.5,squeeze,10,988,0.005388073957111704,0.6032388663967612,,
BB25_STD1.5_squeeze_H15,25,1.5,squeeze,15,988,0.00973882811637371,0.6062753036437247,,
BB25_STD2.0_upper_touch_H10,25,2.0,upper_touch,10,988,-0.0006807906742703714,0.4109311740890688,,
BB25_STD2.0_upper_touch_H15,25,2.0,upper_touch,15,988,-0.001632432375809517,0.4058704453441296,,
BB25_STD2.0_squeeze_H10,25,2.0,squeeze,10,988,0.005387463831512725,0.6032388663967612,,
BB25_STD2.0_squeeze_H15,25,2.0,squeeze,15,988,0.009738540610790087,0.6062753036437247,,
BB25_STD2.5_squeeze_H10,25,2.5,squeeze,10,988,0.005388073957111704,0.6032388663967612,,
BB25_STD2.5_squeeze_H15,25,2.5,squeeze,15,988,0.00973882811637371,0.6062753036437247,,
BB25_STD3.0_squeeze_H10,25,3.0,squeeze,10,988,0.005388073957111704,0.6032388663967612,,
BB25_STD3.0_squeeze_H15,25,3.0,squeeze,15,988,0.00973882811637371,0.6062753036437247,,
BB30_STD1.5_upper_touch_H10,30,1.5,upper_touch,10,997,-0.0012981644318771528,0.4202607823470411,,
BB30_STD1.5_upper_touch_H15,30,1.5,upper_touch,15,997,-0.002091532042277443,0.42326980942828485,,
BB30_STD1.5_squeeze_H5,30,1.5,squeeze,5,986,0.0034128477987880245,0.579107505070994,,
BB30_STD1.5_squeeze_H10,30,1.5,squeeze,10,986,0.007685778395899824,0.6054766734279919,,
BB30_STD1.5_squeeze_H15,30,1.5,squeeze,15,986,0.012552370766754441,0.6146044624746451,,
BB30_STD2.0_upper_touch_H10,30,2.0,upper_touch,10,991,-0.0022141296771584934,0.4066599394550959,,
BB30_STD2.0_upper_touch_H15,30,2.0,upper_touch,15,991,-0.003227406305694336,0.4026236125126135,,
BB30_STD2.0_squeeze_H5,30,2.0,squeeze,5,986,0.0034128477987880245,0.579107505070994,,
BB30_STD2.0_squeeze_H10,30,2.0,squeeze,10,986,0.007685778395899824,0.6054766734279919,,
BB30_STD2.0_squeeze_H15,30,2.0,squeeze,15,986,0.012552370766754441,0.6146044624746451,,
BB30_STD2.5_squeeze_H5,30,2.5,squeeze,5,986,0.0034128477987880245,0.579107505070994,,
BB30_STD2.5_squeeze_H10,30,2.5,squeeze,10,986,0.007685778395899824,0.6054766734279919,,
BB30_STD2.5_squeeze_H15,30,2.5,squeeze,15,986,0.012552370766754441,0.6146044624746451,,
BB30_STD3.0_squeeze_H5,30,3.0,squeeze,5,986,0.0034128477987880245,0.579107505070994,,
BB30_STD3.0_squeeze_H10,30,3.0,squeeze,10,986,0.007685778395899824,0.6054766734279919,,
BB30_STD3.0_squeeze_H15,30,3.0,squeeze,15,986,0.012552370766754441,0.6146044624746451,,
