category,strategy,avg_return,n_samples,t_stat,significant
RANGE_PATTERN,InsideDay_H1,0.0009806088599790133,527852,11.769289255505068,True
RANGE_PATTERN,OutsideDay_H1,0.0005848335771590651,409387,5.687469578140294,True
RANGE_PATTERN,OutsideDayUp_H1,-0.001978222666713386,110510,-9.119974432893729,True
RANGE_PATTERN,InsideDay_H3,0.0022854594544627137,525574,13.101637802736755,True
RANGE_PATTERN,OutsideDay_H3,0.0022441150547903737,407034,8.141171888453533,True
RANGE_PATTERN,OutsideDayUp_H3,-0.001653299921414519,110129,-5.829136634281696,True
RANGE_PATTERN,InsideDay_H5,0.003205158230026695,523451,15.895240066119564,True
RANGE_PATTERN,OutsideDay_H5,0.0035889431740502202,405179,11.144372015008496,True
RANGE_PATTERN,OutsideDayUp_H5,-0.00034642972246243323,109905,-0.8902020890646987,False
RANGE_PATTERN,InsideDay_H10,0.0076382822575236905,517909,20.610937992606516,True
RANGE_PATTERN,OutsideDay_H10,0.11130763643529126,400134,1.0689271910902558,False
RANGE_PATTERN,OutsideDayUp_H10,0.0028777568789277504,108026,4.992380784266199,True
NR_PATTERN,NR3_H1,0.0007739379693921414,1639304,13.732276457208737,True
NR_PATTERN,NR3_H3,0.03648071763726227,1632061,1.344493871502682,False
NR_PATTERN,NR3_H5,0.07134157107191963,1624699,1.6931117333338896,False
NR_PATTERN,NR3_H10,0.09385696074324433,1608081,2.7820259669619873,False
NR_PATTERN,NR4_H1,0.0007364380894245288,1296121,11.070860312620027,True
NR_PATTERN,NR4_H3,0.04562134392292529,1290345,1.3293324469237742,False
NR_PATTERN,NR4_H5,0.08958267737293396,1284541,1.6809021151616597,False
NR_PATTERN,NR4_H10,0.09745216308546623,1271503,2.573515616859906,False
NR_PATTERN,NR5_H1,0.0006894675707475729,1085984,9.61916466752375,True
NR_PATTERN,NR5_H3,0.05403888863151141,1081012,1.319158442345053,False
NR_PATTERN,NR5_H5,0.10635285165258779,1076594,1.6725216445196487,False
NR_PATTERN,NR5_H10,0.09939784428390006,1065695,2.344981864673208,False
NR_PATTERN,NR7_H1,0.0006870051877369338,840315,8.337597347897173,True
NR_PATTERN,NR7_H3,0.06955027728109868,836863,1.314358093349557,False
NR_PATTERN,NR7_H5,0.06188114395063811,833711,1.8466798008854803,False
NR_PATTERN,NR7_H10,0.0661024658838784,825805,1.941387154354366,False
NEW_EXTREME,New20DayHigh_H1,0.00017829915376945258,574274,2.179634083412963,False
NEW_EXTREME,New20DayLow_H1,0.14023708204212926,450181,1.0101252304892376,False
NEW_EXTREME,New20DayHigh_H5,0.001238794061362242,569320,7.36219506414166,True
NEW_EXTREME,New20DayLow_H5,0.2742047018760494,446670,1.7262858759946733,False
NEW_EXTREME,New20DayHigh_H10,0.10420178393748851,559721,1.3170627968676722,False
NEW_EXTREME,New20DayLow_H10,0.4751936161814575,443465,2.922881289648318,False
NEW_EXTREME,New20DayHigh_H20,0.15424128291643965,548384,2.4761418797853225,False
NEW_EXTREME,New20DayLow_H20,0.7007583177859878,433071,3.3468083148569847,True
NEW_EXTREME,New50DayHigh_H1,0.00032236045598416346,353131,2.841172056834098,False
NEW_EXTREME,New50DayLow_H1,0.25304778190868255,248691,1.006903469996268,False
NEW_EXTREME,New50DayHigh_H5,0.0007008028712472215,350050,3.188183553961066,True
NEW_EXTREME,New50DayLow_H5,0.4926783131338232,246203,1.7096561263236416,False
NEW_EXTREME,New50DayHigh_H10,0.16662194636337177,344544,1.29639570097636,False
NEW_EXTREME,New50DayLow_H10,0.8528482558545086,244327,2.890199726345311,False
NEW_EXTREME,New50DayHigh_H20,0.2423416617853095,338495,2.4014574555938855,False
NEW_EXTREME,New50DayLow_H20,1.2641054594142203,237070,3.3049723395987165,True
NEW_EXTREME,New100DayHigh_H1,0.0003057508830983239,234748,2.010520065802172,False
NEW_EXTREME,New100DayLow_H1,0.42587821189787234,147650,1.0061069313878013,False
NEW_EXTREME,New100DayHigh_H5,7.075949864112099e-05,232376,0.2624109658451038,False
NEW_EXTREME,New100DayLow_H5,0.8267153239377335,146027,1.701540781514604,False
NEW_EXTREME,New100DayHigh_H10,0.0015020968382010234,227975,4.10544766555719,True
NEW_EXTREME,New100DayLow_H10,1.430512689782266,144885,2.8747782789162204,False
NEW_EXTREME,New100DayHigh_H20,0.006856585069762753,223099,12.493436178231434,True
NEW_EXTREME,New100DayLow_H20,2.117495533845414,140807,3.2882212902845818,True
ACCELERATION,PosAccel5_Top10_H1,0.14670206397755256,428291,1.0053142217458237,False
ACCELERATION,NegAccel5_Bot10_H1,0.002834929680987697,427115,6.813008947027143,True
ACCELERATION,PosAccel5_Top10_H5,0.10478963726235166,425943,1.4855549775223345,False
ACCELERATION,NegAccel5_Bot10_H5,0.156583024280055,421667,1.0564229322221697,False
ACCELERATION,PosAccel5_Top10_H10,0.14671369672082024,422758,1.8834112761023243,False
ACCELERATION,NegAccel5_Bot10_H10,0.2717380247481303,416072,1.995265973966018,False
ACCELERATION,PosAccel10_Top10_H1,0.0009982724796814483,418858,5.855578934419632,True
ACCELERATION,NegAccel10_Bot10_H1,0.1530441723601993,417451,1.0222272966870976,False
ACCELERATION,PosAccel10_Top10_H5,0.004357911607889176,416409,9.085084341779927,True
ACCELERATION,NegAccel10_Bot10_H5,0.2982639823212034,413440,1.7380571860945457,False
ACCELERATION,PosAccel10_Top10_H10,0.20882818929503152,407006,1.6713671469416829,False
ACCELERATION,NegAccel10_Bot10_H10,0.3143265103533471,411175,2.5496862401372584,False
ACCELERATION,PosAccel20_Top10_H1,0.15693597155112382,398423,1.0004458265098481,False
ACCELERATION,NegAccel20_Bot10_H1,0.0025843219108540685,399640,11.677878201399912,True
ACCELERATION,PosAccel20_Top10_H5,0.14730453155922252,392083,1.7198862621903996,False
ACCELERATION,NegAccel20_Bot10_H5,0.16621198351449112,397420,1.0569072002067903,False
ACCELERATION,PosAccel20_Top10_H10,0.29653357578355033,385940,2.0884799597762935,False
ACCELERATION,NegAccel20_Bot10_H10,0.204961518841638,394443,1.8670803593392018,False
VOL_TREND,RisingVol5_H1,0.14787709243157013,427375,1.011198815163159,False
VOL_TREND,FallingVol5_H1,0.0009150227565162917,427468,2.4779172340818136,False
VOL_TREND,RisingVol5_H5,0.3252734137360003,423372,1.8895610272309291,False
VOL_TREND,FallingVol5_H5,0.004542147125413353,424493,9.841163871269874,True
VOL_TREND,RisingVol5_H10,0.23912427961756774,418361,2.268657312697961,False
VOL_TREND,FallingVol5_H10,0.20366827382580058,420760,1.6851714877831048,False
VOL_TREND,RisingVol10_H1,0.0016563182893282696,418180,4.14825390373851,True
VOL_TREND,FallingVol10_H1,0.15047344506180654,418453,1.00747258119369,False
VOL_TREND,RisingVol10_H5,0.005443151350901971,414313,8.196635466630203,True
VOL_TREND,FallingVol10_H5,0.3314800922595026,415263,1.8887350449817948,False
VOL_TREND,RisingVol10_H10,0.21060180096453607,410520,1.7001174491225461,False
VOL_TREND,FallingVol10_H10,0.3446610204582177,409890,2.6475972921277138,False
VOL_TREND,RisingVol20_H1,0.15809623973665263,399585,1.01077853266123,False
VOL_TREND,FallingVol20_H1,0.0010172888297545596,399508,6.07518342021954,True
