strategy,period,std_dev,signal,hold,n_tickers,avg_net,win_rate,t_stat,p_value,source,lookback,threshold,direction,avg_gross,category,avg_return,n,significant,mean_return,layer,factors,condition,pattern,mean,t,fast,slow,hold_period,num_tickers,profitable_pct,source_file,ma_type,hypothesis,law,regime,n_samples
VolSpike20_1.5x_H10,,,,,,,,1.2275764317877569,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0486723330369828,,False,,,,,,,,,,,,,,,,,,580096.0
VolSpikeUp20_1.5x_H10,,,,,,,,10.90508518472089,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0059702291480859,,True,,,,,,,,,,,,,,,,,,297989.0
VolSpikeDn20_1.5x_H10,,,,,,,,1.1391611960357326,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0971967551320485,,False,,,,,,,,,,,,,,,,,,269558.0
VolSpike20_2.0x_H1,,,,,,,,6.958083649373474,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0015424786744259,,True,,,,,,,,,,,,,,,,,,315927.0
VolSpikeUp20_2.0x_H1,,,,,,,,1.8867734075883096,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.000556389926993,,False,,,,,,,,,,,,,,,,,,165140.0
VolSpikeDn20_2.0x_H1,,,,,,,,7.372138240913936,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0025526044599254,,True,,,,,,,,,,,,,,,,,,143566.0
VolSpike20_2.0x_H3,,,,,,,,11.200802356185978,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0034389285868238,,True,,,,,,,,,,,,,,,,,,314535.0
VolSpikeUp20_2.0x_H3,,,,,,,,4.393466089870135,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0018544705209761,,True,,,,,,,,,,,,,,,,,,164600.0
VolSpikeDn20_2.0x_H3,,,,,,,,11.157925535895082,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0051576125887333,,True,,,,,,,,,,,,,,,,,,142766.0
VolSpike20_2.0x_H5,,,,,,,,12.844581651841002,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0047603551653687,,True,,,,,,,,,,,,,,,,,,313214.0
VolSpikeUp20_2.0x_H5,,,,,,,,4.415176751688479,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0022341618956726,,True,,,,,,,,,,,,,,,,,,164082.0
VolSpikeDn20_2.0x_H5,,,,,,,,13.369376380813732,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0075545716915241,,True,,,,,,,,,,,,,,,,,,142010.0
VolSpike20_2.0x_H10,,,,,,,,14.33384691209975,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0084647686264312,,True,,,,,,,,,,,,,,,,,,309704.0
VolSpikeUp20_2.0x_H10,,,,,,,,6.047007419068332,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0054893230156647,,True,,,,,,,,,,,,,,,,,,162079.0
VolSpikeDn20_2.0x_H10,,,,,,,,15.35271817678164,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0116712909876396,,True,,,,,,,,,,,,,,,,,,140602.0
VolSpike20_2.5x_H1,,,,,,,,5.656770420280825,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0018299821746259,,True,,,,,,,,,,,,,,,,,,200884.0
VolSpikeUp20_2.5x_H1,,,,,,,,1.9095761618978564,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0008256847112684,,False,,,,,,,,,,,,,,,,,,106645.0
VolSpikeDn20_2.5x_H1,,,,,,,,5.675926469558378,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0028856341867825,,True,,,,,,,,,,,,,,,,,,89503.0
VolSpike20_2.5x_H3,,,,,,,,7.795858973912828,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0034308333638111,,True,,,,,,,,,,,,,,,,,,200026.0
VolSpikeUp20_2.5x_H3,,,,,,,,2.759866649340999,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0016982275052159,,False,,,,,,,,,,,,,,,,,,106311.0
VolSpikeDn20_2.5x_H3,,,,,,,,8.26106293816769,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0054285720567947,,True,,,,,,,,,,,,,,,,,,89015.0
VolSpike20_2.5x_H5,,,,,,,,9.203074009474118,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0049099490580577,,True,,,,,,,,,,,,,,,,,,199192.0
VolSpikeUp20_2.5x_H5,,,,,,,,3.191089857363955,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0023448371575045,,True,,,,,,,,,,,,,,,,,,105980.0
VolSpikeDn20_2.5x_H5,,,,,,,,9.701329497858056,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0078419593574047,,True,,,,,,,,,,,,,,,,,,88546.0
VolSpike20_2.5x_H10,,,,,,,,9.526818854756293,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0080537887457174,,True,,,,,,,,,,,,,,,,,,196944.0
VolSpikeUp20_2.5x_H10,,,,,,,,3.91968131381617,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.005265788096016,,True,,,,,,,,,,,,,,,,,,104694.0
VolSpikeDn20_2.5x_H10,,,,,,,,11.118178233825049,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.011146624234835,,True,,,,,,,,,,,,,,,,,,87648.0
VolSpike20_3.0x_H1,,,,,,,,4.942985122517808,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0021678011919,,True,,,,,,,,,,,,,,,,,,140961.0
VolSpikeUp20_3.0x_H1,,,,,,,,1.3276760003374062,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0007481138495081,,False,,,,,,,,,,,,,,,,,,75796.0
VolSpikeDn20_3.0x_H1,,,,,,,,5.151332867570385,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0037081503753548,,True,,,,,,,,,,,,,,,,,,61726.0
VolSpike20_3.0x_H3,,,,,,,,5.929161471326051,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0035161756504423,,True,,,,,,,,,,,,,,,,,,140329.0
VolSpikeUp20_3.0x_H3,,,,,,,,1.480281989636559,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0012076057897255,,False,,,,,,,,,,,,,,,,,,75546.0
VolSpikeDn20_3.0x_H3,,,,,,,,6.850744348237904,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0062031850267767,,True,,,,,,,,,,,,,,,,,,61371.0
VolSpike20_3.0x_H5,,,,,,,,6.668120708861894,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0045964177066496,,True,,,,,,,,,,,,,,,,,,139683.0
VolSpikeUp20_3.0x_H5,,,,,,,,1.6145256168091136,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0015510683961687,,False,,,,,,,,,,,,,,,,,,75297.0
VolSpikeDn20_3.0x_H5,,,,,,,,7.925929253928098,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0081668825920768,,True,,,,,,,,,,,,,,,,,,61006.0
VolSpike20_3.0x_H10,,,,,,,,6.389396027469723,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0070552615590401,,True,,,,,,,,,,,,,,,,,,138111.0
VolSpikeUp20_3.0x_H10,,,,,,,,2.339530461900144,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0042637385599184,,False,,,,,,,,,,,,,,,,,,74388.0
VolSpikeDn20_3.0x_H10,,,,,,,,9.025520740041395,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0102516648278418,,True,,,,,,,,,,,,,,,,,,60390.0
VolSpike20_4.0x_H1,,,,,,,,4.193405282182198,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.002435197639651,,True,,,,,,,,,,,,,,,,,,82585.0
VolSpikeUp20_4.0x_H1,,,,,,,,0.8869595018886238,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0007844457166854,,False,,,,,,,,,,,,,,,,,,45416.0
VolSpikeDn20_4.0x_H1,,,,,,,,5.712019868906533,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0042075341358258,,True,,,,,,,,,,,,,,,,,,35059.0
VolSpike20_4.0x_H3,,,,,,,,2.9296499086482437,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0022411219819065,,False,,,,,,,,,,,,,,,,,,82202.0
VolSpikeUp20_4.0x_H3,,,,,,,,-0.3677117215680665,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,-0.000406582724499,,False,,,,,,,,,,,,,,,,,,45262.0
VolSpikeDn20_4.0x_H3,,,,,,,,4.995037823696132,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0054044983361826,,True,,,,,,,,,,,,,,,,,,34850.0
VolSpike20_4.0x_H5,,,,,,,,3.926805024057056,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0036350715001917,,True,,,,,,,,,,,,,,,,,,81840.0
VolSpikeUp20_4.0x_H5,,,,,,,,-0.0603335002276178,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,-7.878587911775717e-05,,False,,,,,,,,,,,,,,,,,,45113.0
VolSpikeDn20_4.0x_H5,,,,,,,,5.945394323616096,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0080400172815553,,True,,,,,,,,,,,,,,,,,,34655.0
VolSpike20_4.0x_H10,,,,,,,,3.8058110373525698,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.006390705796435,,True,,,,,,,,,,,,,,,,,,80878.0
VolSpikeUp20_4.0x_H10,,,,,,,,0.895119557384221,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0024910693712581,,False,,,,,,,,,,,,,,,,,,44568.0
VolSpikeDn20_4.0x_H10,,,,,,,,6.89299778705751,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0108571725464753,,True,,,,,,,,,,,,,,,,,,34268.0
VolSpike20_5.0x_H1,,,,,,,,3.736105509437342,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0030170059501576,,True,,,,,,,,,,,,,,,,,,55392.0
VolSpikeUp20_5.0x_H1,,,,,,,,0.9027004535968972,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0011239907177318,,False,,,,,,,,,,,,,,,,,,31188.0
VolSpikeDn20_5.0x_H1,,,,,,,,5.189223610850608,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0049764849933674,,True,,,,,,,,,,,,,,,,,,22728.0
VolSpike20_5.0x_H3,,,,,,,,1.6069421284192045,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0016716305469874,,False,,,,,,,,,,,,,,,,,,55144.0
VolSpikeUp20_5.0x_H3,,,,,,,,-0.8265967497751305,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,-0.0012691293665706,,False,,,,,,,,,,,,,,,,,,31084.0
VolSpikeDn20_5.0x_H3,,,,,,,,3.7387465150317376,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0052047431361606,,True,,,,,,,,,,,,,,,,,,22600.0
VolSpike20_5.0x_H5,,,,,,,,2.247772190793863,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0028545287879116,,False,,,,,,,,,,,,,,,,,,54873.0
VolSpikeUp20_5.0x_H5,,,,,,,,-0.8080634933058796,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,-0.0014447247919669,,False,,,,,,,,,,,,,,,,,,30961.0
VolSpikeDn20_5.0x_H5,,,,,,,,4.394562743227303,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0081325410626913,,True,,,,,,,,,,,,,,,,,,22466.0
VolSpike20_5.0x_H10,,,,,,,,2.316026764114563,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0033765367060226,,False,,,,,,,,,,,,,,,,,,54197.0
VolSpikeUp20_5.0x_H10,,,,,,,,-1.3966109207110369,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,-0.0028435303924022,,False,,,,,,,,,,,,,,,,,,30565.0
VolSpikeDn20_5.0x_H10,,,,,,,,5.123770709899917,,MEGA_TEST_RESULTS.csv,,,,,VOLUME,0.0109259846321301,,True,,,,,,,,,,,,,,,,,,22203.0
BreakHigh10_H20,,,,,,,,1.6273125117910945,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,0.0631409670772421,,False,,,,,,,,,,,,,,,,,,455589.0
BreakLow10_H20,,,,,,,,2.4324389090663137,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,0.5252650298526692,,False,,,,,,,,,,,,,,,,,,379778.0
BreakHigh20_H20,,,,,,,,1.5710340454926566,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,0.0872176001703585,,False,,,,,,,,,,,,,,,,,,318412.0
BreakLow20_H20,,,,,,,,2.402350778261537,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,0.8110512546667459,,False,,,,,,,,,,,,,,,,,,242914.0
BreakHigh50_H20,,,,,,,,1.4868465876781751,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,0.1328259071822309,,False,,,,,,,,,,,,,,,,,,197871.0
BreakLow50_H20,,,,,,,,2.3741869448952104,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,1.461623824865136,,False,,,,,,,,,,,,,,,,,,133211.0
BreakHigh100_H20,,,,,,,,8.40252833105992,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,0.0064498428789093,,True,,,,,,,,,,,,,,,,,,131422.0
BreakLow100_H20,,,,,,,,2.3620702150308084,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,2.428854417152304,,False,,,,,,,,,,,,,,,,,,79753.0
BreakHigh200_H20,,,,,,,,9.876047467281854,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,0.0068127801577787,,True,,,,,,,,,,,,,,,,,,67609.0
BreakLow200_H20,,,,,,,,2.349429241749427,,MEGA_TEST_RESULTS.csv,,,,,BREAKOUT,4.695862179155669,,False,,,,,,,,,,,,,,,,,,41029.0
GapUp1pct_H1,,,,,,,,16.493251070608363,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.002034263798171,,True,,,,,,,,,,,,,,,,,,641125.0
GapDn1pct_H1,,,,,,,,1.009739455809471,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.1075750788534179,,False,,,,,,,,,,,,,,,,,,586641.0
GapUp1pct_H3,,,,,,,,22.465324419723935,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.004852273897199,,True,,,,,,,,,,,,,,,,,,639372.0
GapDn1pct_H3,,,,,,,,1.0747430454284763,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0459838890081861,,False,,,,,,,,,,,,,,,,,,584310.0
GapUp1pct_H5,,,,,,,,1.0559667724405442,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.1036599965198102,,False,,,,,,,,,,,,,,,,,,636669.0
GapDn1pct_H5,,,,,,,,1.1330765480324514,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.048642396690329,,False,,,,,,,,,,,,,,,,,,582361.0
GapUp1pct_H10,,,,,,,,1.611954434894917,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0766470452463394,,False,,,,,,,,,,,,,,,,,,631894.0
GapDn1pct_H10,,,,,,,,1.3151820122724505,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0523881687529923,,False,,,,,,,,,,,,,,,,,,577441.0
GapUp2pct_H1,,,,,,,,13.27840446864871,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0033306960915205,,True,,,,,,,,,,,,,,,,,,284633.0
GapDn2pct_H1,,,,,,,,1.0071885754887229,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.2339632581746008,,False,,,,,,,,,,,,,,,,,,269053.0
GapUp2pct_H3,,,,,,,,15.628682071231976,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0067057753829215,,True,,,,,,,,,,,,,,,,,,283843.0
GapDn2pct_H3,,,,,,,,1.0537985420101683,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0982759817438066,,False,,,,,,,,,,,,,,,,,,268073.0
GapUp2pct_H5,,,,,,,,1.0357419354256796,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.2289537595584043,,False,,,,,,,,,,,,,,,,,,282734.0
GapDn2pct_H5,,,,,,,,1.0853459335306184,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.1015653795341313,,False,,,,,,,,,,,,,,,,,,267158.0
GapUp2pct_H10,,,,,,,,1.5251398183967155,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.1633120610784278,,False,,,,,,,,,,,,,,,,,,280591.0
GapDn2pct_H10,,,,,,,,1.1994961964688995,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.1041536823671833,,False,,,,,,,,,,,,,,,,,,264892.0
GapUp3pct_H1,,,,,,,,10.358871834703816,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0040204543143509,,True,,,,,,,,,,,,,,,,,,162226.0
GapDn3pct_H1,,,,,,,,1.0047012641246549,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.4196499015704436,,False,,,,,,,,,,,,,,,,,,149632.0
GapUp3pct_H3,,,,,,,,11.294590145167763,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.007390106775678,,True,,,,,,,,,,,,,,,,,,161782.0
GapDn3pct_H3,,,,,,,,1.0382239504216262,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.174066080868749,,False,,,,,,,,,,,,,,,,,,149114.0
GapUp3pct_H5,,,,,,,,1.022891212245688,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.396645883580061,,False,,,,,,,,,,,,,,,,,,161176.0
GapDn3pct_H5,,,,,,,,1.0580411875281683,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.1780113699772267,,False,,,,,,,,,,,,,,,,,,148593.0
GapUp3pct_H10,,,,,,,,1.4727622626335253,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.2766701866117779,,False,,,,,,,,,,,,,,,,,,159937.0
GapDn3pct_H10,,,,,,,,1.1344993951547584,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.1771272873452788,,False,,,,,,,,,,,,,,,,,,147319.0
GapUp5pct_H1,,,,,,,,3.91927243449068,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0021477940561996,,True,,,,,,,,,,,,,,,,,,68837.0
GapDn5pct_H1,,,,,,,,1.001094880694904,,MEGA_TEST_RESULTS.csv,,,,,GAP,1.041627802420526,,False,,,,,,,,,,,,,,,,,,60067.0
GapUp5pct_H3,,,,,,,,4.684329832069551,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0053448744681009,,True,,,,,,,,,,,,,,,,,,68643.0
GapDn5pct_H3,,,,,,,,1.0198868002243118,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.4259328660560249,,False,,,,,,,,,,,,,,,,,,59861.0
GapUp5pct_H5,,,,,,,,1.0080835318685348,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.9211824949911456,,False,,,,,,,,,,,,,,,,,,68395.0
GapDn5pct_H5,,,,,,,,1.0281662194681915,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.4309962616529473,,False,,,,,,,,,,,,,,,,,,59638.0
GapUp5pct_H10,,,,,,,,1.4186314519370755,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.6281071265156754,,False,,,,,,,,,,,,,,,,,,67859.0
GapDn5pct_H10,,,,,,,,1.0652416996452403,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.4145544779584246,,False,,,,,,,,,,,,,,,,,,59101.0
GapUp7pct_H1,,,,,,,,-0.1257189625308932,,MEGA_TEST_RESULTS.csv,,,,,GAP,-0.0001092446453471,,False,,,,,,,,,,,,,,,,,,36452.0
GapDn7pct_H1,,,,,,,,1.0012999156405575,,MEGA_TEST_RESULTS.csv,,,,,GAP,2.0720570662256743,,False,,,,,,,,,,,,,,,,,,30202.0
GapUp7pct_H3,,,,,,,,1.338292485272509,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.0025615642341643,,False,,,,,,,,,,,,,,,,,,36333.0
GapDn7pct_H3,,,,,,,,1.013853300387637,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.8425558006229664,,False,,,,,,,,,,,,,,,,,,30082.0
GapUp7pct_H5,,,,,,,,1.0027452570003688,,MEGA_TEST_RESULTS.csv,,,,,GAP,1.7315197075666993,,False,,,,,,,,,,,,,,,,,,36194.0
GapDn7pct_H5,,,,,,,,1.019496389518323,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.8506104606307441,,False,,,,,,,,,,,,,,,,,,29963.0
GapUp7pct_H10,,,,,,,,1.3972298116215849,,MEGA_TEST_RESULTS.csv,,,,,GAP,1.1695364775033363,,False,,,,,,,,,,,,,,,,,,35894.0
GapDn7pct_H10,,,,,,,,1.0379386271485072,,MEGA_TEST_RESULTS.csv,,,,,GAP,0.8043513547125603,,False,,,,,,,,,,,,,,,,,,29679.0
GapUp10pct_H1,,,,,,,,-2.412536311348444,,MEGA_TEST_RESULTS.csv,,,,,GAP,-0.0034505019533887,,False,,,,,,,,,,,,,,,,,,18177.0
GapDn10pct_H1,,,,,,,,1.0015885046919937,,MEGA_TEST_RESULTS.csv,,,,,GAP,4.433621109586743,,False,,,,,,,,,,,,,,,,,,14119.0
GapUp10pct_H3,,,,,,,,-0.4419514565729122,,MEGA_TEST_RESULTS.csv,,,,,GAP,-0.0015121729848298,,False,,,,,,,,,,,,,,,,,,18116.0
GapDn10pct_H3,,,,,,,,1.0122332518302166,,MEGA_TEST_RESULTS.csv,,,,,GAP,1.800315077110244,,False,,,,,,,,,,,,,,,,,,14056.0
GapUp10pct_H5,,,,,,,,0.9993968225156148,,MEGA_TEST_RESULTS.csv,,,,,GAP,3.464492812563793,,False,,,,,,,,,,,,,,,,,,18029.0
GapDn10pct_H5,,,,,,,,1.0147121154331746,,MEGA_TEST_RESULTS.csv,,,,,GAP,1.8132357535116097,,False,,,,,,,,,,,,,,,,,,13990.0
GapUp10pct_H10,,,,,,,,1.383680997161591,,MEGA_TEST_RESULTS.csv,,,,,GAP,2.3263363485422,,False,,,,,,,,,,,,,,,,,,17870.0
GapDn10pct_H10,,,,,,,,1.017525058483522,,MEGA_TEST_RESULTS.csv,,,,,GAP,1.6925163648237704,,False,,,,,,,,,,,,,,,,,,13827.0
Week1OfMonth_H1,,,,,,,,4.7928904204392975,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0003810757361662,,True,,,,,,,,,,,,,,,,,,997310.0
Week2OfMonth_H1,,,,,,,,23.228056473096714,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0013532018053734,,True,,,,,,,,,,,,,,,,,,1041426.0
Week3OfMonth_H1,,,,,,,,17.4584744291352,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0010301381022841,,True,,,,,,,,,,,,,,,,,,989224.0
Week4OfMonth_H1,,,,,,,,1.0221578937137663,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0642189277547988,,False,,,,,,,,,,,,,,,,,,994786.0
Monday_H3,,,,,,,,1.1237676319502004,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0204469155928381,,False,,,,,,,,,,,,,,,,,,824370.0
Tuesday_H3,,,,,,,,1.0644663881232856,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0295604395769278,,False,,,,,,,,,,,,,,,,,,900216.0
Wednesday_H3,,,,,,,,12.28786946300488,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0018414935362234,,True,,,,,,,,,,,,,,,,,,882756.0
Thursday_H3,,,,,,,,8.06260978021783,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0016186661843172,,True,,,,,,,,,,,,,,,,,,864472.0
Friday_H3,,,,,,,,1.0615656656874417,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0501700103216049,,False,,,,,,,,,,,,,,,,,,881628.0
Jan_H3,,,,,,,,1.609563727885813,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.2389007770629234,,False,,,,,,,,,,,,,,,,,,342610.0
Feb_H3,,,,,,,,0.7700543398063637,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.000509159033366,,False,,,,,,,,,,,,,,,,,,328760.0
Mar_H3,,,,,,,,-8.192376615965777,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,-0.0015494033403447,,True,,,,,,,,,,,,,,,,,,349310.0
Apr_H3,,,,,,,,2.473049839578307,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0003705319271671,,False,,,,,,,,,,,,,,,,,,369197.0
May_H3,,,,,,,,30.235976784894227,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0056168866893877,,True,,,,,,,,,,,,,,,,,,372260.0
Jun_H3,,,,,,,,16.548532730954822,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0027435288628753,,True,,,,,,,,,,,,,,,,,,341783.0
Jul_H3,,,,,,,,9.49642298381245,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0014424092876639,,True,,,,,,,,,,,,,,,,,,389754.0
Aug_H3,,,,,,,,33.55677711305852,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0040034474718124,,True,,,,,,,,,,,,,,,,,,383251.0
Sep_H3,,,,,,,,30.814203486775064,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0062200101723962,,True,,,,,,,,,,,,,,,,,,368062.0
Oct_H3,,,,,,,,-0.7305123043540543,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,-0.0001334096234657,,False,,,,,,,,,,,,,,,,,,414762.0
Nov_H3,,,,,,,,17.66994739531363,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0043714225971297,,True,,,,,,,,,,,,,,,,,,352531.0
Dec_H3,,,,,,,,2.1572960057061525,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0006149158825258,,False,,,,,,,,,,,,,,,,,,341162.0
Week1OfMonth_H3,,,,,,,,14.27639529910927,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0018031325574997,,True,,,,,,,,,,,,,,,,,,997310.0
Week2OfMonth_H3,,,,,,,,21.492864127228607,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0023032100538909,,True,,,,,,,,,,,,,,,,,,1041420.0
Week3OfMonth_H3,,,,,,,,43.622097613686265,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0049776674103044,,True,,,,,,,,,,,,,,,,,,970228.0
Week4OfMonth_H3,,,,,,,,1.629774637647743,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0833129128680312,,False,,,,,,,,,,,,,,,,,,994786.0
Week1OfMonth_H5,,,,,,,,30.88060324058482,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0046004350007794,,True,,,,,,,,,,,,,,,,,,997306.0
Week2OfMonth_H5,,,,,,,,18.097280465386508,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0027168167366083,,True,,,,,,,,,,,,,,,,,,1031588.0
Week3OfMonth_H5,,,,,,,,60.87383596748449,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0094617380738954,,True,,,,,,,,,,,,,,,,,,961062.0
Week4OfMonth_H5,,,,,,,,1.857045005109318,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.1360521732201838,,False,,,,,,,,,,,,,,,,,,994786.0
Week1OfMonth_H10,,,,,,,,29.92537318783083,,MEGA_TEST_RESULTS.csv,,,,,CALENDAR,0.0066067501811664,,True,,,,,,,,,,,,,,,,,,986442.0
