strategy,period,std_dev,signal,hold,n_tickers,avg_net,win_rate,t_stat,p_value,source,lookback,threshold,direction,avg_gross,category,avg_return,n,significant,mean_return,layer,factors,condition,pattern,mean,t,fast,slow,hold_period,num_tickers,profitable_pct,source_file,ma_type,hypothesis,law,regime,n_samples
ZScore60_BUY3.0_H1,,,,1.0,271.0,0.0009126049825753,0.5756457564575646,0.8047744947635324,0.4216578984987318,GRAND_UNIFIED.csv,60.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_BUY3.0_H2,,,,2.0,207.0,0.001601730011283,0.5797101449275363,0.7949244711518453,0.4275723410095207,GRAND_UNIFIED.csv,90.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore10_SHO2.0_H2,,,,2.0,955.0,0.0005127433451531,0.4680628272251309,0.783500976382108,0.4335274473978613,GRAND_UNIFIED.csv,10.0,2.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_BUY2.5_H2,,,,2.0,726.0,0.0006742309296993,0.5674931129476584,0.7172149364527951,0.4734724862934181,GRAND_UNIFIED.csv,20.0,-2.5,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore10_BUY2.5_H1,,,,1.0,58.0,0.0021373200260122,0.5517241379310345,0.6184672233811328,0.5387310919036107,GRAND_UNIFIED.csv,10.0,-2.5,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_SHO3.0_H5,,,,5.0,107.0,0.00410982389004,0.5046728971962616,0.4156587806395221,0.6784999633750135,GRAND_UNIFIED.csv,20.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_SHO3.0_H10,,,,10.0,107.0,0.0047724531383497,0.514018691588785,0.3980934213990129,0.691361978266922,GRAND_UNIFIED.csv,20.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore60_BUY3.0_H2,,,,2.0,271.0,0.0006650066290045,0.6088560885608856,0.3782685907115905,0.7055283098459683,GRAND_UNIFIED.csv,60.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_SHO3.0_H15,,,,15.0,107.0,0.0026246713767036,0.5700934579439252,0.1738269244676224,0.862333018383102,GRAND_UNIFIED.csv,20.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore10_SHO2.5_H2,,,,2.0,100.0,0.0005393537818036,0.59,0.1145520214531832,0.9090322167600188,GRAND_UNIFIED.csv,10.0,2.5,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_SHO3.0_H3,,,,3.0,107.0,0.0007364909749959,0.5046728971962616,0.0863554045868895,0.9313468072771928,GRAND_UNIFIED.csv,20.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore10_SHO2.5_H1,,,,1.0,100.0,0.0002440180211413,0.52,0.0641074338034059,0.9490139488883368,GRAND_UNIFIED.csv,10.0,2.5,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_BUY3.0_H3,,,,3.0,55.0,-0.0012146389003736,0.5636363636363636,-0.3469727422428755,0.7299603868276003,GRAND_UNIFIED.csv,20.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore10_BUY2.0_H1,,,,1.0,942.0,-0.0001644750234991,0.3768577494692144,-0.4047294485051159,0.6857683746247428,GRAND_UNIFIED.csv,10.0,-2.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore30_BUY3.0_H1,,,,1.0,200.0,-0.0007071357951461,0.52,-0.4442473073582607,0.6573465141514787,GRAND_UNIFIED.csv,30.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_BUY3.0_H5,,,,5.0,55.0,-0.0021120541108639,0.5636363636363636,-0.4773399420945636,0.6350464567532069,GRAND_UNIFIED.csv,20.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore30_BUY3.0_H2,,,,2.0,200.0,-0.0011389250779231,0.59,-0.4861951667929036,0.62736376377314,GRAND_UNIFIED.csv,30.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_SHO3.0_H2,,,,2.0,107.0,-0.00502352093224,0.4766355140186916,-0.6973534262176226,0.4871083494056412,GRAND_UNIFIED.csv,20.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_SHO3.0_H1,,,,1.0,107.0,-0.0034390372514264,0.4392523364485981,-0.7262592096152345,0.4692805285112265,GRAND_UNIFIED.csv,20.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_BUY3.0_H2,,,,2.0,55.0,-0.0028263740302187,0.5454545454545454,-0.9612838154478625,0.3406942972161889,GRAND_UNIFIED.csv,20.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_BUY2.5_H1,,,,1.0,726.0,-0.0006503599811728,0.4517906336088154,-1.082776621305184,0.2792675665456419,GRAND_UNIFIED.csv,20.0,-2.5,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore10_BUY2.0_H2,,,,2.0,942.0,-0.0007063936747132,0.4320594479830149,-1.2345554195810038,0.2173042061362311,GRAND_UNIFIED.csv,10.0,-2.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore30_SHO3.0_H1,,,,1.0,246.0,-0.002748957358164,0.4227642276422764,-1.4333837296434475,0.1530230981228057,GRAND_UNIFIED.csv,30.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore30_SHO3.0_H15,,,,15.0,246.0,-0.017958104471916,0.5284552845528455,-1.7316404545496975,0.0845963469432574,GRAND_UNIFIED.csv,30.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore30_SHO3.0_H2,,,,2.0,246.0,-0.005622343125646,0.4430894308943089,-1.7425179929333532,0.0826726078854159,GRAND_UNIFIED.csv,30.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore20_BUY3.0_H1,,,,1.0,55.0,-0.0040670899970324,0.3818181818181818,-1.7604315464632665,0.0839973245958436,GRAND_UNIFIED.csv,20.0,-3.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore30_SHO3.0_H10,,,,10.0,246.0,-0.0114503549064014,0.4715447154471545,-1.7614075193136107,0.079416774552739,GRAND_UNIFIED.csv,30.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore30_SHO3.0_H3,,,,3.0,246.0,-0.0072926207937146,0.4593495934959349,-1.8459527907284428,0.066105419796523,GRAND_UNIFIED.csv,30.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore30_SHO3.0_H5,,,,5.0,246.0,-0.0101979646513419,0.4796747967479675,-2.109130227101059,0.0359483405669504,GRAND_UNIFIED.csv,30.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore60_BUY2.5_H10,,,,10.0,675.0,0.0244913279536431,0.7733333333333333,,,GRAND_UNIFIED.csv,60.0,-2.5,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore60_BUY2.5_H15,,,,15.0,675.0,0.0368132980633522,0.7896296296296297,,,GRAND_UNIFIED.csv,60.0,-2.5,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore60_BUY2.0_H15,,,,15.0,906.0,0.0318936154577032,0.782560706401766,,,GRAND_UNIFIED.csv,60.0,-2.0,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore60_BUY1.5_H15,,,,15.0,946.0,0.0254402305154902,0.781183932346723,,,GRAND_UNIFIED.csv,60.0,-1.5,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore60_SHO2.5_H15,,,,15.0,736.0,0.0127830669352146,0.5842391304347826,,,GRAND_UNIFIED.csv,60.0,2.5,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_BUY1.5_H15,,,,15.0,910.0,0.0307135937167559,0.7747252747252747,,,GRAND_UNIFIED.csv,90.0,-1.5,buy_oversold,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_SHO1.5_H10,,,,10.0,941.0,0.0102667216234761,0.5642933049946866,,,GRAND_UNIFIED.csv,90.0,1.5,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_SHO1.5_H15,,,,15.0,940.0,0.0136186455886486,0.55,,,GRAND_UNIFIED.csv,90.0,1.5,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_SHO2.0_H10,,,,10.0,881.0,0.0127991841093374,0.6242905788876277,,,GRAND_UNIFIED.csv,90.0,2.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_SHO2.0_H15,,,,15.0,880.0,0.0174941935833486,0.6238636363636364,,,GRAND_UNIFIED.csv,90.0,2.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_SHO2.5_H10,,,,10.0,679.0,0.0154854839597002,0.6244477172312224,,,GRAND_UNIFIED.csv,90.0,2.5,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_SHO2.5_H15,,,,15.0,679.0,0.0187087965572564,0.6111929307805597,,,GRAND_UNIFIED.csv,90.0,2.5,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
ZScore90_SHO3.0_H15,,,,15.0,330.0,0.0199556929196916,0.593939393939394,,,GRAND_UNIFIED.csv,90.0,3.0,short_overbought,,,,,False,,,,,,,,,,,,,,,,,,
RSI25_OV35_H3,25.0,,,3.0,936.0,0.0075803521001272,0.717948717948718,14.276953043079375,5.591866481004481e-42,GRAND_UNIFIED.csv,,35.0,oversold,0.0079774674847425,,,,True,,,,,,,,,,,,,,,,,,
RSI25_OV35_H5,25.0,,,5.0,936.0,0.0108257501134516,0.7232905982905983,13.711966217621242,3.9890653354942434e-39,GRAND_UNIFIED.csv,,35.0,oversold,0.011222865498067,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV35_H15,7.0,,,15.0,1000.0,0.0164963323818971,0.804,12.596940897796824,7.09302927319169e-34,GRAND_UNIFIED.csv,,35.0,oversold,0.0169098323818971,,,,True,,,,,,,,,,,,,,,,,,
RSI10_OV35_H15,10.0,,,15.0,999.0,0.0182378520218607,0.7947947947947948,12.51715936130501,1.7028743339844346e-33,GRAND_UNIFIED.csv,,35.0,oversold,0.0186507649347737,,,,True,,,,,,,,,,,,,,,,,,
RSI25_OV35_H1,25.0,,,1.0,936.0,0.0028626996971774,0.6848290598290598,12.264125906197382,3.60818240242769e-32,GRAND_UNIFIED.csv,,35.0,oversold,0.0032598150817927,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV30_H15,7.0,,,15.0,999.0,0.0184458987614899,0.8138138138138138,12.10899228417096,1.3748723746192976e-31,GRAND_UNIFIED.csv,,30.0,oversold,0.0188593121749033,,,,True,,,,,,,,,,,,,,,,,,
RSI25_OV35_H10,25.0,,,10.0,936.0,0.0157140434036683,0.719017094017094,12.036009847970217,4.015887046715006e-31,GRAND_UNIFIED.csv,,35.0,oversold,0.0161111587882837,,,,True,,,,,,,,,,,,,,,,,,
RSI10_OV30_H15,10.0,,,15.0,993.0,0.0206652449020438,0.7875125881168177,12.016319212591934,3.770923526868483e-31,GRAND_UNIFIED.csv,,30.0,oversold,0.0210756175103016,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV25_H15,7.0,,,15.0,998.0,0.0207565677048338,0.8106212424849699,11.977026301802605,5.583255113699709e-31,GRAND_UNIFIED.csv,,25.0,oversold,0.0211693933561364,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV35_H15,14.0,,,15.0,994.0,0.0215962146863126,0.7907444668008048,11.775960961855208,4.6660363615033574e-30,GRAND_UNIFIED.csv,,35.0,oversold,0.0220078847064334,,,,True,,,,,,,,,,,,,,,,,,
RSI20_OV30_H10,20.0,,,10.0,907.0,0.0243430093683774,0.7420066152149944,11.51534044506841,9.871884320383807e-29,GRAND_UNIFIED.csv,,30.0,oversold,0.0247363941533829,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV20_H15,7.0,,,15.0,991.0,0.023401896677354,0.7971745711402624,11.44953343725522,1.360930841204891e-28,GRAND_UNIFIED.csv,,20.0,oversold,0.023811785678363,,,,True,,,,,,,,,,,,,,,,,,
RSI25_OV30_H3,25.0,,,3.0,784.0,0.0090700471988904,0.6900510204081632,11.353110613301729,9.250322159608538e-28,GRAND_UNIFIED.csv,,30.0,oversold,0.0094474706682782,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV25_H1,14.0,,,1.0,924.0,0.0042901225010943,0.7305194805194806,11.272782163478794,1.05134383524657e-27,GRAND_UNIFIED.csv,,25.0,oversold,0.0046851441461159,,,,True,,,,,,,,,,,,,,,,,,
RSI10_OV35_H20,10.0,,,20.0,999.0,0.0192762617373888,0.7647647647647647,11.16391238400808,2.36398731324491e-27,GRAND_UNIFIED.csv,,35.0,oversold,0.0196891746503017,,,,True,,,,,,,,,,,,,,,,,,
RSI10_OV35_H10,10.0,,,10.0,999.0,0.0133700259290893,0.7967967967967968,11.128484331608188,3.3679323163960075e-27,GRAND_UNIFIED.csv,,35.0,oversold,0.0137829388420022,,,,True,,,,,,,,,,,,,,,,,,
RSI25_OV30_H5,25.0,,,5.0,784.0,0.0137403279032598,0.7206632653061225,11.102493529771213,1.0639704629426624e-26,GRAND_UNIFIED.csv,,30.0,oversold,0.0141177513726476,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV35_H10,7.0,,,10.0,1000.0,0.011992507614718,0.806,11.062433080837076,6.479390931943449e-27,GRAND_UNIFIED.csv,,35.0,oversold,0.012406007614718,,,,True,,,,,,,,,,,,,,,,,,
RSI30_OV35_H1,30.0,,,1.0,900.0,0.0025972453111866,0.6622222222222223,11.06185763428111,9.34163665011972e-27,GRAND_UNIFIED.csv,,35.0,oversold,0.0029908008667421,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV35_H10,14.0,,,10.0,994.0,0.0169699110066209,0.7977867203219315,11.033164267330111,8.834127689513807e-27,GRAND_UNIFIED.csv,,35.0,oversold,0.0173815810267416,,,,True,,,,,,,,,,,,,,,,,,
RSI10_OV25_H15,10.0,,,15.0,975.0,0.0245094784310265,0.7774358974358975,10.98952636409841,1.4479030284309566e-26,GRAND_UNIFIED.csv,,25.0,oversold,0.0249164527900008,,,,True,,,,,,,,,,,,,,,,,,
RSI20_OV35_H5,20.0,,,5.0,965.0,0.0120065728477698,0.7533678756476684,10.980611877156427,1.6349386604317752e-26,GRAND_UNIFIED.csv,,35.0,oversold,0.012410510671604,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV35_H20,7.0,,,20.0,1000.0,0.018306247823767,0.78,10.94157699884981,2.1417509520126872e-26,GRAND_UNIFIED.csv,,35.0,oversold,0.018719747823767,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV25_H3,14.0,,,3.0,924.0,0.0111961413618799,0.7619047619047619,10.85649449845874,6.338518144114869e-26,GRAND_UNIFIED.csv,,25.0,oversold,0.0115911630069016,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV30_H15,14.0,,,15.0,973.0,0.0252421027936026,0.7862281603288798,10.852632180168213,5.581214974345896e-26,GRAND_UNIFIED.csv,,30.0,oversold,0.0256482692889778,,,,True,,,,,,,,,,,,,,,,,,
RSI30_OV35_H5,30.0,,,5.0,900.0,0.0098496681286437,0.6677777777777778,10.83749599081334,8.308093501046845e-26,GRAND_UNIFIED.csv,,35.0,oversold,0.0102432236841993,,,,True,,,,,,,,,,,,,,,,,,
RSI30_OV35_H3,30.0,,,3.0,900.0,0.0062151082173038,0.6733333333333333,10.641544498744713,5.450110684229583e-25,GRAND_UNIFIED.csv,,35.0,oversold,0.0066086637728593,,,,True,,,,,,,,,,,,,,,,,,
RSI10_OV30_H20,10.0,,,20.0,993.0,0.0210629564605457,0.7583081570996979,10.563858516443442,8.580283107216e-25,GRAND_UNIFIED.csv,,30.0,oversold,0.0214733290688035,,,,True,,,,,,,,,,,,,,,,,,
RSI10_OV30_H10,10.0,,,10.0,993.0,0.015161014636767,0.783484390735146,10.50238909229282,1.5439829529215298e-24,GRAND_UNIFIED.csv,,30.0,oversold,0.0155713872450248,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV30_H10,7.0,,,10.0,999.0,0.0133347848255555,0.8058058058058059,10.458318995873723,2.311382583035818e-24,GRAND_UNIFIED.csv,,30.0,oversold,0.0137481982389689,,,,True,,,,,,,,,,,,,,,,,,
RSI20_OV30_H5,20.0,,,5.0,907.0,0.0162169709570386,0.7552370452039692,10.340250303678378,9.139693960545852e-24,GRAND_UNIFIED.csv,,30.0,oversold,0.0166103557420441,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV35_H20,14.0,,,20.0,994.0,0.021208371045816,0.7605633802816901,10.329390462730812,7.930844880392206e-24,GRAND_UNIFIED.csv,,35.0,oversold,0.0216200410659368,,,,True,,,,,,,,,,,,,,,,,,
RSI25_OV30_H1,25.0,,,1.0,784.0,0.0035433944649182,0.6517857142857143,10.22407231148546,4.0652817893949633e-23,GRAND_UNIFIED.csv,,30.0,oversold,0.0039208179343059,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV30_H3,14.0,,,3.0,973.0,0.0081328219443995,0.7667009249743063,10.12187595437798,5.794769165763468e-23,GRAND_UNIFIED.csv,,30.0,oversold,0.0085389884397746,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV30_H20,7.0,,,20.0,999.0,0.0201967948263308,0.7827827827827828,10.102535572100688,6.509156713595811e-23,GRAND_UNIFIED.csv,,30.0,oversold,0.0206102082397442,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV25_H20,7.0,,,20.0,998.0,0.0224732004731868,0.781563126252505,10.07354016974485,8.529426911801543e-23,GRAND_UNIFIED.csv,,25.0,oversold,0.0228860261244894,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV25_H10,7.0,,,10.0,998.0,0.0145381560635724,0.7875751503006012,10.064255644369457,9.292410099903238e-23,GRAND_UNIFIED.csv,,25.0,oversold,0.014950981714875,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV35_H5,14.0,,,5.0,994.0,0.0098991327909837,0.7967806841046278,10.02347647960226,1.3652212463482934e-22,GRAND_UNIFIED.csv,,35.0,oversold,0.0103108028111044,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV30_H10,14.0,,,10.0,973.0,0.0199686422491482,0.7882836587872559,9.9938577637191,1.8811283781109799e-22,GRAND_UNIFIED.csv,,30.0,oversold,0.0203748087445234,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV35_H3,14.0,,,3.0,994.0,0.0061003470435126,0.7716297786720322,9.95791295316681,2.4901708252842934e-22,GRAND_UNIFIED.csv,,35.0,oversold,0.0065120170636334,,,,True,,,,,,,,,,,,,,,,,,
RSI10_OV25_H20,10.0,,,20.0,975.0,0.0248305781907677,0.7394871794871795,9.955764470695406,2.6519673176842143e-22,GRAND_UNIFIED.csv,,25.0,oversold,0.0252375525497421,,,,True,,,,,,,,,,,,,,,,,,
RSI7_OV20_H20,7.0,,,20.0,991.0,0.0254396255993548,0.763874873864783,9.859580957400292,6.137148623211755e-22,GRAND_UNIFIED.csv,,20.0,oversold,0.0258495146003639,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV25_H15,14.0,,,15.0,924.0,0.0306813970121077,0.7543290043290043,9.753863791907351,1.850767288811944e-21,GRAND_UNIFIED.csv,,25.0,oversold,0.0310764186571294,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV25_H5,14.0,,,5.0,924.0,0.0163414285215801,0.7738095238095238,9.702892523385124,2.9153762394881105e-21,GRAND_UNIFIED.csv,,25.0,oversold,0.0167364501666017,,,,True,,,,,,,,,,,,,,,,,,
RSI20_OV30_H15,20.0,,,15.0,907.0,0.0259657619745875,0.7034178610804851,9.689249988345804,3.426226324761904e-21,GRAND_UNIFIED.csv,,30.0,oversold,0.026359146759593,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV30_H1,14.0,,,1.0,973.0,0.0028789439263205,0.697841726618705,9.677888042356464,3.268490228902506e-21,GRAND_UNIFIED.csv,,30.0,oversold,0.0032851104216956,,,,True,,,,,,,,,,,,,,,,,,
RSI14_OV30_H5,14.0,,,5.0,973.0,0.0123902131874966,0.7913669064748201,9.617390632670654,5.598922433891083e-21,GRAND_UNIFIED.csv,,30.0,oversold,0.0127963796828717,,,,True,,,,,,,,,,,,,,,,,,
