category,strategy,avg_return,n_samples,t_stat,significant
FUSION_2F,Near52High_LowVol_H1,0.0001478953715046804,891718,4.591252456653984,True
FUSION_2F,Near52High_LowVol_H5,0.0007036405606351571,882157,10.466193590164872,True
FUSION_2F,Near52High_LowVol_H10,0.001600725076443576,870705,16.811416907528216,True
FUSION_2F,Near52High_LowVol_H20,0.0035420089734764584,849841,26.115065077108767,True
FUSION_2F,Near52High_InsideDay_H1,0.0002846378803650199,188820,6.49006272629602,True
FUSION_2F,Near52High_InsideDay_H5,0.001086986308349942,186769,10.640741124180543,True
FUSION_2F,Near52High_InsideDay_H10,0.002652020993071079,184533,17.51122456227152,True
FUSION_2F,Near52High_InsideDay_H20,0.004970467030704538,179986,23.658338126283624,True
FUSION_2F,Near52High_BestMonth_H1,-0.00039808039094756873,517925,-11.0274061328942,True
FUSION_2F,Near52High_BestMonth_H5,-0.0007259195446819723,499392,-10.978151757532315,True
FUSION_2F,Near52High_BestMonth_H10,0.0003008789547893454,475964,3.4246316822535037,True
FUSION_2F,Near52High_BestMonth_H20,0.0034522271713156734,432612,28.272645822799433,True
FUSION_2F,Near52High_Oversold_H1,0.0008179261067273586,83643,2.5086469102481486,False
FUSION_2F,Near52High_Oversold_H5,0.002849616767517506,82843,8.339467778710675,True
FUSION_2F,Near52High_Oversold_H10,0.004569026123838539,82295,13.189024903950088,True
FUSION_2F,Near52High_Oversold_H20,0.008345319316321745,80171,22.015002285571168,True
FUSION_2F,Near52High_LowVolume_H1,0.0002465395335025391,721232,12.906503151342699,True
FUSION_2F,Near52High_LowVolume_H5,0.0011185903185417637,715231,27.667416611902716,True
FUSION_2F,Near52High_LowVolume_H10,0.0020301533633424952,706517,34.32501096379293,True
FUSION_2F,Near52High_LowVolume_H20,0.00480288960718855,688074,56.760194063192586,True
FUSION_2F,Near52High_HighVolume_H1,0.00012544577140410063,257428,1.5758968535867608,False
FUSION_2F,Near52High_HighVolume_H5,0.0011904183890000231,254533,9.023890358459631,True
FUSION_2F,Near52High_HighVolume_H10,0.0032209943107564974,251158,19.09474830108027,True
FUSION_2F,Near52High_HighVolume_H20,0.006027342335066157,245361,26.632573372673065,True
