category,strategy,avg_return,n_samples,t_stat,significant,source
CONTINUATION,TripleUp_1pct_H1,0.0008489937632501,94430,2.3629093789206403,False,DEEP_EXPLORATION_1.csv
CONTINUATION,TripleUp_2pct_H1,0.0013514671475841,35700,1.6299843656564417,False,DEEP_EXPLORATION_1.csv
REVERSAL,VBottom_H3,0.0012900521706771,117997,2.088646732260252,False,DEEP_EXPLORATION_1.csv
REVERSAL,InvertedV_H3,0.0049738043160794,125009,8.258620028861579,True,DEEP_EXPLORATION_1.csv
REVERSAL,DoubleBottom_H3,0.0055159440391473,84995,7.770202668617619,True,DEEP_EXPLORATION_1.csv
CONTINUATION,TripleUp_1pct_H3,0.0018341726624026,94300,3.0932966701633773,True,DEEP_EXPLORATION_1.csv
CONTINUATION,TripleUp_2pct_H3,0.0023358335440762,35645,1.6598984660612586,False,DEEP_EXPLORATION_1.csv
REVERSAL,VBottom_H5,0.0016516715126067,117779,2.327302257975836,False,DEEP_EXPLORATION_1.csv
REVERSAL,InvertedV_H5,0.0069068632907708,124454,6.862523055093179,True,DEEP_EXPLORATION_1.csv
REVERSAL,DoubleBottom_H5,0.0063856115556364,84670,8.56121840721606,True,DEEP_EXPLORATION_1.csv
CONTINUATION,TripleUp_1pct_H5,0.0017210983352801,93885,2.712242253232335,False,DEEP_EXPLORATION_1.csv
CONTINUATION,TripleUp_2pct_H5,0.0019221984115564,35524,1.3350429543161668,False,DEEP_EXPLORATION_1.csv
REVERSAL,VBottom_H10,0.1500883655773252,116792,1.0517818516081143,False,DEEP_EXPLORATION_1.csv
REVERSAL,InvertedV_H10,0.216241832787378,123104,1.064831434662138,False,DEEP_EXPLORATION_1.csv
REVERSAL,DoubleBottom_H10,0.3139997082479171,84066,1.0558978032622737,False,DEEP_EXPLORATION_1.csv
CONTINUATION,TripleUp_1pct_H10,0.0053368629025793,92563,5.1692451066903935,True,DEEP_EXPLORATION_1.csv
CONTINUATION,TripleUp_2pct_H10,0.0053210857704135,35020,2.173858327944897,False,DEEP_EXPLORATION_1.csv
TURN_OF_MONTH,Last1Days_H1,0.1250120917336158,490150,0.980407280686737,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last2Days_H1,0.098527864165335,620937,0.9788859182822818,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last3Days_H1,0.0801352988987136,767497,0.9840700152615764,False,DEEP_EXPLORATION_2.csv
