date,open,high,low,close,volume,dividends,stock_splits,capital_gains,returns,log_returns,realized_vol_5d,realized_vol_20d
2010-01-04 00:00:00-05:00,62.48560990174265,62.63347919617542,62.40815378958527,62.54194259643555,619100,0.0,0.0,0.0,,,,
2010-01-05 00:00:00-05:00,62.71098588426747,62.91518803808063,62.71098588426747,62.81660842895508,1547500,0.0,0.0,0.0,0.004391706127388373,0.004382090727761128,,
2010-01-06 00:00:00-05:00,62.77432862723334,62.80953254220331,62.513793869977306,62.56308364868164,365500,0.0,0.0,0.0,-0.004035951424537165,-0.004044117856776402,,
2010-01-07 00:00:00-05:00,62.577169512416006,62.70391542511043,62.534917293395885,62.56308364868164,390900,0.0,0.0,0.0,0.0,0.0,,
2010-01-08 00:00:00-05:00,62.76025552592104,62.76729845922041,62.54197294329693,62.64055252075195,382500,0.0,0.0,0.0,0.0012382521377196642,0.001237486135811841,,
2010-01-11 00:00:00-05:00,62.67576654601948,62.77434613091558,62.61943381974043,62.682804107666016,653600,0.0,0.0,0.0,0.000674508528641482,0.0006742811500040187,0.0479760775028042,
2010-01-12 00:00:00-05:00,63.091224016007665,63.17572312645497,63.00673027774616,63.13347625732422,403000,0.0,0.0,0.0,0.007189725413115022,0.007164002557281954,0.0639110776263737,
2010-01-13 00:00:00-05:00,63.00672041861214,63.140503940654014,62.80955585842025,62.830684661865234,281900,0.0,0.0,0.0,-0.004796054540460282,-0.004807592515993283,0.06780359405338299,
2010-01-14 00:00:00-05:00,63.013776459560695,63.21093570538415,62.943363210650396,63.126441955566406,511700,0.0,0.0,0.0,0.00470721105925942,0.0046961667862026905,0.07213352887642453,
2010-01-15 00:00:00-05:00,63.358791258210026,63.478494282200344,63.344705389396516,63.4080810546875,429200,0.0,0.0,0.0,0.004461507577432133,0.004451584555976801,0.07414593463061987,
2010-01-19 00:00:00-05:00,63.274313420998375,63.344726672168896,63.16869085814925,63.29543685913086,411900,0.0,0.0,0.0,-0.001776495892684249,-0.001778075732842902,0.07967373090585507,
2010-01-20 00:00:00-05:00,63.47144027908571,63.59818621537971,63.464397345907166,63.51368713378906,228800,0.0,0.0,0.0,0.003448120204051053,0.003442189067850136,0.06772473772155371,
2010-01-21 00:00:00-05:00,63.42921622267844,63.79536829680901,63.41513035125848,63.74607849121094,349200,0.0,0.0,0.0,0.0036589177531505257,0.003652240197050577,0.0423363953599126,
2010-01-22 00:00:00-05:00,63.696749496836794,63.85166175403281,63.67562607488872,63.802371978759766,272900,0.0,0.0,0.0,0.0008830894210472007,0.0008826997269906749,0.04072540540811569,
2010-01-25 00:00:00-05:00,63.66154861450195,63.74604230631602,63.65450568278983,63.66154861450195,1699000,0.0,0.0,0.0,-0.00220718070332393,-0.0022096201167977223,0.0441030811289491,
2010-01-26 00:00:00-05:00,63.85871050697564,63.872790998830446,63.66858894774567,63.788291931152344,490600,0.0,0.0,0.0,0.0019908927666505427,0.001988913566128364,0.037904724700567285,
2010-01-27 00:00:00-05:00,63.82354353129912,63.943246594063716,63.58413740576992,63.640464782714844,342100,0.0,0.0,0.0,-0.002317465226958193,-0.0023201547054826966,0.041673875059019434,
2010-01-28 00:00:00-05:00,63.43621079909707,63.68970259102048,63.43621079909707,63.61928939819336,318100,0.0,0.0,0.0,-0.0003327345988717312,-0.00033278996731071184,0.030025207155562544,
2010-01-29 00:00:00-05:00,63.555987125284915,63.865806579589844,63.47853091866168,63.865806579589844,396700,0.0,0.0,0.0,0.0038748810891855445,0.0038673930746685264,0.04283763970846603,
2010-02-01 00:00:00-05:00,63.76687997647555,63.76687997647555,63.576127377011105,63.64677429199219,634300,0.3,0.0,0.0,-0.0034295705218205796,-0.0034354649796339023,0.047763878872317686,
2010-02-02 00:00:00-05:00,63.675060029826135,63.75983959628801,63.653866485714744,63.75277328491211,426000,0.0,0.0,0.0,0.0016654260031094825,0.0016640407190690034,0.04693961686149853,0.05262439840116475
2010-02-03 00:00:00-05:00,63.56903445702841,63.6184878116211,63.427735308184,63.44892883300781,435300,0.0,0.0,0.0,-0.004765980148760174,-0.004777373647355796,0.05645501383073433,0.05471246008574829
2010-02-04 00:00:00-05:00,63.724468508952945,63.99999516821019,63.724468508952945,63.97174072265625,503400,0.0,0.0,0.0,0.008239885200023389,0.008206122685337035,0.0847180305203525,0.05842119706013461
2010-02-05 00:00:00-05:00,63.92936883895644,64.28967512081556,63.886981766978046,64.1766357421875,694700,0.0,0.0,0.0,0.003202898924066444,0.003197780569443813,0.0834648916726348,0.05871207914296685
2010-02-08 00:00:00-05:00,64.06358987926748,64.13423678280834,63.97881036101048,64.12010955810547,257600,0.0,0.0,0.0,-0.0008807907025402129,-0.0008811788265918267,0.07666074879112716,0.05921199926918329
2010-02-09 00:00:00-05:00,63.95051894501912,64.09888437621441,63.7597718606418,63.77389907836914,481200,0.0,0.0,0.0,-0.005399405617399822,-0.005414035091984933,0.09076511036855348,0.06365115709294451
2010-02-10 00:00:00-05:00,63.87282586797935,63.908146615434916,63.505453442361116,63.597293853759766,496200,0.0,0.0,0.0,-0.0027692398796622664,-0.002773081317966275,0.08497189360324288,0.060264930912189776
2010-02-11 00:00:00-05:00,63.604343480645625,63.604343480645625,63.35001044960589,63.519569396972656,496900,0.0,0.0,0.0,-0.0012221346550662648,-0.0012228820706475375,0.04979449577842456,0.05746972136608454
2010-02-12 00:00:00-05:00,63.724433408927354,63.77388674642614,63.653786553930445,63.66791915893555,219800,0.0,0.0,0.0,0.002335496971582973,0.0023327739374653243,0.04486477461777024,0.05578711691948497
2010-02-16 00:00:00-05:00,63.540800913175985,63.83045485561275,63.51960737958471,63.809261322021484,175400,0.0,0.0,0.0,0.0022199903020718725,0.0022175297645080196,0.0526634108340819,0.05418466926235886
2010-02-17 00:00:00-05:00,63.6467661390345,63.738611967757436,63.35711220771162,63.47014617919922,358000,0.0,0.0,0.0,-0.005314512906063551,-0.005328685164512667,0.05221482110768944,0.057363265989288426
2010-02-18 00:00:00-05:00,63.512484112782744,63.512484112782744,63.095658562586394,63.2440185546875,474300,0.0,0.0,0.0,-0.003562739935611292,-0.003569101608019881,0.05422179405546993,0.05740550606157003
2010-02-19 00:00:00-05:00,63.201667607157496,63.279380798339844,63.06037383592335,63.279380798339844,527900,0.0,0.0,0.0,0.000559139733060432,0.0005589834726847651,0.05544797268206871,0.05566527647241426
2010-02-22 00:00:00-05:00,63.1875590705729,63.286465817685865,63.17342645526335,63.22994613647461,349700,0.0,0.0,0.0,-0.0007812127938289226,-0.000781518099559728,0.04849096979236127,0.055484932688850366
2010-02-23 00:00:00-05:00,63.30762264174047,63.74564183212227,63.286429121078676,63.7103157043457,557200,0.0,0.0,0.0,0.007597184518143729,0.007568471246824375,0.07902492841237871,0.061898221400813705
2010-02-24 00:00:00-05:00,63.73151482206401,63.85161504303526,63.61848090527071,63.74564743041992,394300,0.0,0.0,0.0,0.0005545683722267825,0.0005544146560151859,0.06536885084509393,0.06150824129232713
2010-02-25 00:00:00-05:00,63.98587566393658,64.0212018101591,63.879902615282184,63.97880935668945,256600,0.0,0.0,0.0,0.0036576917117994157,0.003651018624583803,0.05352379486073418,0.06220908766318427
2010-02-26 00:00:00-05:00,64.02122921814161,64.22610909591393,64.01416290786933,64.07774353027344,609900,0.0,0.0,0.0,0.0015463584674171305,0.0015451640862979544,0.05191529671517382,0.06232411884120871
2010-03-01 00:00:00-05:00,64.15135944042379,64.19386622583349,64.03802062328114,64.14427947998047,468600,0.244,0.0,0.0,0.001038362870496412,0.0010378241446673464,0.04589523570906032,0.06100562768952713
2010-03-02 00:00:00-05:00,64.00968420237632,64.19386585930017,63.98134814711496,64.17969512939453,417900,0.0,0.0,0.0,0.0005521248301669779,0.0005519724653332935,0.0204815696933255,0.05946004022071585
2010-03-03 00:00:00-05:00,64.0451369557349,64.15139045926055,63.96721411678105,64.11597442626953,476700,0.0,0.0,0.0,-0.000992848329935625,-0.0009933415303145586,0.02680724520315621,0.05947243753368724
2010-03-04 00:00:00-05:00,64.08764176282779,64.30723955452054,64.01680428852877,64.22931671142578,431100,0.0,0.0,0.0,0.0017677698291334032,0.001766209163043929,0.01743422209194461,0.056554849495885184
2010-03-05 00:00:00-05:00,63.974299909112794,63.9884706472423,63.79012354985365,63.924713134765625,549900,0.0,0.0,0.0,-0.004742438379481739,-0.004753719420933874,0.04113187724938424,0.05193355865573026
2010-03-08 00:00:00-05:00,63.761792706071475,63.811379484484334,63.7334566320422,63.75470733642578,399800,0.0,0.0,0.0,-0.0026594690848504854,-0.002663011755232702,0.04093523567514042,0.0512554623957156
2010-03-09 00:00:00-05:00,63.88220780334961,63.91762924194336,63.75469819078592,63.91762924194336,350500,0.0,0.0,0.0,0.0025554490377919237,0.0025521894298931647,0.048208016390070614,0.0522036539407553
2010-03-10 00:00:00-05:00,63.705100512481735,63.82552473579819,63.669679079952516,63.81135940551758,329800,0.0,0.0,0.0,-0.001662606039775416,-0.0016639897030678074,0.04859720176974915,0.04879672990376749
2010-03-11 00:00:00-05:00,63.69095522327504,63.8538808932515,63.64844840995437,63.75470733642578,283100,0.0,0.0,0.0,-0.0008878053942054098,-0.0008881997268254269,0.04252437991843419,0.04781032482035228
2010-03-12 00:00:00-05:00,63.61299530687597,63.931766496005444,63.605909941358554,63.853843688964844,276400,0.0,0.0,0.0,0.0015549652203081799,0.0015537575136890932,0.03489838653151581,0.04778648986473736
2010-03-15 00:00:00-04:00,63.84675832344742,63.89634507296868,63.73341949792041,63.853843688964844,190100,0.0,0.0,0.0,0.0,0.0,0.02751145658778862,0.047160513839061016
2010-03-16 00:00:00-04:00,63.868035915981686,64.13013507828684,63.84677981227527,64.10179901123047,388200,0.0,0.0,0.0,0.00388316987577797,0.0038756498330847,0.03494338772804252,0.048479807237202036
2010-03-17 00:00:00-04:00,64.15135907413318,64.20094581970307,64.07343627330192,64.17969512939453,288300,0.0,0.0,0.0,0.001215193947215365,0.0012144561966635425,0.028742907621288633,0.04389318840529555
2010-03-18 00:00:00-04:00,64.13009059090768,64.17259195973274,63.988415758458565,64.0096664428711,202600,0.0,0.0,0.0,-0.00264925980375319,-0.002652775302860104,0.0378879683586446,0.04286298480540142
2010-03-19 00:00:00-04:00,63.92471313476563,64.12306023215429,63.917633170253936,63.924713134765625,171300,0.0,0.0,0.0,-0.0013271949820468087,-0.001328076485344486,0.03975288087470567,0.04340944732946985
2010-03-22 00:00:00-04:00,64.08055015429707,64.13722229003906,64.03096338666091,64.13722229003906,338100,0.0,0.0,0.0,0.0033243661934849733,0.0033188527040502575,0.04520282947242164,0.044227065604160024
2010-03-23 00:00:00-04:00,64.1159687782316,64.179720874731,64.00262451171875,64.00262451171875,244100,0.0,0.0,0.0,-0.002098590701537395,-0.00210079582864999,0.0398768386685392,0.03702448934893982
