date,contango_ratio,term_structure,vix_percentile,contango_percentile,vix_5d_change,vix_20d_change,vix,vix3m
2018-10-11 04:00:00+00:00,0.8630904668148056,BACKWARDATION,,,0.5920968903955877,1.0128928162271875,24.979999542236328,21.559999465942383
2018-10-11 05:00:00+00:00,,BACKWARDATION,,,0.5661441906554625,1.0128928162271875,,
2018-10-12 04:00:00+00:00,0.9310183317599869,BACKWARDATION,,,0.3360501392334623,0.758250797620315,21.309999465942383,19.84000015258789
2018-10-12 05:00:00+00:00,,BACKWARDATION,,,-0.07186409774929525,0.758250797620315,,
2018-10-15 04:00:00+00:00,0.9525822367272261,BACKWARDATION,,,-0.07229964780507026,0.7749999364217122,21.299999237060547,20.290000915527344
2018-10-15 05:00:00+00:00,,BACKWARDATION,,,-0.1473178691998619,0.7749999364217122,,
2018-10-16 04:00:00+00:00,1.0192961537483134,CONTANGO,,,-0.29463566204469305,0.4622407104010886,17.6200008392334,17.959999084472656
2018-10-16 05:00:00+00:00,,BACKWARDATION,,,-0.17315808161357937,0.4622407104010886,,
2018-10-17 04:00:00+00:00,1.0402299297865492,CONTANGO,,,-0.1834819308025355,0.4987080217976605,17.399999618530273,18.100000381469727
2018-10-17 05:00:00+00:00,,BACKWARDATION,,,-0.18309858019828185,0.4987080217976605,,
2018-10-18 04:00:00+00:00,0.990029967053071,BACKWARDATION,,,-0.05821595378091138,0.4106891061355662,20.059999465942383,19.86000061035156
2018-10-18 05:00:00+00:00,,BACKWARDATION,,,0.1384789166000484,0.4106891061355662,,
2018-10-19 04:00:00+00:00,0.9974862122375644,BACKWARDATION,,,0.12883078560135885,0.3421052496104222,19.88999938964844,19.84000015258789
2018-10-19 05:00:00+00:00,,BACKWARDATION,,,0.1431034382590688,0.3421052496104222,,
2018-10-22 04:00:00+00:00,1.0091649852734033,CONTANGO,,,0.12873562185212117,0.2517527033081439,19.63999938964844,19.81999969482422
2018-10-22 05:00:00+00:00,,BACKWARDATION,,,-0.0209371927953943,0.2517527033081439,,
2018-10-23 04:00:00+00:00,0.9792371599789427,BACKWARDATION,,,0.03240277347134701,0.2984325600080886,20.709999084472656,20.280000686645508
2018-10-23 05:00:00+00:00,,BACKWARDATION,,,0.04122673303102142,0.2984325600080886,,
2018-10-24 04:00:00+00:00,0.8965517736679441,BACKWARDATION,,,0.2684766373279548,0.09886761969859248,25.229999542236328,22.6200008392334
2018-10-24 05:00:00+00:00,,BACKWARDATION,,,0.2846232345370734,0.09886761969859248,,
2018-10-25 04:00:00+00:00,0.9265070673096423,BACKWARDATION,,,0.23319755937059794,-0.03042434919171344,24.21999931335449,22.440000534057617
2018-10-25 05:00:00+00:00,,BACKWARDATION,,,0.16948335992508357,-0.03042434919171344,,
2018-10-26 04:00:00+00:00,0.9304635630883196,BACKWARDATION,,,0.1665862344497202,0.13374004940847573,24.15999984741211,22.479999542236328
2018-10-26 05:00:00+00:00,,BACKWARDATION,,,-0.0424098182416921,0.13374004940847573,,
2018-10-29 04:00:00+00:00,0.9336031884072744,BACKWARDATION,,,-0.021006690008441353,0.15962449050059746,24.700000762939453,23.059999465942383
2018-10-29 05:00:00+00:00,,BACKWARDATION,,,0.01981839236966043,0.15962449050059746,,
