date,open,high,low,close,volume,dividends,stock_splits,capital_gains,returns,log_returns,realized_vol_5d,realized_vol_20d
2010-01-04 00:00:00-05:00,8.915392458519056,9.044334275617594,8.896972404884574,9.019773483276367,92942347,0.0,0.0,0.0,,,,
2010-01-05 00:00:00-05:00,9.007492575753453,9.185554504394531,8.995212542168337,9.185554504394531,96770018,0.0,0.0,0.0,0.01837973219898914,0.018212866451658215,,
2010-01-06 00:00:00-05:00,9.179412753935583,9.24081363109316,9.11187186114508,9.203972816467285,75492798,0.0,0.0,0.0,0.002005138836631115,0.002003131228994108,,
2010-01-07 00:00:00-05:00,9.222393794706052,9.455716574804708,9.203973745947094,9.400456428527832,117869112,0.0,0.0,0.0,0.02134769582424334,0.02112302560245915,,
2010-01-08 00:00:00-05:00,9.351336740954775,9.40045759791755,9.271515798908066,9.345196723937988,111866140,0.0,0.0,0.0,-0.00587840654440408,-0.005895752386835139,,
2010-01-11 00:00:00-05:00,9.437296473403396,9.443436489622131,9.296075379544067,9.351335525512695,72747299,0.0,0.0,0.0,0.0006568937772044592,0.0006566781169259561,0.18882241877541198,
2010-01-12 00:00:00-05:00,9.277655115906944,9.320635228442168,9.154853352720986,9.216254234313965,137613736,0.0,0.0,0.0,-0.01444513362077493,-0.014550480291973993,0.21010139955232826,
2010-01-13 00:00:00-05:00,9.216256681101981,9.351337791474645,9.142575026966254,9.320637702941895,100839458,0.0,0.0,0.0,0.011326018789638903,0.011262359657559045,0.22362994446962522,
2010-01-14 00:00:00-05:00,9.2899312861546,9.394312965818033,9.265371230152912,9.363612174987793,70844542,0.0,0.0,0.0,0.0046106793779072675,0.004600082755013961,0.1568292962175066,
2010-01-15 00:00:00-05:00,9.308353673264389,9.31449296750797,9.160991149055546,9.173271179199219,118059301,0.0,0.0,0.0,-0.020327731673575267,-0.02053718332345951,0.21086072703816633,
2010-01-19 00:00:00-05:00,9.136432102112156,9.296073940747576,9.087311259136536,9.289933204650879,100437782,0.0,0.0,0.0,0.012717603477829797,0.01263741392234442,0.2414890041311526,
2010-01-20 00:00:00-05:00,9.228534087908821,9.326775064059749,9.167133207503856,9.265374183654785,99359426,0.0,0.0,0.0,-0.0026436165314728255,-0.0026471170563802785,0.2137201530521736,
2010-01-21 00:00:00-05:00,9.259232969316193,9.320633841774319,8.903108485721672,9.001349449157715,310007531,0.0,0.0,0.0,-0.02849585232756613,-0.028909740824879057,0.27289863261317404,
2010-01-22 00:00:00-05:00,8.970652424563252,9.013633266151649,8.657507940598668,8.706628799438477,260932239,0.0,0.0,0.0,-0.03274182958720884,-0.03328983838338765,0.3015925688723641,
2010-01-25 00:00:00-05:00,8.829426783872307,8.866267592344386,8.669784962425762,8.755745887756348,179396215,0.0,0.0,0.0,0.0056413440206659615,0.005625491232230665,0.32437402279096583,
2010-01-26 00:00:00-05:00,8.700485091326879,8.841706858158139,8.58996339518583,8.602243423461914,151799780,0.0,0.0,0.0,-0.017531626232904385,-0.017687125306845342,0.2610796662231602,
2010-01-27 00:00:00-05:00,8.626807684320228,8.829430412108978,8.589967581537817,8.811010360717773,254674696,0.0,0.0,0.0,0.024268894401019203,0.023979084334517092,0.383523082040616,
2010-01-28 00:00:00-05:00,8.878546130608507,8.921526946470246,8.65750275855165,8.768024444580078,275452007,0.0,0.0,0.0,-0.004878659129643026,-0.0048905986354427266,0.3456635512879827,
2010-01-29 00:00:00-05:00,8.829430586123745,8.946092355557601,8.682068730432828,8.706628799438477,222839929,0.0,0.0,0.0,-0.007002221028199029,-0.007026851624459831,0.2511165492900474,
2010-02-01 00:00:00-05:00,8.76188697541532,8.878548708898014,8.76188697541532,8.853988647460938,155187738,0.0,0.0,0.0,0.01692501787051781,0.016783385607438573,0.2781286142467785,
