symbol,category,volatility,ma_crosses_per_year,efficiency_ratio,pct_time_extreme,gaps_per_year,return_3m,dollar_volume,beta
AMZN,quality,0.31410193837854,28.61354581673307,0.0700217157674999,20.51792828685259,21.58565737051793,0.03008472288370978,9746154325.403557,1.3959722267400734
META,quality,0.37278688907420154,27.10756972111554,0.11646868156886384,30.0796812749004,21.083665338645417,-0.12720771821165566,9978795114.94948,1.4380874981302025
JNJ,quality,0.1751891350554703,20.0796812749004,0.11043218399606933,31.872509960159363,3.5139442231075697,0.17612574988031926,1650787794.096952,0.023566072101861592
PG,quality,0.17057901531095418,31.625498007968126,0.014308577344847764,24.50199203187251,3.5139442231075697,-0.046096983365770505,1076076805.8559494,0.10151990936404794
KO,quality,0.15330855377033162,41.66533864541832,0.0802401551637971,19.322709163346612,2.00796812749004,0.057593799807366786,1075040866.1033964,0.04946065710254627
PEP,quality,0.19728861205740159,26.103585657370516,0.008953535305179783,19.52191235059761,4.01593625498008,0.05432814882056314,1013356282.5772715,0.11259356058905495
WMT,quality,0.21661459374072545,21.083665338645417,0.27177637578203584,34.26294820717131,7.027888446215139,0.11776357710736596,2047194843.109365,0.48584484313574783
MU,your_portfolio,0.5762183193688052,27.10756972111554,0.18093319546427453,28.286852589641438,64.75697211155378,0.5989815966039518,6089051087.771789,2.2135736301116773
LUNR,your_portfolio,1.2344438653875558,23.09163346613546,0.18624883525389974,30.278884462151396,91.86454183266932,0.4420849493710306,147028485.1493256,2.4281816353787073
RKLB,your_portfolio,0.8352432120371783,24.095617529880478,0.7990321868813556,30.677290836653388,71.78486055776892,0.3328292732269895,1165517291.8729546,2.1689006846831083
CYPH,your_portfolio,2.954998918354206,29.617529880478088,0.018230381449646754,28.48605577689243,74.79681274900398,3.406779695262653,5211805.207238492,1.3699023959346668
MVST,your_portfolio,2.688875990342613,20.58167330677291,0.05060214865738403,29.681274900398407,86.84462151394422,-0.2864077332804337,26933500.408661887,1.2238419823754954
RR,your_portfolio,1.7557192709267908,28.61354581673307,0.008353910098854401,22.31075697211155,112.44621513944222,-0.27310060676795456,48870085.91162389,1.8843725626801506
APLD,your_portfolio,1.3096359989788524,29.115537848605577,0.11304540334700494,28.286852589641438,103.41035856573706,0.128901511769006,596732776.55012,2.476670901549315
IONQ,your_portfolio,1.0527255775046072,32.62948207171315,0.11257423081422645,20.916334661354583,87.34661354581674,-0.35480436603629906,833499635.1577182,2.802367481180189
UUUU,your_portfolio,0.7216475212199257,27.10756972111554,0.07047495035409389,28.286852589641438,55.21912350597609,-0.09598082628356153,123565180.64713953,1.2771884013613868
ASTS,your_portfolio,1.288235849248903,28.111553784860558,0.5328237482165736,28.884462151394423,90.3585657370518,0.38394155828018683,840594883.0752734,2.2324165008668335
HOOD,your_portfolio,0.6857512949402828,29.617529880478088,0.5445062897766275,33.266932270916335,75.80079681274901,-0.03843105064503449,3351795157.57498,2.6061670436433313
PALI,your_portfolio,1.3756706484792807,25.60159362549801,0.03268039129386878,24.701195219123505,98.89243027888446,1.9047619948671883,3399882.5163442153,0.8616717306009574
ELWS,your_portfolio,2.5219324159518868,41.66533864541832,0.024715253605971838,21.115537848605577,122.48605577689244,1.0658435567969455,2127164.9919178383,1.6578617222872398
SMR,your_portfolio,1.2324055679429144,25.60159362549801,0.13643884886436827,29.482071713147413,121.98406374501994,-0.614073008396365,172055638.14892864,2.6845903724922158
DLB,your_portfolio,0.2461079894288981,33.633466135458164,0.040919348024459117,13.745019920318724,7.027888446215139,-0.07695205561724427,29516842.878486052,0.7379612393372217
LEU,your_portfolio,0.8909998825020546,27.10756972111554,0.2040804915664295,31.274900398406373,85.33864541832669,-0.13490203846209314,210127671.8503914,1.7987833531256874
KRYS,your_portfolio,0.5129697012211295,28.111553784860558,0.10993282057478229,27.490039840637447,18.07171314741036,0.45965933969780615,78100458.99776746,0.9659515949246926
QTUM,your_portfolio,0.28050041917641766,26.103585657370516,0.17901874001629745,25.89641434262948,18.071713147410357,0.04788748483271177,29489581.9137482,1.367698910185007
WULF,your_portfolio,1.2226232576526972,32.62948207171315,0.18980087579917498,21.91235059760956,127.00398406374501,0.1138790669671137,412018081.3273973,3.1458101966264898
OKLO,your_portfolio,1.2604740046901477,21.58565737051793,0.2594181432046759,27.689243027888445,97.88844621513945,-0.41654394028694863,988387990.2154626,2.4422953369436806
AQMS,your_portfolio,1.9699996149728136,18.573705179282868,0.0338595505250535,28.68525896414343,96.88446215139442,0.3358023685501301,1838649.3268066267,0.9113798350893056
B,your_portfolio,0.3623843125072141,33.13147410358566,0.18835859387363774,30.0796812749004,34.63745019920319,0.2950202187785149,912991496.4473459,0.5940441103068373
RXRX,your_portfolio,0.8956421467670667,33.633466135458164,0.026103163701113635,18.52589641434263,95.88047808764941,-0.11434505622465319,75467177.81168227,2.6288633005517257
FSM,your_portfolio,0.5442072635847726,31.12350597609562,0.1238504832827063,28.884462151394423,57.22709163346614,0.15474802928730558,104476281.59594668,0.8529872306709868
CRDO,your_portfolio,0.871704307806377,22.589641434262948,0.3664998141688949,32.669322709163346,88.35059760956176,-0.07475650212420293,595740113.44551,2.822351280796124
ISPR,your_portfolio,0.8066503282585602,34.135458167330675,0.0453402322786678,20.717131474103585,34.13545816733068,0.08148149063884791,220790.39620707234,1.2070251325773997
GRRR,your_portfolio,1.3874453328479117,37.64940239043825,0.04431190436763257,23.705179282868528,94.87649402390439,-0.39417861590290226,18296644.06668099,1.534414035204785
LLY,your_portfolio,0.3567727356741564,26.103585657370516,0.11780264940841266,32.27091633466135,15.561752988047811,0.436468813696379,3852351851.0478597,0.6972433715769689
RCAT,your_portfolio,1.2228365837019473,33.13147410358566,0.4026930456767376,27.290836653386453,107.92828685258965,-0.31605778439668963,43295445.91627064,2.0393909474596628
