date,close,regime_id,regime,returns
2025-03-25,575.4600219726562,1,BEAR,0.0024038545877420603
2025-03-26,568.5900268554688,1,BEAR,-0.011938266525687413
2025-03-27,567.0800170898438,1,BEAR,-0.0026557092004866334
2025-03-28,555.6599731445312,1,BEAR,-0.020138328985595644
2025-03-31,559.3900146484375,1,BEAR,0.0067128130226792315
2025-04-01,560.969970703125,1,BEAR,0.0028244266313557365
2025-04-02,564.52001953125,1,BEAR,0.006328411525621025
2025-04-03,536.7000122070312,1,BEAR,-0.04928081620084812
2025-04-04,505.2799987792969,1,BEAR,-0.058542971330535654
2025-04-07,504.3800048828125,1,BEAR,-0.0017811785518102585
2025-04-08,496.4800109863281,1,BEAR,-0.0156627816725603
2025-04-09,548.6199951171875,2,RANGE,0.10501930183911301
2025-04-10,524.5800170898438,1,BEAR,-0.04381899719533322
2025-04-11,533.9400024414062,1,BEAR,0.017842817199724692
2025-04-14,539.1199951171875,1,BEAR,0.009701450822369617
2025-04-15,537.6099853515625,1,BEAR,-0.0028008788011967267
2025-04-16,525.6599731445312,1,BEAR,-0.02222803246337901
2025-04-17,526.4099731445312,1,BEAR,0.001426777837987947
2025-04-21,513.8800048828125,1,BEAR,-0.023802680232045126
2025-04-22,527.25,1,BEAR,0.02601773758493775
2025-04-23,535.4199829101562,1,BEAR,0.015495463082325855
2025-04-24,546.6900024414062,1,BEAR,0.02104893334386637
2025-04-25,550.6400146484375,1,BEAR,0.00722532365580375
2025-04-28,550.8499755859375,2,RANGE,0.00038130345037501456
2025-04-29,554.3200073242188,2,RANGE,0.006299413437552026
2025-04-30,554.5399780273438,2,RANGE,0.000396829809890642
2025-05-01,558.469970703125,2,RANGE,0.007086942026725218
2025-05-02,566.760009765625,0,BULL,0.014844198430334021
2025-05-05,563.510009765625,0,BULL,-0.005734349537724115
2025-05-06,558.7999877929688,0,BULL,-0.008358364343191038
2025-05-07,561.1500244140625,0,BULL,0.0042055058561747405
2025-05-08,565.0599975585938,0,BULL,0.0069677857514378605
2025-05-09,564.3400268554688,0,BULL,-0.0012741491279434358
2025-05-12,582.989990234375,0,BULL,0.03304738719814848
2025-05-13,586.8400268554688,0,BULL,0.006603949785734642
2025-05-14,587.5900268554688,0,BULL,0.0012780314322096142
2025-05-15,590.4600219726562,0,BULL,0.004884349607746863
2025-05-16,594.2000122070312,0,BULL,0.00633402786844095
2025-05-19,594.8499755859375,0,BULL,0.0010938461217664397
2025-05-20,592.8499755859375,0,BULL,-0.0033621922872737464
2025-05-21,582.8599853515625,0,BULL,-0.016850789652983478
2025-05-22,583.0900268554688,0,BULL,0.00039467712604679406
2025-05-23,579.1099853515625,0,BULL,-0.006825775301577575
2025-05-27,591.1500244140625,0,BULL,0.02079059136787431
2025-05-28,587.72998046875,0,BULL,-0.005785407771406903
2025-05-29,590.0499877929688,0,BULL,0.003947403401760141
2025-05-30,589.3900146484375,0,BULL,-0.0011185037847383228
2025-06-02,592.7100219726562,0,BULL,0.005632954820585345
2025-06-03,596.0900268554688,0,BULL,0.005702628195088044
2025-06-04,595.9299926757812,0,BULL,-0.0002684731709600152
2025-06-05,593.0499877929688,0,BULL,-0.004832790626766448
2025-06-06,599.1400146484375,0,BULL,0.010268994150278488
