ticker,rsi_threshold,hold_days,vol_multiplier,num_trades,win_rate,avg_win,avg_loss,expected_value,sharpe,score
DDOG_365,34,11,1.5,5,80.0,11.076627075457107,-2.433190940763347,8.374663472213017,1.2392292789604955,2.612572276863621
ZS_365,34,2,1.0,15,46.666666666666664,7.362822833558781,-5.583597506840736,0.4580653186790385,0.05551339626510241,0.34736330324194836
PANW_365,30,11,1.0,16,81.25,8.501597567495311,-1.6772867260655488,6.593056762452651,1.2338627355025975,6.576033738321118
FTNT_365,34,4,1.5,8,87.5,7.891670441050153,-2.2408625151157624,6.6251038215294145,1.0827447430741222,3.223905235418266
SNOW_365,34,5,1.0,15,86.66666666666667,9.035514798290354,-8.27697834876187,6.727182378683393,0.7529522915823731,5.805173892200877
CRM_365,26,11,1.0,23,69.56521739130434,8.14971729273761,-5.203423508376742,4.085717918485415,0.5280019624867334,4.517171334310917
ADBE_365,28,10,1.0,13,100.0,5.3997687160911605,0.0,5.3997687160911605,2.1832953272847244,5.042457340273063
NOW_365,34,11,1.0,24,58.333333333333336,8.33809584920476,-6.020242019698392,2.355455070495115,0.23162375922144912,2.4645709421161754
INTU_365,30,7,1.0,14,64.28571428571429,4.240566351786752,-4.42024438507926,1.1474196600488906,0.23434224212875024,0.8408382074460086
ORCL_365,28,9,1.0,20,60.0,16.57327166645668,-8.268285707026408,6.6366487170634425,0.4028077798126068,7.171307464086746
PSTG_365,28,5,1.0,20,75.0,7.114513448070852,-6.721649093110192,3.655472812775591,0.46325443362186447,3.994155610276087
MDAI_365,28,10,1.0,10,40.0,12.474325427236812,-3.7363733965509116,2.747906132964178,0.2566733125135159,1.444484483444501
AAPL_365,34,6,1.0,19,84.21052631578947,5.7323105529498,-2.943002990766549,4.362524203941955,0.8617797631239669,4.8587096580130344
MSFT_365,34,3,1.0,17,82.35294117647058,3.092650028340446,-1.9298144434830846,2.2063327686068814,0.6826771739960289,2.131439066608304
GOOGL_365,34,3,1.0,13,61.53846153846154,4.721399778913977,-3.554099781644003,1.5385153325455223,0.30746037924081276,1.0615291921441823
META_365,22,11,1.0,6,100.0,4.469510048671843,0.0,4.469510048671843,1.0758063895159817,1.6293526627035764
AMZN_365,34,2,1.0,19,52.63157894736842,3.5846674658639737,-1.58232943916208,1.1371426161147908,0.2477425259693775,1.1338120162887553
NFLX_365,34,11,1.0,17,82.35294117647058,10.30767876247229,-3.2772260347646838,7.91034262178341,0.8235182426762954,7.831224175841839
MRVL_365,30,11,1.5,10,90.0,10.328504092660578,-19.238274804303312,7.371826202964188,0.67021446805792,4.179983559205602
MU_365,32,11,1.0,10,80.0,12.43358188354675,-3.143156689307492,9.318234168975902,1.2106535699359915,5.787232430704972
INTC_365,32,11,1.0,16,100.0,14.320063019575171,0.0,14.320063019575171,2.088704274451332,16.241710709963993
QCOM_365,28,11,1.5,5,100.0,12.610769520550061,0.0,12.610769520550061,2.414728072217269,4.675271338814222
ANET_365,22,11,1.0,10,80.0,7.871798592987082,-3.7713553763498835,5.543167799119688,0.8420214010815178,3.2383304912243154
MRNA_365,32,1,1.0,21,52.38095238095239,6.06286728630069,-2.9767529873447787,1.7582862036123719,0.3159556632493779,1.8693943003412874
VRTX_365,34,11,1.0,16,93.75,3.8326625558909297,-3.014388310141578,3.4047218767638983,1.3958407493658427,3.484169427146223
GILD_365,34,3,1.0,5,80.0,4.817554784401804,-0.5941912270197927,3.735205582117485,1.6051343069166881,1.2335767266915458
APLS_365,22,7,1.0,11,54.54545454545454,8.5673007796315,-2.5205777034377843,3.5273560146000076,0.5070392855113692,2.1367816961025765
INMD_365,26,9,1.0,5,100.0,6.333691313970958,0.0,6.333691313970958,1.4481987449453733,2.0420450190809474
TNDM_365,34,11,1.5,12,66.66666666666666,6.231552755247947,-11.837273115042207,0.2086107984845623,0.022677319823473565,0.1257341671462411
PRCT_365,30,10,1.0,12,83.33333333333334,7.067214617432368,-7.237046456600625,4.683171105093536,0.5716714440026116,3.131170885635337
JPM_365,22,11,1.0,5,100.0,6.822061175577296,0.0,6.822061175577296,7.228015666362848,4.171013546592246
BAC_365,34,11,1.0,18,88.88888888888889,7.725464281785065,-8.013483690786854,5.976692284832629,0.9734914272730925,6.426309622841449
GS_365,34,11,1.0,12,91.66666666666666,8.072460801151504,-3.3345480136781522,7.121876733249032,1.065288922017439,5.183548806497891
MS_365,32,11,1.0,11,72.72727272727273,8.911920842856377,-3.664052695597544,5.48210987782349,0.7154000925767473,3.4465696433551107
C_365,34,11,1.0,15,93.33333333333333,8.533026690188501,-1.0743764783453789,7.892533145619576,1.374361172994648,7.546478526001611
WFC_365,34,11,1.0,17,88.23529411764706,8.665968171011375,-1.3318025992128155,7.489759845102647,1.4494874705202099,8.211869087293135
SCHW_365,32,11,1.0,5,100.0,11.732907520295559,0.0,11.732907520295559,2.084600791907314,4.156148295483059
