Date,Open,High,Low,Close,Volume
2023-12-26,10.699999809265137,10.699999809265137,10.61299991607666,10.630000114440918,69700
2023-12-27,10.640000343322754,10.710000038146973,10.619999885559082,10.630000114440918,72700
2023-12-28,10.59000015258789,10.699999809265137,10.510000228881836,10.539999961853027,72400
2023-12-29,10.5,10.66100025177002,10.489999771118164,10.5600004196167,29300
2024-01-02,10.59000015258789,10.630000114440918,10.539999961853027,10.600000381469727,207800
2024-01-03,10.630000114440918,10.649999618530273,10.619999885559082,10.649999618530273,129500
2024-01-04,10.6899995803833,10.6899995803833,10.649999618530273,10.649999618530273,4900
2024-01-05,10.609999656677246,10.680000305175781,10.609999656677246,10.65999984741211,16500
2024-01-08,10.680000305175781,10.680000305175781,10.569999694824219,10.640000343322754,32400
2024-01-09,10.59000015258789,10.654999732971191,10.59000015258789,10.645000457763672,77700
2024-01-10,10.649999618530273,10.73799991607666,10.579999923706055,10.619999885559082,150800
2024-01-11,10.635000228881836,10.654999732971191,10.630000114440918,10.640000343322754,4700
2024-01-12,10.5600004196167,10.680000305175781,10.5600004196167,10.640000343322754,20700
2024-01-16,10.579999923706055,10.640000343322754,10.569999694824219,10.619999885559082,31200
2024-01-17,10.619999885559082,10.619999885559082,10.569999694824219,10.619999885559082,37200
2024-01-18,10.699999809265137,10.699999809265137,10.604000091552734,10.635000228881836,16200
2024-01-19,10.649999618530273,10.649999618530273,10.5600004196167,10.630000114440918,66000
2024-01-22,10.65999984741211,10.664999961853027,10.619999885559082,10.649999618530273,19000
2024-01-23,10.649999618530273,10.899999618530273,10.630000114440918,10.779999732971191,78300
2024-01-24,10.850000381469727,10.850000381469727,10.720000267028809,10.789999961853027,86800
2024-01-25,10.890000343322754,10.890000343322754,10.75,10.779999732971191,37900
2024-01-26,10.75,10.878999710083008,10.720000267028809,10.75,39400
2024-01-29,10.789999961853027,11.300000190734863,10.789999961853027,11.260000228881836,991500
2024-01-30,11.300000190734863,11.460000038146973,11.069999694824219,11.220000267028809,494000
2024-01-31,11.319999694824219,11.399999618530273,11.09000015258789,11.119999885559082,231300
2024-02-01,11.350000381469727,11.399999618530273,11.069999694824219,11.149999618530273,194100
2024-02-02,11.010000228881836,11.010000228881836,10.520000457763672,10.630000114440918,864500
2024-02-05,10.680000305175781,10.6899995803833,10.550000190734863,10.640000343322754,210500
2024-02-06,10.630000114440918,10.699999809265137,10.609999656677246,10.65999984741211,513400
2024-02-07,10.670000076293945,10.670000076293945,10.619999885559082,10.630000114440918,148000
2024-02-08,10.630000114440918,10.649999618530273,10.609999656677246,10.609999656677246,44800
2024-02-09,10.699999809265137,10.699999809265137,10.609999656677246,10.609999656677246,34500
2024-02-12,10.649999618530273,10.739999771118164,10.609999656677246,10.65999984741211,119700
2024-02-13,10.65999984741211,10.670000076293945,10.579999923706055,10.630000114440918,288200
2024-02-14,10.649999618530273,10.649999618530273,10.609999656677246,10.630000114440918,24900
2024-02-15,10.699999809265137,10.699999809265137,10.609999656677246,10.65999984741211,91300
2024-02-16,10.649999618530273,10.670000076293945,10.600000381469727,10.630000114440918,264500
2024-02-20,10.640000343322754,10.670000076293945,10.59000015258789,10.630000114440918,112600
2024-02-21,10.619999885559082,10.649999618530273,10.600000381469727,10.640000343322754,36000
2024-02-22,10.649999618530273,10.670000076293945,10.579999923706055,10.619999885559082,43500
2024-02-23,10.59000015258789,10.649999618530273,10.59000015258789,10.640000343322754,311700
2024-02-26,10.640000343322754,10.640000343322754,10.600000381469727,10.640000343322754,34400
2024-02-27,10.640000343322754,10.657999992370605,10.600000381469727,10.640000343322754,134200
2024-02-28,10.640000343322754,10.670000076293945,10.609999656677246,10.649999618530273,131100
2024-02-29,10.640000343322754,10.65999984741211,10.59000015258789,10.640000343322754,88600
2024-03-01,10.699999809265137,10.699999809265137,10.619999885559082,10.630000114440918,134200
2024-03-04,10.699999809265137,10.75,10.616999626159668,10.649999618530273,196600
