Date,Open,High,Low,Close,Volume
2023-12-26,13.670000076293945,13.739999771118164,13.0,13.520000457763672,8866800
2023-12-27,13.640000343322754,13.90999984741211,13.170000076293945,13.210000038146973,7445200
2023-12-28,13.149999618530273,13.395000457763672,13.020000457763672,13.229999542236328,5065100
2023-12-29,13.170000076293945,13.180000305175781,12.329999923706055,12.390000343322754,8605300
2024-01-02,12.350000381469727,12.59000015258789,12.100000381469727,12.15999984741211,5951100
2024-01-03,11.8100004196167,12.09000015258789,11.770000457763672,11.930000305175781,6225700
2024-01-04,12.0600004196167,12.609999656677246,11.850000381469727,12.279999732971191,7264400
2024-01-05,12.09000015258789,12.380000114440918,11.949999809265137,12.0,6103600
2024-01-08,12.119999885559082,12.729999542236328,12.024999618530273,12.640000343322754,6044300
2024-01-09,12.420000076293945,12.640000343322754,12.170000076293945,12.449999809265137,4920900
2024-01-10,12.460000038146973,12.489999771118164,11.609999656677246,12.09000015258789,7384800
2024-01-11,12.069999694824219,12.270000457763672,11.359999656677246,11.5600004196167,7131300
2024-01-12,11.739999771118164,11.96500015258789,11.369999885559082,11.399999618530273,4476900
2024-01-16,11.199999809265137,11.270000457763672,10.869999885559082,10.970000267028809,5654500
2024-01-17,10.699999809265137,10.890000343322754,10.460000038146973,10.850000381469727,4866400
2024-01-18,11.390000343322754,11.399999618530273,10.470000267028809,10.720000267028809,6329300
2024-01-19,10.84000015258789,10.859999656677246,10.319999694824219,10.850000381469727,5365700
2024-01-22,11.180000305175781,11.864999771118164,11.149999618530273,11.720000267028809,7254900
2024-01-23,12.100000381469727,12.119999885559082,11.541999816894531,11.75,5291400
2024-01-24,12.050000190734863,12.100000381469727,11.0600004196167,11.069999694824219,5092400
2024-01-25,11.449999809265137,11.989999771118164,11.15999984741211,11.279999732971191,7254600
2024-01-26,11.380000114440918,11.569999694824219,10.954999923706055,11.010000228881836,4796100
2024-01-29,10.890000343322754,11.220000267028809,10.75,11.210000038146973,4820100
2024-01-30,11.0600004196167,11.119999885559082,10.550000190734863,10.6899995803833,5563700
2024-01-31,10.619999885559082,10.9350004196167,10.270000457763672,10.270000457763672,7529500
2024-02-01,10.470000267028809,10.479999542236328,9.9350004196167,10.239999771118164,7506000
2024-02-02,10.020000457763672,10.338000297546387,9.890000343322754,10.270000457763672,5139700
2024-02-05,10.119999885559082,10.15999984741211,9.600000381469727,9.869999885559082,5647800
