ticker,date,rsi,macro_regime,vix,yield_curve,fwd_5d,fwd_10d,win_5d,win_10d
NVDA,2021-05-17,32.47865460888842,NEUTRAL,19.719999313354492,1.634999985806644,10.211444766273159,14.817722623940055,1,1
NVDA,2021-05-18,32.06523630920783,NEUTRAL,21.34000015258789,1.6319999601691961,11.644049312625615,19.70997564599768,1,1
NVDA,2021-05-19,32.10382610198772,NEUTRAL,22.18000030517578,1.6779999686405063,11.61863703825341,20.645898067550238,1,1
NVDA,2021-09-20,27.916707414185723,RISK_OFF,25.709999084472656,1.28400001488626,2.5908293456593734,-6.541007410465182,1,0
NVDA,2021-09-21,33.2055010709052,NEUTRAL,24.360000610351562,1.3040000014007092,-2.574610743472072,-3.741878803651666,0,0
NVDA,2021-09-28,34.695748487080664,NEUTRAL,23.25,1.5040000397711992,-1.1981148539279562,-0.1352732658475131,0,0
NVDA,2021-09-29,34.56672230871993,NEUTRAL,22.559999465942383,1.511000009253621,0.891948042172741,2.056823913016337,1,1
NVDA,2021-09-30,33.30167182886848,NEUTRAL,23.139999389648438,1.5010000430047512,1.732974143041166,4.972025099035204,1,1
NVDA,2021-10-04,28.714283815600226,NEUTRAL,22.959999084472656,1.452999945729971,4.880392600337946,12.61910977205023,1,1
NVDA,2021-12-17,32.941544785001796,NEUTRAL,21.56999969482422,1.3719999510794878,11.308940500779796,8.345012274230058,1,1
NVDA,2021-12-20,34.23714027391054,NEUTRAL,22.8700008392334,1.381000030785799,9.390690883007725,5.667599770307996,1,1
NVDA,2022-01-13,34.277284088297876,NEUTRAL,20.309999465942383,1.600999966263771,-12.04515369463116,-14.054571776704417,0,0
NVDA,2022-01-14,27.278933775315735,NEUTRAL,19.190000534057617,1.6539999544620514,-13.250678905707202,-9.115853215213022,0,0
NVDA,2022-01-18,26.04880868161041,NEUTRAL,22.790000915527344,1.7350000143051147,-13.816940005205701,-4.883611019791689,0,0
NVDA,2022-01-19,24.67148847852758,NEUTRAL,23.850000381469727,1.6620000153779984,-9.155473171710526,0.6981212585059016,0,1
NVDA,2022-01-20,23.462244268698754,RISK_OFF,25.59000015258789,1.6649999469518661,-9.134573535840095,-0.8364514069552187,0,0
NVDA,2022-01-21,22.16180099970549,RISK_OFF,28.850000381469727,1.5889999717473984,-2.2846018911758303,4.042951463962718,0,1
NVDA,2022-01-24,16.704529212802214,RISK_OFF,29.899999618530273,1.5800000131130219,4.7664069739517645,5.801830863484758,1,1
NVDA,2022-01-25,16.35436881016308,RISK_OFF,31.15999984741211,1.5979999899864197,10.365527733586632,12.470894338229698,1,1
NVDA,2022-01-26,23.49138039490657,RISK_OFF,31.959999084472656,1.670000046491623,10.846657222224598,17.271210824636405,1,1
NVDA,2022-01-27,16.72713816346439,RISK_OFF,30.489999771118164,1.6220000386238098,9.132320676619399,17.681356868613072,1,1
NVDA,2022-01-28,26.390202210858376,RISK_OFF,27.65999984741211,1.608999952673912,6.475492581109532,4.855514979812292,1,1
NVDA,2022-02-01,34.94931684778261,NEUTRAL,21.959999084472656,1.5969999581575394,1.9076306233276608,7.53714213601111,1,1
NVDA,2022-03-08,27.007128507709922,CRISIS,35.130001068115234,1.5119999647140503,6.781627692958625,23.28717023152247,1,1
NVDA,2022-04-08,34.773850565786034,NEUTRAL,21.15999984741211,2.0450000762939453,-5.778791288105156,-13.914958303308333,0,0
NVDA,2022-04-11,32.092074927076325,NEUTRAL,24.3700008392334,2.099999964237213,1.2821173374579775,-14.276577850578665,1,0
NVDA,2022-04-12,33.328000937925665,NEUTRAL,24.260000228881836,1.9869999289512634,-0.10230656249416992,-14.364769010547862,0,0
NVDA,2022-04-13,21.865848891987127,NEUTRAL,21.81999969482422,1.9470000267028809,-9.097867169697016,-10.903922810544364,0,0
NVDA,2022-04-14,20.902696035522453,NEUTRAL,22.700000762939453,2.0800000429153442,-8.199252161287319,-12.752824304102017,0,0
NVDA,2022-04-18,20.888394913629725,NEUTRAL,22.170000076293945,2.10699999332428,-8.635175802171634,-10.329147291663087,0,0
NVDA,2022-04-19,20.73061701667028,NEUTRAL,21.3700008392334,2.080000102519989,-15.36173966051403,-11.694733079219388,0,0
NVDA,2022-04-20,21.211301196351457,NEUTRAL,20.31999969482422,2.044999897480011,-14.277068826394911,-5.3440145670652806,0,0
NVDA,2022-04-21,19.585532872865215,NEUTRAL,22.68000030517578,2.1170000433921814,-1.9868132733683042,-6.6342984779200975,0,0
NVDA,2022-04-22,19.429128710547317,RISK_OFF,28.209999084472656,2.125999927520752,-4.960277829996551,-4.30439695146787,0,0
NVDA,2022-04-25,17.602066564053388,RISK_OFF,27.020000457763672,2.027999997138977,-1.8540740425697755,-14.832678746245797,0,0
NVDA,2022-04-26,18.097338222631464,CRISIS,33.52000045776367,1.9390000700950623,4.3325637443234255,-6.34980088384427,1,0
NVDA,2022-04-27,20.171238075598595,CRISIS,31.600000381469727,2.0100000500679016,10.420845550927904,-9.693195707707414,1,0
NVDA,2022-04-28,30.262209163712896,RISK_OFF,29.989999771118164,2.0779998898506165,-4.74169380648145,-18.233753925606223,0,0
NVDA,2022-04-29,29.87321759557551,CRISIS,33.400001525878906,2.0790000557899475,0.6901123693895839,-4.534428095695553,1,0
NVDA,2022-05-09,28.71856126706882,CRISIS,34.75,2.278999984264374,1.852505666771731,-0.3067857421453102,1,0
NVDA,2022-05-10,34.14632283593798,CRISIS,32.9900016784668,2.115000009536743,3.3077626183664943,-8.18981773630486,1,0
NVDA,2022-05-24,31.235415080191643,RISK_OFF,29.450000762939453,1.7170000076293945,13.408414420157989,15.463293438990156,1,1
NVDA,2022-06-17,32.1531387268048,RISK_OFF,31.1299991607666,1.7290000915527344,6.22796011437825,-5.76826376767311,1,0
NVDA,2022-06-23,27.475130591266492,RISK_OFF,29.049999237060547,1.508000135421753,-6.570114470490385,-2.3852021954070546,0,0
NVDA,2022-06-28,32.56639800595002,RISK_OFF,28.360000610351562,1.468000054359436,-5.330997894076539,-5.118248047626606,0,0
NVDA,2022-06-29,31.93764569541426,CRISIS,28.15999984741211,1.3879998922348022,2.033202492430086,-1.0938029102114277,1,0
NVDA,2022-06-30,32.764573305184996,RISK_OFF,28.709999084472656,1.3719998598098755,4.47920090168743,3.97784267449528,1,1
NVDA,2022-07-01,34.571306430268265,CRISIS,26.700000762939453,1.2859998941421509,4.331064251881522,10.865513730471577,1,1
NVDA,2022-08-30,32.33913404474981,RISK_OFF,26.209999084472656,0.2369999885559082,-11.313188298252763,-15.102786510501264,0,0
NVDA,2022-08-31,31.414772113173186,RISK_OFF,25.8700008392334,0.27300000190734863,-7.286619315497789,-14.317990092413059,0,0
NVDA,2022-09-01,20.367633242673335,CRISIS,25.559999465942383,0.40200018882751465,3.259478923085779,-5.274300063325321,1,0
NVDA,2022-09-02,16.423522029643806,RISK_OFF,25.469999313354492,0.3730001449584961,6.318670493266754,-1.9126934661654937,1,0
NVDA,2022-09-06,16.364335079389036,CRISIS,26.90999984741211,0.49499988555908203,-2.4515224983645667,-2.1172281675498006,0,0
NVDA,2022-09-07,20.240607895594565,RISK_OFF,24.639999389648438,0.3320000171661377,-4.273012119313613,-3.303203838264235,0,0
NVDA,2022-09-08,18.540208626062807,RISK_OFF,23.610000610351562,0.34200000762939453,-7.58398704157125,-10.214447880880961,0,0
NVDA,2022-09-09,25.540534934351754,RISK_OFF,22.790000915527344,0.3530001640319824,-8.264402527895376,-13.004793746512643,0,0
NVDA,2022-09-12,30.18705224066312,RISK_OFF,23.8700008392334,0.36700010299682617,-7.742162238525685,-15.698030439818368,0,0
NVDA,2022-09-13,23.376427807443605,CRISIS,27.270000457763672,0.2689998149871826,0.3426955903121698,-5.467974804027731,1,0
NVDA,2022-09-14,22.9516489036197,RISK_OFF,26.15999984741211,0.2839999198913574,1.013098085002051,-2.985979045449727,1,0
NVDA,2022-09-15,14.773569182918962,RISK_OFF,26.270000457763672,0.3640000820159912,-2.8463258207135245,-5.4838040454454395,0,0
NVDA,2022-09-16,23.103316063360126,RISK_OFF,26.299999237060547,0.37800002098083496,-5.167450094886816,-8.023944904147307,0,0
NVDA,2022-09-19,27.679640700061427,RISK_OFF,25.760000228881836,0.4549999237060547,-8.623514700032286,-6.501272795708712,0,0
NVDA,2022-09-20,28.344727286402247,RISK_OFF,27.15999984741211,0.3280000686645508,-5.790825490740459,-0.06831083735563404,0,0
NVDA,2022-09-21,31.6874446060811,RISK_OFF,27.989999771118164,0.31999993324279785,-3.95896889241687,-0.3921381693896664,0,0
NVDA,2022-09-22,34.877610085242225,RISK_OFF,27.350000381469727,0.5779998302459717,-2.7147488214030235,4.529905225721387,0,1
NVDA,2022-09-27,34.973411764290674,CRISIS,32.599998474121094,0.7139999866485596,6.074264723360234,-6.662350646722204,1,0
NVDA,2022-09-29,25.89544537427396,CRISIS,31.84000015258789,0.5290000438690186,7.44681640778686,-2.127656249352905,1,0
NVDA,2022-09-30,23.463442803153953,CRISIS,31.6200008392334,0.623999834060669,-0.5189778207305151,-7.51295438680839,0,0
NVDA,2022-10-10,34.41639283876471,CRISIS,32.45000076293945,0.6029999256134033,1.8680168754828141,7.960591144290841,1,1
NVDA,2022-10-11,32.664051682988074,CRISIS,33.630001068115234,0.5989999771118164,3.2884440250380065,14.45707974994952,1,1
NVDA,2022-12-29,30.776149351056176,RISK_OFF,21.440000534057617,-0.46000003814697266,1.7530578787716022,15.722804448075657,1,1
NVDA,2022-12-30,31.6863593204489,RISK_OFF,21.670000076293945,-0.381000280380249,6.938547599892453,21.130460048375532,1,1
NVDA,2023-01-03,24.37122487224515,RISK_OFF,22.899999618530273,-0.46200013160705566,11.135175601723034,21.390158578450368,1,1
NVDA,2023-01-04,23.11054606926932,CRISIS,22.010000228881836,-0.6909999847412109,8.488702995815988,13.668722311050097,1,1
NVDA,2023-01-05,22.79330781969304,CRISIS,22.459999084472656,-0.7780001163482666,15.7448288747837,25.05433991194257,1,1
NVDA,2023-01-06,32.94772268886386,CRISIS,21.1299991607666,-0.9240000247955322,13.729068059996363,29.16751257034278,1,1
NVDA,2023-08-11,32.57909052577617,RISK_OFF,14.84000015258789,-1.0969996452331543,5.9821205317681425,12.637370133061632,1,1
NVDA,2023-09-18,34.9784441438957,RISK_OFF,14.0,-0.9810004234313965,-3.9667070440750463,1.8559832304102963,0,1
NVDA,2023-09-19,17.263905399665333,RISK_OFF,14.109999656677246,-0.945000171661377,-3.697144262013541,-0.006894040785887512,0,0
NVDA,2023-09-20,10.266152467576674,RISK_OFF,15.140000343322754,-0.9660000801086426,0.5421595396600809,4.266190908333445,1,1
NVDA,2023-09-21,8.187967739007235,RISK_OFF,17.540000915527344,-0.8249998092651367,5.051561924609982,8.949945134810356,1,1
NVDA,2023-09-22,14.50639165469346,RISK_OFF,17.200000762939453,-0.866999626159668,4.539766879067364,9.978368520417803,1,1
NVDA,2023-09-25,19.268907082775755,RISK_OFF,16.899999618530273,-0.7710003852844238,6.063199641771844,7.22609409709174,1,1
NVDA,2023-09-26,21.74677851486048,RISK_OFF,18.940000534057617,-0.7669997215270996,3.8319219019504747,9.274407507572647,1,1
NVDA,2023-09-27,28.68605964524744,CRISIS,18.219999313354492,-0.7039999961853027,3.703950050132332,10.214753331406845,1,1
NVDA,2023-10-26,31.383567818332594,RISK_OFF,20.68000030517578,-0.4550004005432129,7.885735910894742,16.42613251064613,1,1
NVDA,2023-10-27,33.2936876204636,RISK_OFF,21.270000457763672,-0.46000003814697266,11.123443306439174,19.345667497456166,1,1
NVDA,2023-10-30,33.92276374882509,RISK_OFF,19.75,-0.4380002021789551,11.151311680359166,18.121527163715466,1,1
NVDA,2023-10-31,28.1571339584208,RISK_OFF,18.139999389648438,-0.44500017166137695,12.690048243339636,21.765552720403925,1,1
NVDA,2023-11-01,34.802637857167966,RISK_OFF,16.8700008392334,-0.5110001564025879,10.038976043941904,15.506201111408435,1,1
NVDA,2023-12-04,34.691802326302366,RISK_OFF,13.079999923706055,-0.934999942779541,2.4634132389547814,10.044821204175447,1,1
NVDA,2023-12-05,34.84643942583345,RISK_OFF,12.850000381469727,-1.0720000267028809,2.34290402264683,6.524056447922466,1,1
NVDA,2023-12-06,33.86491574311934,RISK_OFF,12.970000267028809,-1.1220002174377441,5.680961836302489,5.731491559590185,1,1
NVDA,2023-12-11,33.53780060897738,RISK_OFF,12.630000114440918,-0.9939999580383301,7.399136653334071,5.687685399579023,1,1
NVDA,2024-04-15,31.21431614284407,RISK_OFF,19.229999542236328,-0.6100001335144043,-7.538280267073183,2.041836139199349,0,1
NVDA,2024-04-19,28.53638408231248,RISK_OFF,18.709999084472656,-0.630000114440918,15.13781038653985,16.52099810139509,1,1
NVDA,2024-07-29,30.014139906138894,RISK_OFF,16.600000381469727,-0.9689998626708984,-9.982971349103353,-2.3030675784910914,0,0
NVDA,2024-07-30,21.043850327421524,RISK_OFF,17.690000534057617,-0.9920001029968262,0.501299384368914,11.96374733062935,1,1
NVDA,2024-08-01,34.73089318640551,RISK_OFF,18.59000015258789,-1.1389997005462646,-3.882431735707148,12.49885293441566,0,1
NVDA,2024-08-02,34.13757093068608,CRISIS,23.389999389648438,-1.2380001544952393,-2.3492042665481105,16.136860774502605,0,1
NVDA,2024-08-05,31.873509070713126,CRISIS,38.56999969482422,-1.2749998569488525,8.531612169066815,29.4176253589421,1,1
NVDA,2024-08-07,33.96007501073309,CRISIS,27.850000381469727,-1.1119999885559082,19.38126143770422,29.91608395385832,1,1
NVDA,2024-09-06,30.43710362383412,CRISIS,22.3799991607666,-1.1979999542236328,15.832139964714443,12.817198343839653,1,1
NVDA,2024-09-09,28.136030198168385,RISK_OFF,19.450000762939453,-1.1979999542236328,9.692854089957127,9.204419788109286,1,1
NVDA,2024-09-10,31.82764577425769,RISK_OFF,19.079999923706055,-1.189000129699707,6.937926203962208,11.822709036759637,1,1
NVDA,2024-11-27,32.02334105180644,NEUTRAL,14.100000381469727,-0.14300012588500977,7.189313158756927,1.4847622060529364,1,1
AVGO,2020-02-25,30.96869643977884,CRISIS,27.850000381469727,-0.15999996662139893,-2.9821771073342385,-6.997302635977032,0,0
AVGO,2020-02-26,28.542289020672925,CRISIS,27.559999465942383,-0.16800010204315186,-0.150441494234832,-13.960422648024185,0,0
AVGO,2020-02-27,22.452405988083,CRISIS,39.15999984741211,-0.09599995613098145,0.0328589942045987,-20.138702434828858,1,0
AVGO,2020-02-28,23.33208598763605,CRISIS,40.11000061035156,-0.10300004482269287,-1.1627938122749204,-14.085554228632969,0,0
AVGO,2020-03-02,33.976563737671654,CRISIS,33.41999816894531,-0.04699993133544922,-13.071594566438872,-34.17553282357202,0,0
AVGO,2020-03-03,26.0810999631544,CRISIS,36.81999969482422,0.09200000762939453,-4.138544247776899,-27.252497835599133,0,0
AVGO,2020-03-04,30.8779018497237,CRISIS,31.989999771118164,0.31699997186660767,-13.830788398520543,-41.191090888343695,0,0
AVGO,2020-03-05,27.9675461681653,CRISIS,39.619998931884766,0.3309999704360962,-20.16493543406781,-29.043211371872633,0,0
AVGO,2020-03-06,28.370636826513504,CRISIS,41.939998626708984,0.29099997878074646,-13.074793303863109,-27.449499918369437,0,0
AVGO,2020-03-09,25.069197380407402,CRISIS,54.459999084472656,0.16899999976158142,-24.277378783006398,-20.572185300318,0,0
AVGO,2020-03-10,30.684289677237672,CRISIS,47.29999923706055,0.3580000400543213,-24.111832442400814,-17.696293434538557,0,0
AVGO,2020-03-11,28.498650929009088,CRISIS,53.900001525878906,0.4519999921321869,-31.751831055807646,-10.05087570591482,0,0
AVGO,2020-03-12,24.72584879905078,CRISIS,75.47000122070312,0.5759999752044678,-11.120772540332391,13.037447483889398,0,1
AVGO,2020-03-13,33.33141347458009,CRISIS,57.83000183105469,0.707999974489212,-16.53686791307355,0.16706159133748066,0,1
AVGO,2020-03-16,27.339906101108028,CRISIS,82.69000244140625,0.5429999828338623,4.893113079208722,30.17981841680708,1,1
AVGO,2020-03-17,30.242040357439166,CRISIS,75.91000366210938,0.8319999724626541,8.453938491785106,20.861181112204584,1,1
AVGO,2020-03-18,27.7404941436845,RISK_OFF,76.44999694824219,1.2630000323988497,31.797124649070142,35.480579794507825,1,1
AVGO,2020-03-20,32.26079899631955,CRISIS,66.04000091552734,0.9710000231862068,20.01354261066308,21.87077288643473,1,1
AVGO,2020-03-23,34.040054350347546,CRISIS,61.59000015258789,0.8039999976754189,24.107116849991318,30.480201669293617,1,1
AVGO,2020-10-28,23.562753596140155,CRISIS,40.279998779296875,0.6910000145435333,5.017140586740854,8.268762629857495,1,1
AVGO,2020-10-29,29.853279514280544,CRISIS,37.59000015258789,0.751999981701374,7.2843529725005185,4.2787735317936,1,1
AVGO,2020-10-30,19.33422776582364,CRISIS,38.02000045776367,0.7770000174641609,8.863670463469964,6.827275014652945,1,1
AVGO,2020-11-02,22.08277607853924,CRISIS,37.130001068115234,0.7659999802708626,6.915274916166858,8.415588739777945,1,1
AVGO,2020-11-03,26.081308456513398,CRISIS,35.54999923706055,0.792000025510788,2.648738300177156,7.587090939057761,1,1
AVGO,2021-03-08,31.01158235333814,RISK_OFF,25.469999313354492,1.5609999559819698,11.75548627136096,13.70803262626481,1,1
AVGO,2021-04-22,33.96420663777381,NEUTRAL,18.709999084472656,1.5390000203624368,2.4565805135965624,-1.434822326594265,1,0
AVGO,2021-04-23,32.39314819875226,NEUTRAL,17.329999923706055,1.5520000318065286,-2.130325351655493,-2.9069129985613174,0,0
AVGO,2021-04-28,31.950480576761336,NEUTRAL,17.280000686645508,1.612000004388392,-3.3471352742015514,-8.018303941564342,0,0
AVGO,2021-04-30,34.42207560865481,NEUTRAL,18.610000610351562,1.628000041935593,-0.7934915996156922,-3.1959395588043504,0,0
AVGO,2021-05-03,31.267559939886155,NEUTRAL,18.309999465942383,1.6019999934360385,-3.1190176054524787,-2.265986450914226,0,0
AVGO,2021-05-04,31.976239380615823,NEUTRAL,19.479999542236328,1.582000007852912,-1.0055168336686737,-2.4294699941930564,0,0
AVGO,2021-05-05,29.654712361086766,NEUTRAL,19.149999618530273,1.5759999910369515,-4.832933488950153,-0.47540401156433987,0,0
AVGO,2021-05-06,33.65795924116138,NEUTRAL,18.389999389648438,1.552999989129603,-4.008199364077458,1.4311627511607528,0,1
AVGO,2021-05-12,34.53656089898627,RISK_OFF,27.59000015258789,1.6850000526756048,4.578820843321729,9.022673382570169,1,1
AVGO,2021-05-13,32.75752228837507,NEUTRAL,23.1299991607666,1.6599999824538827,5.666486178198293,8.611211454724055,1,1
AVGO,2021-08-18,28.80736877346925,NEUTRAL,21.56999969482422,1.2180000022053719,3.0791074528055074,5.158122055966574,1,1
AVGO,2021-08-19,34.77818055905853,NEUTRAL,21.670000076293945,1.1989999823272228,2.5785112942027677,3.879360373411478,1,1
AVGO,2021-10-04,34.22764718325416,NEUTRAL,22.959999084472656,1.452999945729971,3.443662068535147,5.759015009415114,1,1
AVGO,2021-10-13,34.2684151153188,NEUTRAL,18.639999389648438,1.5040000230073929,5.026702767300173,7.855503990532364,1,1
AVGO,2022-01-12,33.43984785904162,NEUTRAL,17.6200008392334,1.6100000217556953,-11.942137439144162,-12.811904979972766,0,0
AVGO,2022-01-13,20.71909297917577,NEUTRAL,20.309999465942383,1.600999966263771,-10.710152189234423,-6.210741344374949,0,0
AVGO,2022-01-14,13.522000838288463,NEUTRAL,19.190000534057617,1.6539999544620514,-9.187241476655572,-1.7589649913490102,0,0
AVGO,2022-01-18,12.024467729006759,NEUTRAL,22.790000915527344,1.7350000143051147,-7.554635890319961,2.583969071134562,0,1
AVGO,2022-01-19,8.311680691858285,NEUTRAL,23.850000381469727,1.6620000153779984,-1.2145859046552854,6.996830783055685,0,1
AVGO,2022-01-20,7.790332089399996,RISK_OFF,25.59000015258789,1.6649999469518661,-0.9877227490362017,6.048724033546304,0,1
AVGO,2022-01-21,6.85470735878836,RISK_OFF,28.850000381469727,1.5889999717473984,5.039106858368947,10.676417455962195,1,1
AVGO,2022-01-24,11.822616794385894,RISK_OFF,29.899999618530273,1.5800000131130219,8.179771880178087,8.502904566456749,1,1
AVGO,2022-01-25,7.063037973899583,RISK_OFF,31.15999984741211,1.5979999899864197,10.967131839543365,12.371268962222693,1,1
AVGO,2022-01-26,22.178295605858864,RISK_OFF,31.959999084472656,1.670000046491623,8.312377655050929,9.732189567063854,1,1
AVGO,2022-01-27,20.976818310393796,RISK_OFF,30.489999771118164,1.6220000386238098,7.106640689363619,9.044638346191869,1,1
AVGO,2022-01-28,31.896538253909767,RISK_OFF,27.65999984741211,1.608999952673912,5.36686836569773,2.3781190503727068,1,1
AVGO,2022-04-13,33.964267376121356,NEUTRAL,21.81999969482422,1.9470000267028809,0.032059512597570894,-2.295207547276412,1,0
AVGO,2022-04-14,27.436094145712417,NEUTRAL,22.700000762939453,2.0800000429153442,2.2828232049580066,-3.3911311318902904,1,0
AVGO,2022-04-18,32.23809497006505,NEUTRAL,22.170000076293945,2.10699999332428,0.23529673827014097,-1.730616489705683,1,0
AVGO,2022-04-19,33.526151108929724,NEUTRAL,21.3700008392334,2.080000102519989,-6.283250649334682,-2.752571037418894,0,0
AVGO,2022-04-22,34.54081281923693,RISK_OFF,28.209999084472656,2.125999927520752,-5.547318854778394,-1.167054133591472,0,0
AVGO,2022-04-25,30.833329723725015,RISK_OFF,27.020000457763672,2.027999997138977,-1.961298356914254,-4.245767836809799,0,0
AVGO,2022-04-26,29.149023095006115,CRISIS,33.52000045776367,1.9390000700950623,3.767394448034933,3.806670411538904,1,1
AVGO,2022-04-27,32.01156918385088,CRISIS,31.600000381469727,2.0100000500679016,7.885040078924033,1.3528967154610605,1,1
AVGO,2022-05-24,31.06655693498398,RISK_OFF,29.450000762939453,1.7170000076293945,9.427691480451529,7.851963726929201,1,1
AVGO,2022-06-16,33.95534819277228,RISK_OFF,32.95000076293945,1.8239998817443848,3.2444126199201895,-3.0931384665159545,1,0
AVGO,2022-06-17,18.773631575490597,RISK_OFF,31.1299991607666,1.7290000915527344,2.2566014551619773,-3.6902224007438034,1,0
AVGO,2022-06-21,24.521706851303293,RISK_OFF,30.190000534057617,1.8189998865127563,-1.056037384244235,-4.200334281630058,0,0
AVGO,2022-06-22,24.31170627238582,RISK_OFF,28.950000762939453,1.6109999418258667,-1.1469470978955787,0.4918309218165051,0,1
AVGO,2022-06-23,22.88902098781533,RISK_OFF,29.049999237060547,1.508000135421753,-2.16881364954038,0.42490919788860104,0,1
AVGO,2022-06-24,32.06748287528346,RISK_OFF,27.229999542236328,1.5269999504089355,-6.138396185919481,-5.1523141947687705,0,0
AVGO,2022-06-27,31.767202710004938,RISK_OFF,26.950000762939453,1.5609999895095825,-5.815589185714709,-4.813036404850568,0,0
AVGO,2022-06-28,24.174852946461726,RISK_OFF,28.360000610351562,1.468000054359436,-3.1778562473756544,-3.3543925342664593,0,0
AVGO,2022-06-29,24.09062393115967,CRISIS,28.15999984741211,1.3879998922348022,1.6577920171418459,-1.17656121559635,1,0
AVGO,2022-06-30,24.91043336702336,RISK_OFF,28.709999084472656,1.3719998598098755,2.6512229322636527,1.7805062956907758,1,1
AVGO,2022-07-01,26.284119446065347,CRISIS,26.700000762939453,1.2859998941421509,1.0505701491143604,2.766631322836277,1,1
AVGO,2022-07-05,31.9077386975991,CRISIS,27.540000915527344,1.1790000200271606,1.0644572410619002,6.86542361256457,1,1
AVGO,2022-07-06,34.33172951008099,CRISIS,26.729999542236328,1.0730000734329224,-0.18233048768455662,6.042134686286182,0,1
AVGO,2022-09-01,27.95017606853878,CRISIS,25.559999465942383,0.40200018882751465,6.176707142614357,2.132083280560626,1,1
AVGO,2022-09-02,31.368941956466514,RISK_OFF,25.469999313354492,0.3730001449584961,5.765460869537065,0.3238564570140934,1,1
AVGO,2022-09-06,32.45816373583587,CRISIS,26.90999984741211,0.49499988555908203,1.0939412354134426,-1.031717785771713,1,0
AVGO,2022-09-08,32.53229590725927,RISK_OFF,23.610000610351562,0.34200000762939453,-2.3030450289568294,-5.921737265871885,0,0
AVGO,2022-09-15,32.4386649673411,RISK_OFF,26.270000457763672,0.3640000820159912,-3.703996954651867,-9.24452115025688,0,0
AVGO,2022-09-27,33.154146792366475,CRISIS,32.599998474121094,0.7139999866485596,3.2512134130384007,-7.313612352884713,1,0
AVGO,2022-09-28,29.522468344200007,CRISIS,30.18000030517578,0.47499990463256836,4.043266701452608,-7.59504339122421,1,0
AVGO,2022-09-29,18.346996468017934,CRISIS,31.84000015258789,0.5290000438690186,6.524773473861689,-2.701435985040246,1,0
AVGO,2022-09-30,12.246897280764614,CRISIS,31.6200008392334,0.623999834060669,3.7093830241314185,-3.808481739492642,1,0
AVGO,2022-10-03,27.38938399464979,CRISIS,30.100000381469727,0.500999927520752,-4.177074828353245,-4.687162657766287,0,0
