Date,Close,High,Low,Open,Volume
2024-12-17,16.65999984741211,17.170000076293945,16.170000076293945,17.149999618530273,53985200
2024-12-18,15.239999771118164,17.190000534057617,14.932000160217285,16.889999389648438,76625700
2024-12-19,15.029999732971191,15.989999771118164,14.920000076293945,15.720000267028809,44149600
2024-12-20,15.350000381469727,15.529999732971191,14.579999923706055,14.720000267028809,52746600
2024-12-23,15.630000114440918,15.789999961853027,15.164999961853027,15.5,34576400
2024-12-24,16.020000457763672,16.030000686645508,15.569999694824219,15.729999542236328,15731500
2024-12-26,16.600000381469727,16.68000030517578,15.880000114440918,15.979999542236328,36815400
2024-12-27,15.979999542236328,16.46500015258789,15.779999732971191,16.389999389648438,31003000
2024-12-30,15.630000114440918,15.880000114440918,15.420000076293945,15.569999694824219,31036000
2024-12-31,15.399999618530273,15.899999618530273,15.350000381469727,15.789999961853027,29262500
2025-01-02,14.130000114440918,15.109999656677246,13.75,15.0,76412600
2025-01-03,14.84000015258789,14.854999542236328,14.119999885559082,14.300000190734863,40925300
2025-01-06,15.289999961853027,15.479999542236328,14.890000343322754,15.199999809265137,32859000
2025-01-07,14.90999984741211,15.619000434875488,14.710000038146973,15.3100004196167,38956300
2025-01-08,14.550000190734863,14.84000015258789,14.324999809265137,14.640000343322754,28712100
2025-01-10,14.149999618530273,14.279999732971191,13.8100004196167,14.199999809265137,33470100
2025-01-13,14.069999694824219,14.085000038146973,13.600000381469727,13.640000343322754,32197100
2025-01-14,14.5,14.859999656677246,14.229999542236328,14.300000190734863,34100800
2025-01-15,15.510000228881836,15.550000190734863,14.989999771118164,15.359999656677246,38873100
2025-01-16,16.299999237060547,16.3799991607666,15.569999694824219,15.699999809265137,43586900
2025-01-17,16.5,16.729999542236328,16.18000030517578,16.420000076293945,40496500
2025-01-21,17.899999618530273,18.100000381469727,16.889999389648438,17.0,67982600
2025-01-22,17.59000015258789,18.059999465942383,17.264999389648438,18.059999465942383,51349800
2025-01-23,18.030000686645508,18.209999084472656,17.280000686645508,17.399999618530273,43826700
2025-01-24,17.920000076293945,18.420000076293945,17.860000610351562,18.149999618530273,55232000
2025-01-27,16.079999923706055,16.979999542236328,15.550000190734863,15.930000305175781,107334200
2025-01-28,16.170000076293945,16.25,15.220000267028809,16.1200008392334,51829100
2025-01-29,15.989999771118164,16.34000015258789,15.760000228881836,16.100000381469727,41382700
2025-01-30,16.440000534057617,16.670000076293945,16.110000610351562,16.25,35552200
2025-01-31,15.779999732971191,16.56999969482422,15.59000015258789,16.440000534057617,47846900
2025-02-03,15.399999618530273,15.770000457763672,14.890000343322754,14.979999542236328,42781900
2025-02-04,15.289999961853027,15.619999885559082,15.199999809265137,15.489999771118164,29013200
2025-02-05,15.489999771118164,15.5600004196167,15.220000267028809,15.239999771118164,27706300
2025-02-06,14.800000190734863,15.550000190734863,14.680000305175781,15.529999732971191,46886900
2025-02-07,14.90999984741211,15.279999732971191,14.829999923706055,14.899999618530273,32161400
2025-02-10,15.130000114440918,15.399999618530273,15.0,15.029999732971191,30509900
2025-02-11,14.829999923706055,15.25,14.789999961853027,14.989999771118164,30455200
2025-02-12,14.770000457763672,14.850000381469727,14.420000076293945,14.579999923706055,33663600
2025-02-13,15.1899995803833,15.354999542236328,14.774999618530273,14.960000038146973,36477800
2025-02-14,16.209999084472656,16.420000076293945,15.239999771118164,15.40999984741211,63312400
2025-02-18,16.829999923706055,17.110000610351562,16.43000030517578,16.469999313354492,53815000
2025-02-19,16.18000030517578,16.809999465942383,16.100000381469727,16.764999389648438,35555700
2025-02-20,15.5600004196167,16.079999923706055,15.062999725341797,16.010000228881836,51063600
2025-02-21,14.670000076293945,15.5600004196167,14.579999923706055,15.5600004196167,54725300
2025-02-24,14.359999656677246,14.817000389099121,13.8100004196167,14.800000190734863,52266100
2025-02-25,13.920000076293945,14.270000457763672,13.420000076293945,14.109999656677246,63198000
2025-02-26,14.470000267028809,14.734999656677246,14.135000228881836,14.180000305175781,51329600
2025-02-27,14.069999694824219,14.739999771118164,14.0,14.729999542236328,41470300
2025-02-28,14.470000267028809,14.539999961853027,13.729999542236328,13.800000190734863,38926400
2025-03-03,13.569999694824219,14.904999732971191,13.4399995803833,14.649999618530273,58992200
2025-03-04,13.09000015258789,13.569999694824219,12.234999656677246,13.0,77982800
2025-03-05,13.430000305175781,13.489999771118164,12.84000015258789,13.119999885559082,41038000
2025-03-06,12.449999809265137,13.25,12.40999984741211,13.0,49835800
2025-03-07,12.59000015258789,12.640000343322754,11.819999694824219,12.319999694824219,52630300
2025-03-10,11.180000305175781,12.170000076293945,10.930000305175781,12.069999694824219,71705200
2025-03-11,11.260000228881836,11.496999740600586,10.850000381469727,11.0600004196167,54907900
2025-03-12,11.920000076293945,12.119999885559082,11.4399995803833,11.859999656677246,54143700
2025-03-13,11.390000343322754,12.09000015258789,11.3100004196167,12.0,38157700
2025-03-14,12.09000015258789,12.119999885559082,11.609999656677246,11.6899995803833,37484500
2025-03-17,12.319999694824219,12.470000267028809,11.960000038146973,12.079999923706055,45612600
2025-03-18,11.949999809265137,12.140000343322754,11.789999961853027,12.100000381469727,36336100
2025-03-19,12.729999542236328,12.90999984741211,11.960000038146973,12.0,46771900
2025-03-20,12.640000343322754,12.9399995803833,12.489999771118164,12.640000343322754,40485900
2025-03-21,12.869999885559082,12.90999984741211,12.369999885559082,12.40999984741211,40043900
2025-03-24,13.720000267028809,13.760000228881836,13.140000343322754,13.300000190734863,58817600
2025-03-25,13.539999961853027,13.899999618530273,13.444999694824219,13.729999542236328,35685500
2025-03-26,13.069999694824219,13.54800033569336,12.925000190734863,13.529999732971191,48480600
2025-03-27,12.199999809265137,12.699999809265137,12.029999732971191,12.609999656677246,58870900
2025-03-28,11.850000381469727,12.244999885559082,11.6899995803833,12.024999618530273,51302400
2025-03-31,11.630000114440918,11.739999771118164,10.979999542236328,11.3149995803833,62839200
2025-04-01,11.90999984741211,12.15999984741211,11.479999542236328,11.59000015258789,48664100
2025-04-02,12.3100004196167,12.49899959564209,11.550000190734863,11.550000190734863,55622200
2025-04-03,10.640000343322754,11.416000366210938,10.5600004196167,11.140000343322754,73382300
2025-04-04,9.569999694824219,10.220000267028809,8.880000114440918,9.979999542236328,89686000
2025-04-07,9.859999656677246,10.645000457763672,8.600000381469727,8.739999771118164,92561300
2025-04-08,9.5,10.579999923706055,9.239999771118164,10.489999771118164,67136200
2025-04-09,11.390000343322754,11.64900016784668,9.3100004196167,9.399999618530273,94205900
2025-04-10,10.520000457763672,11.010000228881836,10.15999984741211,10.9399995803833,55996900
2025-04-11,10.710000038146973,10.729999542236328,10.069999694824219,10.479999542236328,42788100
2025-04-14,10.819999694824219,11.199999809265137,10.51099967956543,11.119999885559082,47271800
2025-04-15,10.9399995803833,11.050000190734863,10.720000267028809,10.819999694824219,38606000
2025-04-16,10.65999984741211,10.899999618530273,10.40999984741211,10.720000267028809,39224300
2025-04-17,10.979999542236328,11.045000076293945,10.59000015258789,10.680000305175781,46861000
2025-04-21,10.6899995803833,11.149999618530273,10.489999771118164,10.930000305175781,54164900
2025-04-22,11.270000457763672,11.430000305175781,10.805000305175781,10.869999885559082,52908900
2025-04-23,11.739999771118164,12.350000381469727,11.640000343322754,12.020000457763672,56643400
2025-04-24,12.3100004196167,12.359999656677246,11.760000228881836,11.800000190734863,61837700
2025-04-25,12.880000114440918,13.050000190734863,12.399999618530273,12.5,70647900
2025-04-28,13.199999809265137,13.380000114440918,12.770000457763672,13.239999771118164,95228400
2025-04-29,13.270000457763672,14.505000114440918,13.229999542236328,14.130000114440918,171099300
2025-04-30,12.510000228881836,12.819999694824219,12.050000190734863,12.78499984741211,86413300
2025-05-01,12.510000228881836,12.920000076293945,12.460000038146973,12.84000015258789,70285300
2025-05-02,12.699999809265137,12.930000305175781,12.579999923706055,12.6850004196167,50789300
2025-05-05,12.859999656677246,13.050000190734863,12.430000305175781,12.479999542236328,51937900
2025-05-06,12.729999542236328,12.829999923706055,12.4350004196167,12.569999694824219,40465200
2025-05-07,13.010000228881836,13.279999732971191,12.5600004196167,12.699999809265137,51029800
2025-05-08,13.260000228881836,13.470000267028809,13.100000381469727,13.319000244140625,52579800
2025-05-09,13.180000305175781,13.46500015258789,12.869999885559082,13.300000190734863,53262000
2025-05-12,14.039999961853027,14.199999809265137,13.680000305175781,14.039999961853027,74278200
2025-05-13,14.289999961853027,14.460000038146973,14.050000190734863,14.239999771118164,70382900
2025-05-14,14.029999732971191,14.779999732971191,13.9399995803833,14.4399995803833,77903700
2025-05-15,13.569999694824219,13.949999809265137,13.329999923706055,13.90999984741211,66129800
2025-05-16,13.920000076293945,13.970000267028809,13.5600004196167,13.699999809265137,58250800
2025-05-19,13.729999542236328,13.859999656677246,13.359999656677246,13.395000457763672,57180000
2025-05-20,13.270000457763672,13.65999984741211,13.225000381469727,13.65999984741211,54429600
2025-05-21,12.800000190734863,13.319999694824219,12.739999771118164,13.079999923706055,71853700
2025-05-22,13.1899995803833,13.279999732971191,12.779999732971191,12.800000190734863,56734700
2025-05-23,13.09000015258789,13.210000038146973,12.744999885559082,12.800000190734863,44155300
2025-05-27,13.390000343322754,13.479999542236328,13.090999603271484,13.40999984741211,46060200
2025-05-28,13.319999694824219,13.430000305175781,13.130000114440918,13.390000343322754,56645000
2025-05-29,13.170000076293945,13.600000381469727,13.069999694824219,13.5,50198700
2025-05-30,13.300000190734863,13.319999694824219,12.859999656677246,13.069999694824219,60735700
2025-06-02,13.670000076293945,13.6899995803833,13.09000015258789,13.279999732971191,53500300
2025-06-03,13.65999984741211,13.824999809265137,13.489999771118164,13.710000038146973,54104400
2025-06-04,13.460000038146973,13.689000129699707,13.229999542236328,13.670000076293945,54412400
2025-06-05,13.670000076293945,14.319999694824219,13.460000038146973,13.479999542236328,70633900
2025-06-06,14.239999771118164,14.489999771118164,13.930000305175781,14.0,63286700
2025-06-09,14.100000381469727,14.430000305175781,13.970000267028809,14.385000228881836,62639300
2025-06-10,14.390000343322754,14.479999542236328,13.960000038146973,14.170000076293945,57460300
2025-06-11,15.0600004196167,15.170000076293945,14.489999771118164,14.520000457763672,79569800
2025-06-12,14.899999618530273,15.199999809265137,14.65999984741211,14.869999885559082,78524700
2025-06-13,14.09000015258789,14.710000038146973,13.970000267028809,14.390000343322754,76753100
2025-06-16,14.899999618530273,14.930000305175781,14.279999732971191,14.300000190734863,65414100
2025-06-17,14.430000305175781,14.9399995803833,14.229999542236328,14.819999694824219,72249500
2025-06-18,15.359999656677246,15.420000076293945,14.359999656677246,14.380000114440918,84597000
2025-06-20,15.199999809265137,15.640000343322754,15.0,15.5649995803833,87552800
2025-06-23,15.359999656677246,15.449999809265137,14.640000343322754,15.020000457763672,60990900
2025-06-24,15.850000381469727,15.949999809265137,15.510000228881836,15.734999656677246,64207300
2025-06-25,16.079999923706055,16.28499984741211,15.90999984741211,16.020000457763672,68438900
2025-06-26,16.770000457763672,16.809999465942383,16.059999465942383,16.25,73896800
2025-06-27,17.18000030517578,17.520000457763672,16.84000015258789,16.920000076293945,92297000
2025-06-30,18.209999084472656,18.920000076293945,17.59000015258789,17.729999542236328,149080200
2025-07-01,17.639999389648438,18.47599983215332,17.350000381469727,18.0,93556500
2025-07-02,18.1200008392334,18.290000915527344,17.520000457763672,17.524999618530273,67100700
2025-07-03,18.56999969482422,18.639999389648438,18.079999923706055,18.309999465942383,44667700
2025-07-07,19.239999771118164,19.290000915527344,18.399999618530273,18.5,80137800
2025-07-08,19.950000762939453,20.889999389648438,19.65999984741211,19.799999237060547,111492400
2025-07-09,20.219999313354492,20.25,19.6200008392334,20.170000076293945,64252100
2025-07-10,20.969999313354492,21.31999969482422,20.239999771118164,20.389999389648438,86494100
2025-07-11,21.200000762939453,21.860000610351562,20.75,20.770000457763672,92365600
2025-07-14,21.329999923706055,21.440000534057617,20.420000076293945,21.3700008392334,67028200
2025-07-15,20.959999084472656,21.600000381469727,20.860000610351562,21.2450008392334,61495400
2025-07-16,21.389999389648438,21.59000015258789,20.770000457763672,20.969999313354492,59992000
2025-07-17,22.09000015258789,22.200000762939453,21.420000076293945,21.5,49837600
2025-07-18,21.809999465942383,22.739999771118164,21.350000381469727,22.30500030517578,59729100
2025-07-21,21.15999984741211,22.040000915527344,21.09000015258789,21.950000762939453,48699000
2025-07-22,20.979999542236328,21.100000381469727,19.81999969482422,20.790000915527344,63655900
2025-07-23,21.559999465942383,21.649999618530273,20.860000610351562,21.209999084472656,49653700
2025-07-24,21.510000228881836,22.010000228881836,21.3700008392334,21.75,46110300
2025-07-25,21.200000762939453,21.579999923706055,21.165000915527344,21.520000457763672,40134900
2025-07-28,21.020000457763672,21.219999313354492,20.770000457763672,21.219999313354492,59105900
2025-07-29,22.399999618530273,25.110000610351562,22.2549991607666,23.110000610351562,236127400
2025-07-30,21.8700008392334,21.979999542236328,20.43199920654297,20.829999923706055,183424700
2025-07-31,22.579999923706055,23.80500030517578,22.485000610351562,22.674999237060547,120095300
2025-08-01,21.229999542236328,21.760000228881836,20.600000381469727,21.700000762939453,89388500
2025-08-04,21.809999465942383,21.84000015258789,20.700000762939453,21.510000228881836,59741200
2025-08-05,21.540000915527344,22.1200008392334,21.31999969482422,22.0,48936500
2025-08-06,21.459999084472656,21.559999465942383,21.020000457763672,21.469999313354492,36720500
2025-08-07,22.079999923706055,22.43000030517578,21.68000030517578,21.790000915527344,53034200
2025-08-08,22.100000381469727,22.584999084472656,21.950000762939453,22.299999237060547,49146100
2025-08-11,22.420000076293945,23.139999389648438,21.71500015258789,22.100000381469727,58462600
2025-08-12,23.649999618530273,23.729999542236328,22.520000457763672,22.6200008392334,56583300
2025-08-13,23.809999465942383,24.5,23.09000015258789,24.18000030517578,68665800
2025-08-14,23.290000915527344,23.950000762939453,22.739999771118164,23.420000076293945,52370500
2025-08-15,23.770000457763672,23.860000610351562,22.610000610351562,23.290000915527344,44765000
2025-08-18,24.229999542236328,24.229999542236328,23.40999984741211,23.690000534057617,45472900
2025-08-19,22.75,24.90999984741211,22.690000534057617,24.610000610351562,82575000
2025-08-20,22.520000457763672,22.719999313354492,21.209999084472656,22.420000076293945,87818300
2025-08-21,23.329999923706055,23.368999481201172,22.309999465942383,22.440000534057617,53440700
2025-08-22,25.020000457763672,25.25,22.899999618530273,23.15999984741211,101606500
2025-08-25,26.149999618530273,26.3799991607666,24.809999465942383,25.18000030517578,90233000
2025-08-26,25.6200008392334,26.604999542236328,25.5,26.204999923706055,125930100
2025-08-27,24.959999084472656,25.809999465942383,24.8799991607666,25.614999771118164,54456400
